imdb.id,title.mixed,sample.year.first,fest.first,oscar_nominated
tt3646336,"i, afrikaner",2013,IDFA,0
tt2670266,i’m yours,2013,FRAMELINE,0
tt2328024,i’ve only just begun,2013,FRAMELINE,0
tt2550782,ian harvie superhero,2013,FRAMELINE,0
tt2718492,ida,2013,TIFF,1
tt3075574,ignasi m.,2013,TIFF,0
tt2901736,ilo llo,2013,TIFF,0
tt2741806,in bloom,2013,BERLINALE,0
tt2655938,the eternal return of antonis paraskevas,2013,BERLINALE,0
tt2564156,in god we trust,2013,IDFA,0
tt2956860,in guns we trust,2013,TIFF,0
tt2718360,in praise of the day,2013,BERLINALE,0
tt2894678,in the fishbowl,2013,CANNES,0
tt3488220,in the wake of stalin,2013,IDFA,0
tt2269486,in their room: london,2013,FRAMELINE,0
tt0139500,in vanda's room,2013,IDFA,0
tt2336960,inch'allah,2012,TIFF,0
tt2149244,ink deep,2013,FRAMELINE,0
tt2358891,the great beauty,2013,CANNES,1
tt3101474,inreallife,2013,IDFA,0
tt2042568,inside llewyn davis,2013,CANNES,1
tt3118748,instants,2013,TIFF,0
tt2157302,intersexion,2013,FRAMELINE,0
tt3118758,intruders,2013,TIFF,0
tt2585072,inumber number,2013,TIFF,0
tt0069115,"israel, why",2013,BERLINALE,0
tt2583530,it gets better,2013,FRAMELINE,0
tt2340784,the last of the unjust,2013,CANNES,0
tt2177350,it gets bitter,2013,FRAMELINE,0
tt2075223,j.a.c.e. - just another confused elephant,2013,TIFF,0
tt2316882,jackpot,2013,FRAMELINE,0
tt2180423,jadoo,2013,BERLINALE,0
tt0073195,jaws,2013,CANNES,0
tt4242856,jennifer and tiffany,2013,CLERMONT-FERRAND,0
tt2949532,jimbo,2013,TIFF,0
tt2210834,jimmy p (psychotherapy of a plains indian),2013,CANNES,0
tt2719064,ashura,2013,BERLINALE,0
tt0057202,the lovely month of may,2013,CANNES,0
tt2670226,jîn,2013,BERLINALE,0
tt3219462,jingle bell rocks!,2013,IDFA,0
tt2443988,joan in the rain,2013,FRAMELINE,0
tt1568150,joan rivers - a piece of work,2013,IDFA,0
tt1935156,jodorowsky's dune,2013,TIFF,0
tt2382396,joe,2013,TIFF,0
tt2449468,journey to jah,2013,IDFA,0
tt2310011,joy! portrait of a nun,2013,FRAMELINE,0
tt0036977,jubilation street,2013,BERLINALE,0
tt2852470,the missing picture,2013,CANNES,1
tt3402174,judgment in hungary,2013,IDFA,0
tt2398848,julian,2013,FRAMELINE,0
tt2806576,jury,2013,BERLINALE,0
tt2223678,just ancient loops,2013,CLERMONT-FERRAND,0
tt2593270,just the right amount of violence,2013,IDFA,0
tt2629934,kalifornia,2013,BERLINALE,0
tt4148056,keeper,2013,CLERMONT-FERRAND,0
tt2767286,the package,2013,BERLINALE,0
tt1311071,kill your darlings,2013,TIFF,0
tt2679578,killing strangers,2013,BERLINALE,0
tt1999908,killing the chickens to scare the monkeys,2013,CLERMONT-FERRAND,0
tt3620794,killing time,2013,IDFA,0
tt2217890,kimchi fried dumplings,2013,FRAMELINE,0
tt2017634,kink,2013,FRAMELINE,0
tt3600924,kismet: how turkish soap operas change the world,2013,IDFA,0
tt2599822,kiss me softly,2013,FRAMELINE,0
tt2652280,kitchen dreams,2013,BERLINALE,0
tt2586000,the strange little cat,2013,BERLINALE,0
tt3013530,kitty,2013,FRAMELINE,0
tt2719386,knighthood,2013,FRAMELINE,0
tt2499072,kwaku ananse,2013,BERLINALE,0
tt2753654,la paz,2013,BERLINALE,0
tt1967545,labor day,2013,TIFF,0
tt3119566,ladder to damascus,2013,TIFF,0
tt2244728,lady and the tooth,2013,CLERMONT-FERRAND,0
tt2514918,to the wolf,2013,BERLINALE,0
tt3402196,last breath,2013,CLERMONT-FERRAND,0
tt0107366,last call at maud’s,2013,FRAMELINE,0
tt2825176,lay bare,2013,CLERMONT-FERRAND,0
tt2976634,lay over,2013,TIFF,0
tt3096340,layla's melody,2013,IDFA,0
tt2296835,layla fourie,2013,BERLINALE,0
tt2324384,le grand cahier,2013,TIFF,0
tt2392326,le week-end,2013,TIFF,0
tt4272448,leaders,2013,IDFA,0
tt1707386,les misérables,2013,BERLINALE,1
tt2763048,two girls against the rain,2013,BERLINALE,0
tt6579930,lesbiana—a parallel revolution,2013,FRAMELINE,0
tt2218188,lessons in process,2013,BERLINALE,0
tt0040536,letter from an unknown woman,2013,BERLINALE,0
tt3120852,letter to a refusing pilot,2013,TIFF,0
tt2332522,leviathan,2012,IDFA,0
tt2954762,lewd & lascivious,2013,FRAMELINE,0
tt2132374,life's a breeze,2013,TIFF,0
tt1663207,life of crime,2013,TIFF,0
tt2753288,white night,2013,BERLINALE,0
tt2637978,lifelong,2013,BERLINALE,0
tt3324600,"light fly, fly high",2013,IDFA,0
tt2262485,like rats leaving a sinking ship,2013,FRAMELINE,0
tt3009032,linear,2013,CLERMONT-FERRAND,0
tt3120868,listening to the space in my room,2013,TIFF,0
tt0145046,little dieter needs to fly,2013,IDFA,0
tt3120916,little feet,2013,TIFF,0
tt2517090,little man,2013,FRAMELINE,0
tt3400690,little miss piggy,2013,IDFA,0
tt2738050,will you still love me tomorrow?,2013,BERLINALE,0
tt0425200,little terrorist,2013,CLERMONT-FERRAND,0
tt2594972,lonely bones,2013,CLERMONT-FERRAND,0
tt2250448,loot,2013,CLERMONT-FERRAND,0
tt2607296,los wild ones,2013,IDFA,0
tt2624316,lose your head,2013,BERLINALE,0
tt2796584,lost angel,2013,FRAMELINE,0
tt2825762,lotte reiniger - dance of the shadows,2013,BERLINALE,0
tt2634394,love battles,2013,BERLINALE,0
tt2756230,"you like it, i love it",2013,CLERMONT-FERRAND,0
tt2671600,love games,2013,BERLINALE,0
tt3103576,love is the perfect crime,2013,TIFF,0
tt3079002,love your glove...an agenda,2013,FRAMELINE,0
tt1426329,lovelace,2013,BERLINALE,0
tt2339539,lovely,2013,FRAMELINE,0
tt2568360,loving the bony lady,2013,FRAMELINE,0
tt0071782,lucky luciano,2013,CANNES,0
tt1885299,lucky them,2013,TIFF,0
tt2732488,lunch with gertrude stein,2013,BERLINALE,0
tt2278562,lyrebird soup,2013,CLERMONT-FERRAND,0
tt2539430,una furtiva lagrima,2013,CLERMONT-FERRAND,0
tt0043766,m,2013,BERLINALE,0
tt2252388,macropolis,2013,CLERMONT-FERRAND,0
tt1218031,made in japan,2013,CLERMONT-FERRAND,0
tt1352838,magnetic movie,2013,CLERMONT-FERRAND,0
tt2311960,make hummus not war,2013,BERLINALE,0
tt1592265,maladies,2013,BERLINALE,0
tt2144006,malody,2013,CLERMONT-FERRAND,0
tt2332754,mama rainbow,2013,FRAMELINE,0
tt3091552,at berkeley,2013,TIFF,0
tt2899492,en terrain connu,2013,CLERMONT-FERRAND,0
tt3120984,"man in motion, 2012",2013,TIFF,0
tt2016940,man of tai chi,2013,TIFF,0
tt3103326,manakaman,2013,TIFF,0
tt2304771,mandela: long walk to freedom,2013,TIFF,1
tt2475544,manhunt,2013,IDFA,0
tt2722240,mark bunyan: very nearly almost famous,2013,FRAMELINE,0
tt2461298,martindale,2013,FRAMELINE,0
tt1555069,mary queen of scots,2013,TIFF,0
tt2850814,mademoiselle kiki et les montparnos,2013,CLERMONT-FERRAND,0
tt3129484,master of the universe,2013,IDFA,0
tt3020566,matt alber with strings attached,2013,FRAMELINE,0
tt2555302,matt shepard is a friend of mine,2013,IDFA,0
tt3605460,mattanja joy,2013,IDFA,0
tt1439558,max rose,2013,CANNES,0
tt2295564,mccanick,2013,TIFF,0
tt1820531,melting away,2013,FRAMELINE,0
tt3120794,'til madness do us part,2013,TIFF,0
tt2324298,men of the earth,2013,CLERMONT-FERRAND,0
tt1954275,men with balls,2013,IDFA,0
tt2846472,menstrual men,2013,IDFA,0
tt2568472,"mercedes sosa, the voice of latin america",2013,IDFA,0
tt2374902,metalhead,2013,TIFF,0
tt2851300,meteorite + impotence,2013,CANNES,0
tt2991138,method,2013,TIFF,0
tt1806971,mia,2013,FRAMELINE,0
tt2054790,michael kohlhaas,2013,CANNES,0
tt2735224,microbrigades - variations of a story,2013,BERLINALE,0
tt3234082,12.12.12,2013,TIFF,0
tt2428672,midway,2013,TIFF,0
tt0073389,milestones,2013,IDFA,0
tt3288044,minerita,2013,IDFA,0
tt3012818,miracle,2013,TIFF,0
tt3078242,miss violence,2013,TIFF,0
tt2386720,mobile homes,2013,CLERMONT-FERRAND,0
tt2942522,moebius,2013,TIFF,0
tt0078841,being there,2013,BERLINALE,0
tt3093520,monk with a camera,2013,IDFA,0
tt2198235,monsoon shootout,2013,CANNES,0
tt2793902,more than two hours,2013,CANNES,0
tt2434988,"mother, i love you",2013,BERLINALE,0
tt2893194,mothers,2013,IDFA,0
tt3120994,mount song,2013,TIFF,0
tt2544688,mountain,2013,CLERMONT-FERRAND,0
tt2387132,mr. angel,2013,FRAMELINE,0
tt0295454,mrs. john bull prepared,2013,IDFA,0
tt2061756,muhammad ali's greatest fight,2013,CANNES,0
tt0408306,munich,2013,IDFA,0
tt2492916,muscle shoals,2013,IDFA,0
tt2515926,mussels in love,2012,IDFA,0
tt2061742,muybridge's strings,2013,CLERMONT-FERRAND,0
tt2607968,#chicagogirl - the social network takes on a dictator,2013,IDFA,0
tt2179232,my face is in space,2013,CLERMONT-FERRAND,0
tt2763310,my father's truck,2013,BERLINALE,0
tt3056704,my love awaits me by the sea,2013,TIFF,0
tt3276852,my name is salt,2013,IDFA,0
tt3559482,my secret panties,2013,FRAMELINE,0
tt2582008,my sisters,2013,BERLINALE,0
tt2875926,my sweet pepper land,2013,CANNES,0
tt2669646,my way to olympia,2013,BERLINALE,0
tt2555000,mystery,2013,BERLINALE,0
tt2236054,mystery road,2013,TIFF,0
tt2317510,nadya,2013,CLERMONT-FERRAND,0
tt2585594,naked opera,2013,BERLINALE,0
tt1014081,nana,2013,BERLINALE,0
tt2654504,natives,2013,FRAMELINE,0
tt1821549,nebraska,2013,CANNES,1
tt2433014,needle,2013,CANNES,0
tt3121028,nefandus,2013,TIFF,0
tt2764814,never,2013,BERLINALE,0
tt8523252,never die?,2013,CLERMONT-FERRAND,0
tt2024544,12 years a slave,2013,TIFF,1
tt2919632,nevermore,2013,CLERMONT-FERRAND,0
tt3014944,next to last (automne 63),2013,CLERMONT-FERRAND,0
tt2849606,ngangkari,2013,BERLINALE,0
tt0093615,ngati,2013,BERLINALE,0
tt2043933,night moves,2013,TIFF,0
tt1654523,night train to lisbon,2013,BERLINALE,0
tt0089686,nightmare on elm street part 2: freddy's revenge,2013,FRAMELINE,0
tt2719944,nikkis,2013,FRAMELINE,0
tt3121042,ningen,2013,TIFF,0
tt7787274,15 attempts,2013,IDFA,0
tt2665918,ninja & soldier,2013,BERLINALE,0
tt2308847,no ball games,2013,CLERMONT-FERRAND,0
tt2917344,no boy,2013,CLERMONT-FERRAND,0
tt3244744,no land no food no life,2013,IDFA,0
tt2617208,no man's land,2013,BERLINALE,0
tt3207614,no man's land,2013,IDFA,0
tt3001186,noah,2013,TIFF,0
tt2576522,nobody's daughter haewon,2013,BERLINALE,0
tt0037136,none shall escape,2013,BERLINALE,0
tt2316917,noodle fish,2013,CLERMONT-FERRAND,0
tt3102490,barbaric land,2013,TIFF,0
tt2721252,"not blacking out, just turning the lights off",2013,BERLINALE,0
tt2822400,nothing bad can happen,2013,CANNES,0
tt2949090,now and forever,2013,CLERMONT-FERRAND,0
tt2914922,numbers & friends,2013,TIFF,0
tt2638556,o gigante,2013,CLERMONT-FERRAND,0
tt2388621,1982,2013,TIFF,0
tt3121050,october november,2013,TIFF,0
tt4242852,octopussy love affair,2013,CLERMONT-FERRAND,0
tt2388715,oculus,2013,TIFF,0
tt2736074,of good report,2013,TIFF,0
tt7418682,oh sheep!,2013,CLERMONT-FERRAND,0
tt2372335,oh willy,2012,CLERMONT-FERRAND,0
tt2646256,olga - to my friends,2013,IDFA,0
tt2852406,omar,2013,CANNES,1
tt2660424,2011 12 30,2013,BERLINALE,0
tt2289538,on my way,2013,BERLINALE,0
tt1663660,on the ice,2013,BERLINALE,0
tt0047296,on the waterfront,2013,BERLINALE,0
tt2318598,on this island,2013,CLERMONT-FERRAND,0
tt2729070,once every day,2013,BERLINALE,0
tt3399438,once upon a tree,2013,IDFA,0
tt1196956,one chance,2013,TIFF,0
tt0230591,one day in september,2013,IDFA,0
tt3314488,one minute of conductors,2013,IDFA,0
tt2426178,one moment please,2013,CLERMONT-FERRAND,0
tt2741118,24 hitchhikers,2013,FRAMELINE,0
tt2717146,one zero one—the story of cybersissy & baybjane,2013,FRAMELINE,0
tt1602613,only god forgives,2013,CANNES,0
tt2587228,open letter,2013,FRAMELINE,0
tt2503252,orange,2013,CLERMONT-FERRAND,0
tt3069992,our curse,2013,IDFA,1
tt2942512,our sunhi,2013,TIFF,0
tt2950206,out,2013,TIFF,0
tt3646026,out here: a queer farmer film project,2013,FRAMELINE,0
tt2894654,37°4 s,2013,CANNES,0
tt2647472,out in east berlin - lesbians and gays in the gdr,2013,BERLINALE,0
tt2318625,out in the dark,2013,FRAMELINE,0
tt0039689,out of the past,2013,BERLINALE,0
tt3121066,palestine stereo,2013,TIFF,0
tt2479800,palo alto,2013,TIFF,0
tt2829722,pandas,2013,CANNES,0
tt1992193,pandora's promise,2013,IDFA,0
tt0984090,paper cannot wrap up embers,2013,IDFA,0
tt2650446,parade,2013,BERLINALE,0
tt2866676,paradise,2013,TIFF,0
tt2950246,paradise falls,2013,TIFF,0
tt2939496,paradiso,2013,TIFF,0
tt4144510,pareidolia,2013,IDFA,0
tt2345112,parkland,2013,TIFF,0
tt2854564,patio,2013,IDFA,0
tt2783114,payback,2013,BERLINALE,0
tt2374719,"43,000 feet",2013,CLERMONT-FERRAND,0
tt2458390,penny dreadful,2013,CLERMONT-FERRAND,0
tt3091242,people in places,2013,TIFF,0
tt3121078,pepper's ghost,2013,TIFF,0
tt2557556,perfect drug,2013,CLERMONT-FERRAND,0
tt2670510,performing girl,2013,FRAMELINE,0
tt2761580,pet bird,2013,BERLINALE,0
tt0025647,peter,2013,BERLINALE,0
tt2431286,philomena,2013,TIFF,1
tt2768502,45 degrees,2013,CLERMONT-FERRAND,0
tt2564010,pin up,2013,CLERMONT-FERRAND,0
tt2369205,pioneer,2013,TIFF,0
tt2787042,pipe dreams,2013,BERLINALE,0
tt3042474,pipeline,2013,IDFA,0
tt2397531,pit stop,2013,FRAMELINE,0
tt1635656,pixels,2013,CLERMONT-FERRAND,0
tt1555206,plank,2013,IDFA,0
tt2796824,plug & play,2013,CLERMONT-FERRAND,0
tt3118544,457 broadway,2013,TIFF,0
tt3121082,pop takes,2013,TIFF,0
tt2583208,portrait as a random act of violence,2013,TIFF,0
tt0062144,portrait of jason,2013,BERLINALE,0
tt2261979,predator!!!,2013,CLERMONT-FERRAND,0
tt2461346,primate cinema: apes as family,2013,BERLINALE,0
tt2195548,prince avalanche,2013,BERLINALE,0
tt0938780,printed rainbow,2013,CLERMONT-FERRAND,0
tt1392214,prisoners,2013,TIFF,1
tt2091473,promised land,2013,BERLINALE,0
tt3473032,69: love sex senior,2013,IDFA,0
tt2191888,proxy,2013,TIFF,0
tt2751334,pussy versus putin,2013,IDFA,0
tt3488218,putin's games,2013,IDFA,0
tt2334779,qissa: the ghost is a lonely traveller,2013,TIFF,0
tt2609222,quai d'orsay,2013,TIFF,0
tt0110963,queen margot,2013,CANNES,0
tt2290609,queen of the desert,2013,FRAMELINE,0
tt2914838,r100,2013,TIFF,0
tt3121096,rags and tatters,2013,TIFF,0
tt2821088,bastards,2013,CANNES,0
tt2366402,6th march,2013,CLERMONT-FERRAND,0
tt2280964,real,2013,TIFF,0
tt1926992,be omid e didar,2011,CANNES,0
tt2302785,rebel,2013,FRAMELINE,0
tt2885624,recollections,2013,IDFA,0
tt1450320,dias de gracia (days of grace),2011,CANNES,0
tt1298650,pirates of the caribbean: on stranger tides,2011,CANNES,0
tt1667905,in film nist (this is not a film),2011,CANNES,0
tt2023559,la khaoufa baada al'yaoum (no more fear),2011,CANNES,0
tt1939753,the big fix,2011,CANNES,0
tt1930271,a viagem (the trip),2011,CANNES,0
tt2419284,red obsession,2013,BERLINALE,0
tt2002649,der wechselbalg (changeling),2011,CANNES,0
tt2396870,red princesses,2013,BERLINALE,0
tt1904845,bear,2011,CANNES,0
tt1912361,ce n'est rien (it is nothing),2011,CANNES,0
tt1942051,cross (cross - country),2011,CANNES,0
tt1911586,kjottsar (cold),2011,CANNES,0
tt2323854,redemption impossible,2013,BERLINALE,0
tt1906447,paternal womb,2011,CANNES,0
tt1885381,soy tan feliz,2011,CANNES,0
tt2950326,"relax, i'm from the future",2013,TIFF,0
tt2651598,a ballet dialogue,2013,FRAMELINE,0
tt2661386,remains quiet,2013,BERLINALE,0
tt2733000,"remanence i - (lost, lost, lost, lost)",2013,BERLINALE,0
tt3012998,remember me,2013,TIFF,0
tt1980033,ai to makoto (for love's sake),2012,CANNES,0
tt1852770,dario argento dracula (dario argento's dracula),2012,CANNES,0
tt0423455,hemingway & gellhorn,2012,CANNES,0
tt1801061,io e te,2012,CANNES,0
tt2103217,maniac,2012,CANNES,0
tt1673697,the sapphires,2012,CANNES,0
tt1654829,therese desqueyroux,2012,CANNES,0
tt2399493,music according to tom jobim,2011,IDFA,0
tt2399523,journal de france,2012,CANNES,0
tt2399531,le serment de tobrouk (the oath of tobruk),2012,CANNES,0
tt2399533,les invisibles,2012,CANNES,0
tt1844735,mekong hotel,2012,CANNES,0
tt0462504,rescue dawn,2013,IDFA,0
tt2079571,roman polanski : a film memoir,2012,CANNES,0
tt2380247,the central park five,2012,CANNES,0
tt2258713,villegas,2012,CANNES,0
tt2884198,derriere moi les oliviers (behind me olive trees),2012,CANNES,0
tt3199456,return to homs,2013,IDFA,0
tt2936362,rêve kakudji,2013,IDFA,0
tt2368677,chef de meute,2012,CANNES,0
tt2139753,cockaigne,2012,CANNES,0
tt2368829,"falastein, sandouk al intezar lil burtuqal (waiting for p.o box)",2012,CANNES,0
tt2327415,mi santa mirada (my holy gaze),2012,CANNES,0
tt2369143,night shift,2012,CANNES,0
tt2656122,rhino full throttle,2013,BERLINALE,0
tt2385195,rhymes for young ghouls,2013,TIFF,0
tt3003800,amour fou,2014,CANNES,0
tt2368635,bird people,2014,CANNES,0
tt0143833,richard cardinal: cry from a diary of a métis child,2013,BERLINALE,0
tt3661798,dohee-ya (a girl at my door),2014,CANNES,0
tt2514338,jauja,2014,CANNES,0
tt2234543,a castle in italy,2013,CANNES,0
tt2401223,richard pryor: omit the logic,2013,IDFA,0
tt3186946,xenia,2014,CANNES,0
tt3125472,gui lai (coming home),2014,CANNES,0
tt1646971,how to train your dragon 2,2014,CANNES,1
tt2771800,rigor mortis,2013,TIFF,0
tt2929890,l'homme qu'on aimait trop (in the name of my daughter),2014,CANNES,0
tt0058461,per un pugno di dollari (a fistful of dollars),2014,CANNES,0
tt3634940,pyo jeok (the target),2014,CANNES,0
tt2345737,the rover,2014,CANNES,0
tt2720680,the salvation,2014,CANNES,0
tt3672028,caricaturistes - fantassins de la democratie (cartoonists - foot soldiers of democracy),2014,CANNES,0
tt3641008,home sweet home,2014,CANNES,0
tt2324418,riot ghoul,2013,FRAMELINE,0
tt3672582,oh lucy!,2014,CANNES,0
tt3672748,the aftermath of the inauguration of the public toilet at kilometer 375,2014,CANNES,0
tt2140343,rising hope,2012,BERLINALE,0
tt3672586,happo-en,2014,CANNES,0
tt3644744,foreign bodies,2014,CANNES,0
tt3672610,sonuncu (the last one),2014,CANNES,0
tt3672566,the administration of glory,2014,CANNES,0
tt2164718,rock the casbah,2013,BERLINALE,0
tt3606466,ukhilavi sivrtseebi (invisible spaces),2014,CANNES,0
tt2884018,macbeth,2015,CANNES,0
tt2524568,rock the casbah,2013,TIFF,0
tt2944552,roland,2013,TIFF,0
tt2586242,roland klick - the heart is a hungry hunter,2013,BERLINALE,0
tt4636022,mu-roe-han (the shameless),2015,CANNES,0
tt0038890,rome open city,2013,TIFF,0
tt1392190,mad max: fury road (mad max fury road),2015,CANNES,1
tt4682562,o piseu (office),2015,CANNES,0
tt2718742,a city within a city,2013,BERLINALE,0
tt2155373,romeo romeo,2013,FRAMELINE,0
tt4614560,hayored lema'ala (afterthought),2015,CANNES,0
tt4183722,ainahan ne palaa (to return until),2015,CANNES,0
tt2653260,roots,2013,BERLINALE,0
tt2287995,rose & violet,2013,CLERMONT-FERRAND,0
tt2721372,rotation,2013,BERLINALE,0
tt4047124,the guests,2015,CANNES,0
tt4516050,waves '98,2015,CANNES,0
tt0059792,terrore nello spazio,2016,CANNES,0
tt0059803,tiempo de morir,2016,CANNES,0
tt0037871,die letzte chance,2016,CANNES,0
tt0049150,dolina miru,2016,CANNES,0
tt0122111,ikarie xb 1,2016,CANNES,0
tt0375865,jago hua savera,2016,CANNES,0
tt0063291,memorias del subdesarrollo,2016,CANNES,0
tt3009468,rough cut,2013,TIFF,0
tt6279650,szerelem,2016,CANNES,0
tt0092337,dekalog v,2016,CANNES,0
tt0142666,"momotaro, umi no shinpei",2016,CANNES,0
tt0055257,one-eyed jacks,2016,CANNES,0
tt0069293,solyaris,2016,CANNES,0
tt0046478,ugetsu monogatari,2016,CANNES,0
tt0057013,dragees au poivre,2016,CANNES,0
tt0177302,rowing across the atlantic,2013,CLERMONT-FERRAND,0
tt0098575,valmont,2016,CANNES,0
tt0028966,gueule d'amour,2016,CANNES,0
tt0060675,masculin feminin,2016,CANNES,0
tt0104507,indochine,2016,CANNES,0
tt0088383,adieu bonaparte,2016,CANNES,0
tt0055304,pit and the pendulum,2016,CANNES,0
tt0041800,rendez-vous de juillet,2016,CANNES,0
tt5688424,the family whistle,2016,CANNES,0
tt2720802,rp31,2013,BERLINALE,0
tt3511510,midnight return: the story of billy hayes and turkey,2016,CANNES,0
tt5721752,gentleman rissient,2016,CANNES,0
tt0085520,faits divers,2016,CANNES,0
tt0065853,hospital,2016,CANNES,0
tt0062271,signore & signori,2016,CANNES,0
tt1979320,rush,2013,TIFF,0
tt0368954,"s21, the khmer rouge killing machine",2013,IDFA,0
tt1974419,the neon demon,2016,CANNES,0
tt2894644,safe,2013,CANNES,0
tt0014429,safety last!,2013,CANNES,0
tt5695764,varoonegi,2016,CANNES,0
tt1596753,salinger,2013,IDFA,0
tt5078274,chouf,2016,CANNES,0
tt5701856,exil,2016,CANNES,0
tt2551624,salma,2013,BERLINALE,0
tt5154092,"hissein habre, une tragedie tchadienne",2016,CANNES,0
tt5721728,l'ultima spiaggia,2016,CANNES,0
tt4976628,la foret de quinconces,2016,CANNES,0
tt5129510,la mort de louis xiv,2016,CANNES,0
tt5123944,le cancre,2016,CANNES,0
tt5735804,peshmerga,2016,CANNES,0
tt4466384,wrong elements,2016,CANNES,0
tt5719356,1 kilogram,2016,CANNES,0
tt5719016,a nyalintas nesze,2016,CANNES,0
tt3016266,salvation army,2013,TIFF,0
tt5613394,anna,2016,CANNES,0
tt5719440,bei wind und wetter,2016,CANNES,0
tt5636934,in the hills,2016,CANNES,0
tt5719198,"la culpa, probablemente",2016,CANNES,0
tt2399926,sam's formalwear,2013,TIFF,0
tt5153746,las razones del mundo,2016,CANNES,0
tt5431300,poubelle,2016,CANNES,0
tt5717670,4:15 p.m. sfarsitul lumii,2016,CANNES,0
tt5645950,a moca que dancou com o diabo,2016,CANNES,0
tt5636324,apres suzanne,2016,CANNES,0
tt5466820,dreamlands,2016,CANNES,0
tt4851724,fight on a swedish beach!!,2016,CANNES,0
tt1340123,samson & delilah,2013,BERLINALE,0
tt5717710,il silenzio,2016,CANNES,0
tt5717636,imago,2016,CANNES,0
tt5717628,la laine sur le dos,2016,CANNES,0
tt5717648,madre,2016,CANNES,0
tt5699202,timecode,2016,CANNES,1
tt0087957,purple rain,2016,CANNES,0
tt0060908,le roi de coeur,2016,CANNES,0
tt0079002,coup de tete,2016,CANNES,0
tt0060371,the endless summer,2016,CANNES,0
tt0032553,the great dictator,2016,CANNES,0
tt2629112,sanctity,2013,BERLINALE,0
tt0076740,sorcerer,2016,CANNES,0
tt0056512,il sorpasso,2016,CANNES,0
tt0048261,kiss me deadly,2016,CANNES,0
tt0075793,c'eravamo tanto amati,2016,CANNES,0
tt1697993,santra and the talking trees,2013,IDFA,0
tt5842890,jupiter's moon,2017,CANNES,0
tt3967856,okja,2017,CANNES,0
tt2234397,satellite boy,2013,BERLINALE,0
tt6776572,aala kaf ifrit,2017,CANNES,0
tt6444838,l'atelier,2017,CANNES,0
tt2764060,"saving grace, te whakarauora tangata",2013,BERLINALE,0
tt6776462,lerd,2017,CANNES,0
tt2073512,a difference,2013,FRAMELINE,0
tt1203530,saving mom and dad,2013,CLERMONT-FERRAND,0
tt6212516,"carne y arena (virtually present, physically invisible)",2017,CANNES,1
tt3859310,how to talk to girls at parties,2017,CANNES,0
tt2638968,seaquake,2013,FRAMELINE,0
tt8697888,a perdre haleine,2017,CANNES,0
tt10012542,afternoon clouds,2017,CANNES,0
tt7176076,camouflage,2017,CANNES,0
tt2937008,seasick,2013,TIFF,0
tt7197034,paul est la,2017,CANNES,0
tt6832776,carre 35,2017,CANNES,0
tt2402179,seduced and abandoned,2013,CANNES,0
tt2994634,sepideh - reaching for the stars,2013,IDFA,0
tt0185125,todo sobre mi madre,2017,CANNES,0
tt0074256,bugsy malone,2017,CANNES,0
tt0076666,saturday night fever,2017,CANNES,0
tt0084335,missing,2017,CANNES,0
tt0082158,chariots of fire,2017,CANNES,0
tt0058740,week-end a zuydcoote,2017,CANNES,0
tt2637994,september,2013,TIFF,0
tt0038334,la bataille du rail,2017,CANNES,0
tt0046268,le salaire de la peur,2017,CANNES,0
tt0048275,korhinta,2017,CANNES,0
tt0251742,ila ayn?,2017,CANNES,0
tt0062277,skupljaci perja,2017,CANNES,0
tt0060176,blow-up,2017,CANNES,0
tt0141591,matzor,2017,CANNES,0
tt0062285,soleil o,2017,CANNES,0
tt0191804,"babatu, les trois conseils",2017,CANNES,0
tt0074102,ai no korida,2017,CANNES,0
tt2620238,seraph,2013,FRAMELINE,0
tt0078754,all that jazz,2017,CANNES,0
tt0082222,czlowiek z zelaza,2017,CANNES,0
tt0046022,madame de...,2017,CANNES,0
tt0024844,l'atalante,2017,CANNES,0
tt0042781,native son,2017,CANNES,0
tt0058448,paparazzi,2017,CANNES,0
tt0061395,belle de jour,2017,CANNES,0
tt2091963,seventh-gay adventists,2013,FRAMELINE,0
tt0105265,a river runs through it,2017,CANNES,0
tt0064609,lucia,2017,CANNES,0
tt3196598,sex my british job,2013,IDFA,0
tt2375574,a field in england,2013,TIFF,0
tt2191400,"sex, drugs & taxation",2013,TIFF,0
tt2831542,sexperimental,2013,FRAMELINE,0
tt2861478,sexual tension: violetas,2013,FRAMELINE,0
tt4138452,shado'man,2013,IDFA,0
tt3256806,shanne and her friends,2013,IDFA,0
tt2532714,shared origins,2013,FRAMELINE,0
tt2273541,she: their love story,2013,FRAMELINE,0
tt2221784,shepard & dark,2013,CANNES,0
tt2347144,shield of straw,2013,CANNES,0
tt2233770,shift,2013,FRAMELINE,0
tt4838276,a fistful of rupies,2013,CLERMONT-FERRAND,0
tt2636806,shirley - visions of reality,2013,BERLINALE,0
tt0073705,shivers,2013,TIFF,0
tt0090015,shoah,2013,BERLINALE,0
tt2551456,shopping,2013,BERLINALE,0
tt2262091,shopping,2013,FRAMELINE,0
tt2932606,siddharth,2013,TIFF,0
tt2053463,side effects,2013,BERLINALE,0
tt2076330,sidewalk,2013,CLERMONT-FERRAND,0
tt0105407,siki,2013,IDFA,0
tt2186675,a fold in my blanket,2013,BERLINALE,0
tt2530672,silvi - maybe love,2013,BERLINALE,0
tt0105412,simeon,2013,CANNES,0
tt2916440,simone,2013,FRAMELINE,0
