imdb.id,title,mixedsample,year,firstfest,first
tt2967856,Another Day of Life,,,Cannes 2018,Palme d'Or
tt7534068,The Trouble with You,,,Cannes 2018,Palme d'Or
tt7628080,The Pluto Moment,,,Cannes 2018,Palme d'Or
tt7051048,Fugue,,,Cannes 2018,Palme d'Or
tt7385124,Srbenka,,,Cannes 2018,Palme d'Or
tt6695212,Wajib,,,Cannes 2018,Palme d'Or
tt6751668,Parasite,,,Cannes 2019,Palme d'Or
tt7131622,Once Upon a Time... in Hollywood,,,Cannes 2019,Palme d'Or
tt8253606,"Mektoub, My Love: Intermezzo",,,Cannes 2019,Palme d'Or
tt7921248,The Whistlers,,,Cannes 2019,Palme d'Or
tt8291806,Pain and Glory,,,Cannes 2019,Palme d'Or
tt8695030,The Dead Don't Die,,,Cannes 2019,Palme d'Or
tt7736478,The Traitor,,,Cannes 2019,Palme d'Or
tt9647768,The Wild Goose Lake,,,Cannes 2019,Palme d'Or
tt8359822,Young Ahmed,,,Cannes 2019,Palme d'Or
tt8359840,Oh Mercy!,,,Cannes 2019,Palme d'Or
tt8767908,Matthias & Maxime,,,Cannes 2019,Palme d'Or
tt9204204,Little Joe,,,Cannes 2019,Palme d'Or
tt8359816,Sorry We Missed You,,,Cannes 2019,Palme d'Or
tt5827916,A Hidden Life,,,Cannes 2019,Palme d'Or
tt2762506,Bacurau,,,Cannes 2019,Palme d'Or
tt8019694,Frankie,,,Cannes 2019,Palme d'Or
tt8613070,Portrait of a Lady on Fire,,,Cannes 2019,Palme d'Or
tt8359842,It Must Be Heaven,,,Cannes 2019,Palme d'Or
tt9173264,Sibyl,,,Cannes 2019,Palme d'Or
tt10199590,Les Misérables,,,Cannes 2019,Palme d'Or
tt10199586,Atlantics,,,Cannes 2019,Palme d'Or
tt10224954,Monster God,,,Cannes 2019,Palme d'Or
tt9206516,Our Mothers,,,Cannes 2019,Palme d'Or
tt7007696,Share,,,Cannes 2019,Palme d'Or
tt10008784,Bull,,,Cannes 2019,Palme d'Or
tt8637440,The Climb,,,Cannes 2019,Palme d'Or
tt10077998,The Unknown Saint,,,Cannes 2019,Palme d'Or
tt9615278,Abou Leila,,,Cannes 2019,Palme d'Or
tt10219146,Dwelling in the Fuchun Mountains,,,Cannes 2019,Palme d'Or
tt9041212,Heroes Don't Die,,,Cannes 2019,Palme d'Or
tt10155342,A Brother's Love,,,Cannes 2019,Palme d'Or
tt3856408,Making Waves: The Art of Cinematic Sound,,,Cannes 2019,Palme d'Or
tt7587282,Port Authority,,,Cannes 2019,Palme d'Or
tt10222752,"Sick, Sick, Sick",,,Cannes 2019,Palme d'Or
tt1824932,Song Without a Name,,,Cannes 2019,Palme d'Or
tt10228204,The Bare Necessity,,,Cannes 2019,Palme d'Or
tt10199668,Summer of Changsha,,,Cannes 2019,Palme d'Or
tt10223546,You Deserve a Lover,,,Cannes 2019,Palme d'Or
tt9806192,I Lost My Body,,,Cannes 2019,Palme d'Or
tt10219406,Land of Ashes,,,Cannes 2019,Palme d'Or
tt9431740,Homeward,,,Cannes 2019,Palme d'Or
tt10244754,Lillian,,,Cannes 2019,Palme d'Or
tt8302982,Particles,,,Cannes 2019,Palme d'Or
tt8336716,Mano a mano,,,Cannes 2019,Palme d'Or
tt8530868,Hieu,,,Cannes 2019,Palme d'Or
tt10341630,Ambience,,,Cannes 2019,Palme d'Or
tt10341888,The Little Soul,,,Cannes 2019,Palme d'Or
tt10288968,Jeremiah,,,Cannes 2019,Palme d'Or
tt10290566,Pura Vida,,,Cannes 2019,Palme d'Or
tt10291640,Adam,,,Cannes 2019,Palme d'Or
tt8692814,Rift,,,Cannes 2019,Palme d'Or
tt10307380,Solar Plexus,,,Cannes 2019,Palme d'Or
tt9016106,Rosso: La vera storia falsa del pescatore Clemente,,,Cannes 2019,Palme d'Or
tt8340038,As Up to Now,,,Cannes 2019,Palme d'Or
tt10094226,Favourites,,,Cannes 2019,Palme d'Or
tt9620820,Roadkill,,,Cannes 2019,Palme d'Or
tt10125414,Bamboe,,,Cannes 2019,Palme d'Or
tt10291020,Complex Subject,,,Cannes 2019,Palme d'Or
tt10341642,One Hundred and Twenty-Eight Thousand,,,Cannes 2019,Palme d'Or
tt10341968,Alien,,,Cannes 2019,Palme d'Or
tt6390668,Invisible Life,,,Cannes 2019,Palme d'Or
tt7534102,The Swallows of Kabul,,,Cannes 2019,Palme d'Or
tt10115562,On a Magical Night,,,Cannes 2019,Palme d'Or
tt9522080,Papicha,,,Cannes 2019,Palme d'Or
tt10199640,Beanpole,,,Cannes 2019,Palme d'Or
tt8212958,Fire Will Come,,,Cannes 2019,Palme d'Or
tt10199664,Adam,,,Cannes 2019,Palme d'Or
tt10199670,Liberté,,,Cannes 2019,Palme d'Or
tt9404442,Nina Wu,,,Cannes 2019,Palme d'Or
tt8669356,Joan of Arc,,,Cannes 2019,Palme d'Or
tt6284064,The Bears' Famous Invasion of Sicily,,,Cannes 2019,Palme d'Or
tt10287616,Once in Trubchevsk,,,Cannes 2019,Palme d'Or
tt9253666,No Ill Will,,,Cannes 2019,Palme d'Or
tt10219498,Party Day,,,Cannes 2019,Palme d'Or
tt10151858,Lucia in Limbo,,,Cannes 2019,Palme d'Or
tt10280050,The Last Trip to the Seaside,,,Cannes 2019,Palme d'Or
tt10390454,The Trap,,,Cannes 2019,Palme d'Or
tt10300628,The Manila Lover,,,Cannes 2019,Palme d'Or
tt10415710,Journey Through a Body,,,Cannes 2019,Palme d'Or
tt10368272,Tuesday from 8 to 6,,,Cannes 2019,Palme d'Or
tt10415722,Kolektyviniai sodai,,,Cannes 2019,Palme d'Or
tt10225288,To Live to Sing,,,Cannes 2019,Palme d'Or
tt8903840,Alice and the Mayor,,,Cannes 2019,Palme d'Or
tt7984734,The Lighthouse,,,Cannes 2019,Palme d'Or
tt10214916,The Distance Between Us and the Sky,,,Cannes 2019,Palme d'Or
tt9842732,Anna,,,Cannes 2019,Palme d'Or
tt10223044,White Echo,,,Cannes 2019,Palme d'Or
tt10219324,All Inclusive,,,Cannes 2019,Palme d'Or
tt10224698,The Van,,,Cannes 2019,Palme d'Or
tt9381920,Who Talks,,,Cannes 2019,Palme d'Or
tt10224774,Le grand saut,,,Cannes 2019,Palme d'Or
tt10224888,And Then the Bear,,,Cannes 2019,Palme d'Or
tt10224890,Butterflies,,,Cannes 2019,Palme d'Or
tt10224960,The Nap,,,Cannes 2019,Palme d'Or
tt10402938,"Stay Awake, Be Ready",,,Cannes 2019,Palme d'Or
tt10270138,That Which Is to Come Is Just a Promise,,,Cannes 2019,Palme d'Or
tt10241482,Ghost Pleasure,,,Cannes 2019,Palme d'Or
tt10300872,Je te tiens,,,Cannes 2019,Palme d'Or
tt10415670,Grand Bouquet,,,Cannes 2019,Palme d'Or
tt10384326,The Marvelous Misadventures of the Stone Lady,,,Cannes 2019,Palme d'Or
tt10384208,Olla,,,Cannes 2019,Palme d'Or
tt10396328,Piece of Meat,,,Cannes 2019,Palme d'Or
tt10415676,Movements,,,Cannes 2019,Palme d'Or
tt2066051,Rocketman,,,Cannes 2019,Palme d'Or
tt8963708,And Then We Danced,,,Cannes 2019,Palme d'Or
tt9056192,Zombi Child,,,Cannes 2019,Palme d'Or
tt10366272,Indianara,,,Cannes 2019,Palme d'Or
tt9403508,5B,,,Cannes 2019,Palme d'Or
tt10272534,Lux Æterna,,,Cannes 2019,Palme d'Or
tt10228180,Tlamess,,,Cannes 2019,Palme d'Or
tt8368406,Vivarium,,,Cannes 2019,Palme d'Or
tt9617456,For Sama,,,Cannes 2019,Palme d'Or
tt9567718,The Cordillera of Dreams,,,Cannes 2019,Palme d'Or
tt5433114,Diego Maradona,,,Cannes 2019,Palme d'Or
tt10208192,Let It Be Law,,,Cannes 2019,Palme d'Or
tt9114472,Ice on Fire,,,Cannes 2019,Palme d'Or
tt10299146,Forman vs. Forman,,,Cannes 2019,Palme d'Or
tt10299138,La passione di Anna Magnani,,,Cannes 2019,Palme d'Or
tt10299144,Cinecittà - I mestieri del cinema Bernardo Bertolucci: No End Travelling,,,Cannes 2019,Palme d'Or
tt9801736,"A White, White Day",,,Cannes 2019,Palme d'Or
tt10219160,She Runs,,,Cannes 2019,Palme d'Or
tt11320234,Agapé,,,Cannes 2020,Cinefondation Award
tt11232334,Taipei Suicide Story,,,Cannes 2020,Cinefondation Award
tt12241006,Menarca,,,Cannes 2020,Cinefondation Award
tt12594020,I Am Afraid to Forget Your Face,,,Cannes 2020,Cinefondation Award
tt10834312,Camille Contactless,,,Cannes 2020,Cinefondation Award
tt12974818,David,,,Cannes 2020,Cinefondation Award
tt12575606,"Benjamin, Benny, Ben",,,Cannes 2020,Cinefondation Award
tt10346180,Blue Fear,,,Cannes 2020,Cinefondation Award
tt12561066,Motorway 65,,,Cannes 2020,Cinefondation Award
tt12589818,The Lamb of God,,,Cannes 2020,Cinefondation Award
tt11638406,Mountain Cat,,,Cannes 2020,Cinefondation Award
tt12629626,Son of Sodom,,,Cannes 2020,Cinefondation Award
tt10204976,Sudden Light,,,Cannes 2020,Cinefondation Award
tt8448860,Stephanie,,,Cannes 2020,Cinefondation Award
tt10692788,After Love,,,Cannes 2020,Cinefondation Award
tt10944760,Titane,,,Cannes 2021,Palme d'Or
tt6217926,Annette,,,Cannes 2021,Palme d'Or
tt8205028,The Story of My Wife,,,Cannes 2021,Palme d'Or
tt6823148,Benedetta,,,Cannes 2021,Palme d'Or
tt6910282,Bergman Island,,,Cannes 2021,Palme d'Or
tt14039582,Drive My Car,,,Cannes 2021,Palme d'Or
tt2304637,Flag Day,,,Cannes 2021,Palme d'Or
tt12494638,Ahed's Knee,,,Cannes 2021,Palme d'Or
tt14773800,Casablanca Beats,,,Cannes 2021,Palme d'Or
tt10262648,Compartment Number 6,,,Cannes 2021,Palme d'Or
tt10370710,The Worst Person in the World,,,Cannes 2021,Palme d'Or
tt13321730,The Divide,,,Cannes 2021,Palme d'Or
tt11611486,The Restless,,,Cannes 2021,Palme d'Or
tt12708658,"Paris, 13th District",,,Cannes 2021,Palme d'Or
tt13846546,Lingui,,,Cannes 2021,Palme d'Or
tt8399288,Memoria,,,Cannes 2021,Palme d'Or
tt13694628,Nitram,,,Cannes 2021,Palme d'Or
tt9714030,France,,,Cannes 2021,Palme d'Or
tt10380900,Petrov's Flu,,,Cannes 2021,Palme d'Or
tt13453006,Red Rocket,,,Cannes 2021,Palme d'Or
tt8847712,The French Dispatch,,,Cannes 2021,Palme d'Or
tt9110904,Three Floors,,,Cannes 2021,Palme d'Or
tt12847812,Everything Went Fine,,,Cannes 2021,Palme d'Or
tt11777738,A Hero,,,Cannes 2021,Palme d'Or
tt14354724,August Sky,,,Cannes 2021,Palme d'Or
tt8434110,Murina,,,Cannes 2021,Palme d'Or
tt11783988,Moneyboys,,,Cannes 2021,Palme d'Or
tt14775496,Freda,,,Cannes 2021,Palme d'Or
tt9812474,Lamb,,,Cannes 2021,Palme d'Or
tt13582752,My Brothers and I,,,Cannes 2021,Palme d'Or
tt13827606,La civil,,,Cannes 2021,Palme d'Or
tt14773880,Streetwise,,,Cannes 2021,Palme d'Or
tt11087960,Playground,,,Cannes 2021,Palme d'Or
tt14821328,"Mi iubita, mon amour",,,Cannes 2021,Palme d'Or
tt7661518,The Heroics,,,Cannes 2021,Palme d'Or
tt8519380,Are You Lonesome Tonight?,,,Cannes 2021,Palme d'Or
tt14812784,A Night of Knowing Nothing,,,Cannes 2021,Palme d'Or
tt12637442,Clara Sola,,,Cannes 2021,Palme d'Or
tt11338144,A Brighter Tomorrow,,,Cannes 2021,Palme d'Or
tt14812782,Hit the Road,,,Cannes 2021,Palme d'Or
tt14068864,Magnetic Beats,,,Cannes 2021,Palme d'Or
tt11379572,The Hill Where Lionesses Roar,,,Cannes 2021,Palme d'Or
tt14812788,The Sea Ahead,,,Cannes 2021,Palme d'Or
tt13142240,Anaïs in Love,,,Cannes 2021,Palme d'Or
tt13667548,Robust,,,Cannes 2021,Palme d'Or
tt13328732,A Radiant Girl,,,Cannes 2021,Palme d'Or
tt10965850,"Bruno Reidal, Confessions of a Murderer",,,Cannes 2021,Palme d'Or
tt10589738,Libertad,,,Cannes 2021,Palme d'Or
tt13830148,The Tale of King Crab,,,Cannes 2021,Palme d'Or
tt13145186,Olga,,,Cannes 2021,Palme d'Or
tt13926310,Small Body,,,Cannes 2021,Palme d'Or
tt9737568,Amparo,,,Cannes 2021,Palme d'Or
tt14805128,Feathers,,,Cannes 2021,Palme d'Or
tt4440842,The Gravedigger's Wife,,,Cannes 2021,Palme d'Or
tt13482806,Zero Fucks Given,,,Cannes 2021,Palme d'Or
tt11873472,Neptune Frost,,,Cannes 2021,Palme d'Or
tt15018628,The Salamander Child,,,Cannes 2021,Palme d'Or
tt15017380,Cicada,,,Cannes 2021,Palme d'Or
tt14923382,Love Stories on the Move,,,Cannes 2021,Palme d'Or
tt14963616,Cantareira,,,Cannes 2021,Palme d'Or
tt13492552,Other Half,,,Cannes 2021,Palme d'Or
tt14866040,Beasts Among Us,,,Cannes 2021,Palme d'Or
tt14866014,Billy Boy,,,Cannes 2021,Palme d'Or
tt14933622,Bill and Joe Go Duck Hunting,,,Cannes 2021,Palme d'Or
tt14949170,Red Shoes,,,Cannes 2021,Palme d'Or
tt14949156,The Cat from the Deep Sea,,,Cannes 2021,Palme d'Or
tt14871520,Saint Android,,,Cannes 2021,Palme d'Or
tt14972460,King Max,,,Cannes 2021,Palme d'Or
tt15012818,Night Visit,,,Cannes 2021,Palme d'Or
tt14953072,Frida,,,Cannes 2021,Palme d'Or
tt15017360,Free Men,,,Cannes 2021,Palme d'Or
tt14949978,Fonica M-120,,,Cannes 2021,Palme d'Or
tt15022992,The Fall of the Swift,,,Cannes 2021,Palme d'Or
tt14775666,Unclenching the Fists,,,Cannes 2021,Palme d'Or
tt11121664,Blue Bayou,,,Cannes 2021,Palme d'Or
tt14323258,Delo,,,Cannes 2021,Palme d'Or
tt13006574,Good Mother,,,Cannes 2021,Palme d'Or
tt10366574,Prayers for the Stolen,,,Cannes 2021,Palme d'Or
tt13649034,Commitment Hasan,,,Cannes 2021,Palme d'Or
tt8633464,After Yang,,,Cannes 2021,Palme d'Or
tt14775586,Let It Be Morning,,,Cannes 2021,Palme d'Or
tt14775748,Rehana,,,Cannes 2021,Palme d'Or
tt14775784,Great Freedom,,,Cannes 2021,Palme d'Or
tt4028464,The Innocents,,,Cannes 2021,Palme d'Or
tt11873754,Women Do Cry,,,Cannes 2021,Palme d'Or
tt9844938,"Onoda: 10,000 Nights in the Jungle",,,Cannes 2021,Palme d'Or
tt14266422,Soy libre,,,Cannes 2021,Palme d'Or
tt14690342,"Brutalia, ergasimes meres",,,Cannes 2021,Palme d'Or
tt14812814,Lili Alone,,,Cannes 2021,Palme d'Or
tt14812820,Über Wasser,,,Cannes 2021,Palme d'Or
tt14812818,Noir-soleil,,,Cannes 2021,Palme d'Or
tt14701024,Safe,,,Cannes 2021,Palme d'Or
tt13582590,Soldat noir,,,Cannes 2021,Palme d'Or
tt14808928,Intercom 15,,,Cannes 2021,Palme d'Or
tt14812826,If It Ain't Broke,,,Cannes 2021,Palme d'Or
tt14754368,An Invitation,,,Cannes 2021,Palme d'Or
tt14710586,Inherent,,,Cannes 2021,Palme d'Or
tt14324296,A Chiara,,,Cannes 2021,Palme d'Or
tt14812810,Train Again,,,Cannes 2021,Palme d'Or
tt14812822,The Parents' Room,,,Cannes 2021,Palme d'Or
tt14812812,When Night Meets Dawn,,,Cannes 2021,Palme d'Or
tt14812792,Anxious Body,,,Cannes 2021,Palme d'Or
tt14812800,Sycorax,,,Cannes 2021,Palme d'Or
tt14812796,The Sidereal Space,,,Cannes 2021,Palme d'Or
tt9464038,The Windshield Wiper,,,Cannes 2021,Palme d'Or
tt14812804,The Vandal,,,Cannes 2021,Palme d'Or
tt14812798,Simone Is Gone,,,Cannes 2021,Palme d'Or
tt14994868,All the Crows in the World,,,Cannes 2021,Palme d'Or
tt14469014,North Pole,,,Cannes 2021,Palme d'Or
tt14717664,Displaced,,,Cannes 2021,Palme d'Or
tt13238686,Through the Haze,,,Cannes 2021,Palme d'Or
tt14879826,Orthodontics,,,Cannes 2021,Palme d'Or
tt14639404,The Right Words,,,Cannes 2021,Palme d'Or
tt14875862,Sideral,,,Cannes 2021,Palme d'Or
tt14905322,In the Soil,,,Cannes 2021,Palme d'Or
tt14994890,Absence,,,Cannes 2021,Palme d'Or
tt14812786,Returning to Reims (Fragments),,,Cannes 2021,Palme d'Or
tt12322986,Softie,,,Cannes 2021,Palme d'Or
tt15023040,Venus by Water,,,Cannes 2021,Palme d'Or
tt15023058,Ghost Song,,,Cannes 2021,Palme d'Or
tt6992978,The Souvenir: Part II,,,Cannes 2021,Palme d'Or
tt11173544,JFK Revisited: Through the Looking Glass,,,Cannes 2021,Palme d'Or
tt11548822,Cow,,,Cannes 2021,Palme d'Or
tt7230750,The Velvet Underground,,,Cannes 2021,Palme d'Or
tt9850492,Babi Yar. Context,,,Cannes 2021,Palme d'Or
tt14081460,Futura,,,Cannes 2021,Palme d'Or
tt14851374,Jane by Charlotte,,,Cannes 2021,Palme d'Or
tt12544762,Marx Can Wait,,,Cannes 2021,Palme d'Or
tt14731254,Val,,,Cannes 2021,Palme d'Or
tt14775800,Black Notebooks: Ronit,,,Cannes 2021,Palme d'Or
tt14775484,H6,,,Cannes 2021,Palme d'Or
tt14773990,The Year of the Everlasting Storm,,,Cannes 2021,Palme d'Or
tt10370886,The Storms of Jeremy Thomas,,,Cannes 2021,Palme d'Or
tt12998510,Satoshi Kon: The Illusionist,,,Cannes 2021,Palme d'Or
tt8122738,Flickering Ghosts of Loves Gone By,,,Cannes 2021,Palme d'Or
tt14809334,Buñuel: A Surrealist Filmmaker,,,Cannes 2021,Palme d'Or
tt11937680,The Velvet Queen,,,Cannes 2021,Palme d'Or
tt14927320,Invisible demons: tuhon merkit,,,Cannes 2021,Palme d'Or
tt14921614,I'm So Sorry,,,Cannes 2021,Palme d'Or
tt10150684,Bigger Than Us,,,Cannes 2021,Palme d'Or
tt11348980,Animal,,,Cannes 2021,Palme d'Or
tt14999458,The Story of Film: A New Generation,,,Cannes 2021,Palme d'Or
tt14821376,New Worlds: The Cradle of Civilization,,,Cannes 2021,Palme d'Or
tt14983798,Oscar Micheaux: The Superhero of Black Filmmaking,,,Cannes 2021,Palme d'Or
tt15001002,Above Water,,,Cannes 2021,Palme d'Or
tt15000932,All About Yves Montand,,,Cannes 2021,Palme d'Or
tt9114472,Ice on Fire,,,Cannes 2021,Palme d'Or
tt11559472,Ali & Ava,,,Cannes 2021,Palme d'Or
tt10732462,Europa,,,Cannes 2021,Palme d'Or
tt10088984,Between Two Worlds,,,Cannes 2021,Palme d'Or
tt13736078,Ripples of Life,,,Cannes 2021,Palme d'Or
tt14812780,The Employer and the Employee,,,Cannes 2021,Palme d'Or
tt6920356,The Souvenir,,,Cannes 2021,Palme d'Or
tt14050808,Întregalde,,,Cannes 2021,Palme d'Or
tt14064662,The Braves,,,Cannes 2021,Palme d'Or
tt13846494,Medusa,,,Cannes 2021,Palme d'Or
tt14812778,The Tsugua Diaries,,,Cannes 2021,Palme d'Or
tt9348908,Our Men,,,Cannes 2021,Palme d'Or
tt15194556,Under the pillow,,,Cannes 2021,Palme d'Or
tt7322224,Triangle of Sadness,,,Cannes 2022,Palme d'Or
tt18550140,Holy Spider,,,Cannes 2022,Palme d'Or
tt14976386,Forever Young,,,Cannes 2022,Palme d'Or
tt14549466,Crimes of the Future,,,Cannes 2022,Palme d'Or
tt18317064,Tori and Lokita,,,Cannes 2022,Palme d'Or
tt10354106,Stars at Noon,,,Cannes 2022,Palme d'Or
tt14622802,Brother and Sister,,,Cannes 2022,Palme d'Or
tt9660502,Close,,,Cannes 2022,Palme d'Or
tt10343028,Armageddon Time,,,Cannes 2022,Palme d'Or
tt13056052,Broker,,,Cannes 2022,Palme d'Or
tt14034614,Nostalgia,,,Cannes 2022,Palme d'Or
tt18550182,R.M.N.,,,Cannes 2022,Palme d'Or
tt12477480,Decision to Leave,,,Cannes 2022,Palme d'Or
tt13923216,Showing Up,,,Cannes 2022,Palme d'Or
tt15452062,Cairo Conspiracy,,,Cannes 2022,Palme d'Or
tt17538510,Tchaikovsky's Wife,,,Cannes 2022,Palme d'Or
tt19653180,Leila's Brothers,,,Cannes 2022,Palme d'Or
tt19652910,EO,,,Cannes 2022,Palme d'Or
tt14641542,The Eight Mountains,,,Cannes 2022,Palme d'Or
tt17014214,Mother and Son,,,Cannes 2022,Palme d'Or
tt13702796,Pacifiction,,,Cannes 2022,Palme d'Or
tt16227002,War Pony,,,Cannes 2022,Palme d'Or
tt19719904,Plan 75,,,Cannes 2022,Palme d'Or
tt19719862,The Worst Ones,,,Cannes 2022,Palme d'Or
tt14867294,Butterfly Vision,,,Cannes 2022,Palme d'Or
tt19719976,Joyland,,,Cannes 2022,Palme d'Or
tt19770238,Aftersun,,,Cannes 2022,Palme d'Or
tt14981626,Alma Viva,,,Cannes 2022,Palme d'Or
tt19768016,Love According to Dalva,,,Cannes 2022,Palme d'Or
tt19768056,The Pack,,,Cannes 2022,Palme d'Or
tt13925988,The Woodcutter Story,,,Cannes 2022,Palme d'Or
tt19768694,Nos cérémonies,,,Cannes 2022,Palme d'Or
tt19768760,Imagine,,,Cannes 2022,Palme d'Or
tt12121582,When You Finish Saving the World,,,Cannes 2022,Palme d'Or
tt14913250,Everybody Loves Jeanne,,,Cannes 2022,Palme d'Or
tt8174412,Funny Pages,,,Cannes 2022,Palme d'Or
tt16764906,The Vagabonds,,,Cannes 2022,Palme d'Or
tt19758012,Chile '76,,,Cannes 2022,Palme d'Or
tt14300504,The Water,,,Cannes 2022,Palme d'Or
tt11448830,Falcon Lake,,,Cannes 2022,Palme d'Or
tt9455468,Pamfir,,,Cannes 2022,Palme d'Or
tt18397006,Al-Sadd,,,Cannes 2022,Palme d'Or
tt19711858,A Male,,,Cannes 2022,Palme d'Or
tt18285792,Marcel!,,,Cannes 2022,Palme d'Or
tt10290244,Little Nicholas - Happy as Can Be,,,Cannes 2022,Palme d'Or
tt19719940,Rodeo,,,Cannes 2022,Palme d'Or
tt6931658,Hunt,,,Cannes 2022,Palme d'Or
tt19815650,Il barbiere complottista,,,Cannes 2022,Palme d'Or
tt19844794,Di Er,,,Cannes 2022,Palme d'Or
tt19844752,Les humains sont cons quand ils s'empilent,,,Cannes 2022,Palme d'Or
tt16262788,Glorious Revolution,,,Cannes 2022,Palme d'Or
tt19811286,Chlieb nás kazdodenný,,,Cannes 2022,Palme d'Or
tt16350184,MumLife,,,Cannes 2022,Palme d'Or
tt19844738,Tout ceci vous reviendra,,,Cannes 2022,Palme d'Or
tt19396182,The Pass,,,Cannes 2022,Palme d'Or
tt19844764,Sheherut,,,Cannes 2022,Palme d'Or
tt19844770,Nauha,,,Cannes 2022,Palme d'Or
tt19844786,We Are Not There Tomorrow,,,Cannes 2022,Palme d'Or
tt19844808,Feng Zheng,,,Cannes 2022,Palme d'Or
tt19844842,Mistida,,,Cannes 2022,Palme d'Or
tt15434988,100% Flået Kærlighed,,,Cannes 2022,Palme d'Or
tt19814970,Hajszálrepedés,,,Cannes 2022,Palme d'Or
tt19512794,Spring Roll Dream,,,Cannes 2022,Palme d'Or
tt11052678,The Silent Twins,,,Cannes 2022,Palme d'Or
tt12253164,Metronom,,,Cannes 2022,Palme d'Or
tt18816518,Sick of Myself,,,Cannes 2022,Palme d'Or
tt19623228,Godland,,,Cannes 2022,Palme d'Or
tt11992694,Corsage,,,Cannes 2022,Palme d'Or
tt11897478,The Stranger,,,Cannes 2022,Palme d'Or
tt14859416,Burning Days,,,Cannes 2022,Palme d'Or
tt19719836,Return to Seoul,,,Cannes 2022,Palme d'Or
tt14275050,More Than Ever,,,Cannes 2022,Palme d'Or
tt19785426,Mediterranean Fever,,,Cannes 2022,Palme d'Or
tt17679584,The Blue Caftan,,,Cannes 2022,Palme d'Or
tt9317274,Harka,,,Cannes 2022,Palme d'Or
tt19719864,Domingo y la niebla,,,Cannes 2022,Palme d'Or
tt14860210,Father & Soldier,,,Cannes 2022,Palme d'Or
tt16909478,The Mountain,,,Cannes 2022,Palme d'Or
tt19781742,Ston throno tou Xerxi,,,Cannes 2022,Palme d'Or
tt13482828,One Fine Morning,,,Cannes 2022,Palme d'Or
tt20223306,Staging Death,,,Cannes 2022,Palme d'Or
tt19889104,"Maria Schneider, 1983",,1983,Cannes 2022,Palme d'Or
tt20223392,Beben,,,Cannes 2022,Palme d'Or
tt19845700,"Happy New Year, Jim",,,Cannes 2022,Palme d'Or
tt15713008,Jitterbug,,,Cannes 2022,Palme d'Or
tt19932882,Aribada,,,Cannes 2022,Palme d'Or
tt19931202,As Time Passes,,,Cannes 2022,Palme d'Or
tt20223436,Des jeunes filles enterrent leur vie,,,Cannes 2022,Palme d'Or
tt20223332,The Spiral,,,Cannes 2022,Palme d'Or
tt10311018,Brother's Keeper,,,Cannes 2022,Palme d'Or
tt19844654,Hai Bian Sheng Qi Yi Zuo Xuan Ya,,,Cannes 2022,Palme d'Or
tt19844612,Tsutsue,,,Cannes 2022,Palme d'Or
tt19844632,A Short Story,,,Cannes 2022,Palme d'Or
tt19844646,Lori,,,Cannes 2022,Palme d'Or
tt18937168,Uogos,,,Cannes 2022,Palme d'Or
tt16226770,Same Old,,,Cannes 2022,Palme d'Or
tt19844694,Le feu au lac,,,Cannes 2022,Palme d'Or
tt19844708,Persona,,,Cannes 2022,Palme d'Or
tt19844712,Luz Nocturna,,,Cannes 2022,Palme d'Or
tt13649314,Irma Vep,,,Cannes 2022,Palme d'Or
tt14831708,Diary of a Fleeting Affair,,,Cannes 2022,Palme d'Or
tt16310962,Dodo,,,Cannes 2022,Palme d'Or
tt9883832,Moonage Daydream,,,Cannes 2022,Palme d'Or
tt19841846,Riposte féministe,,,Cannes 2022,Palme d'Or
tt13391708,The Five Devils,,,Cannes 2022,Palme d'Or
tt8923444,Continental Drift (South),,,Cannes 2022,Palme d'Or
tt11460816,Will-o'-the-Wisp,,,Cannes 2022,Palme d'Or
tt19781792,Dang wo wang xiang ni de shi hou,,,Cannes 2022,Palme d'Or
tt19781766,Las criaturas que se derriten bajo el sol,,,Cannes 2022,Palme d'Or
tt19768940,Swan in the Center,,,Cannes 2022,Palme d'Or
tt19768100,Hideous,,,Cannes 2022,Palme d'Or
tt16377862,All That Breathes,,,Cannes 2022,Palme d'Or
tt11764342,Jerry Lee Lewis: Trouble in Mind,,,Cannes 2022,Palme d'Or
tt19725896,The Natural History of Destruction,,,Cannes 2022,Palme d'Or
tt19797494,My Imaginary Country,,,Cannes 2022,Palme d'Or
tt19758084,The Super 8 Years,,,Cannes 2022,Palme d'Or
tt19783948,The Fabric of the Human Body,,,Cannes 2022,Palme d'Or
tt19885538,"Gérard Philipe, le dernier hiver du Cid",,,Cannes 2022,Palme d'Or
tt19885590,Hommage d'une fille à son père,,,Cannes 2022,Palme d'Or
tt19885474,"Jane Campion, la femme cinéma",,,Cannes 2022,Palme d'Or
tt19885624,Official Film of the Olympic Games Tokyo 2020 Side A,,2020,Cannes 2022,Palme d'Or
tt14018794,L'ombre de Goya par Jean-Claude Carrière,,,Cannes 2022,Palme d'Or
tt19885580,"Patrick Dewaere, mon héros",,,Cannes 2022,Palme d'Or
tt20212630,Salam,,,Cannes 2022,Palme d'Or
tt19885446,"Romy, femme libre",,,Cannes 2022,Palme d'Or
tt20221546,Mariupolis 2,,,Cannes 2022,Palme d'Or
tt20249458,Christophe définitivement,,,Cannes 2022,Palme d'Or
tt20222582,For the Sake of Peace,,,Cannes 2022,Palme d'Or
tt20223278,The Potemkinists,,,Cannes 2022,Palme d'Or
