imdb.id,title,mixedsample,year,firstfest,first
tt15732372,The Green Perfume,,,Cannes 2022,Palme d'Or
tt19783912,Ashkal: The Tunisian Investigation,,,Cannes 2022,Palme d'Or
tt10375396,God's Creatures,,,Cannes 2022,Palme d'Or
tt19785552,Les Harkis,,,Cannes 2022,Palme d'Or
tt13841850,Men,,,Cannes 2022,Palme d'Or
tt14212090,Scarlet,,,Cannes 2022,Palme d'Or
tt15329224,Revoir Paris,,,Cannes 2022,Palme d'Or
tt11698800,Enys Men,,,Cannes 2022,Palme d'Or
tt15307126,Under the Fig Trees,,,Cannes 2022,Palme d'Or
tt19781688,Ice Merchants,,,Cannes 2022,Palme d'Or
tt19770402,Cuerdas,,,Cannes 2022,Palme d'Or
tt19769362,Nisam je stigao voljeti,,,Cannes 2022,Palme d'Or
tt19769204,It's Nice in Here,,,Cannes 2022,Palme d'Or
tt19769012,Raie Manta,,,Cannes 2022,Palme d'Or
tt19781694,Canker,,,Cannes 2022,Palme d'Or
tt10855054,Glimpse,,,Cannes 2022,Palme d'Or
tt15739722,"Madame Pirate, Becoming a Legend",,,Cannes 2022,Palme d'Or
tt17009710,Anatomy of a Fall,,,Cannes 2023,Palme d'Or
tt18235146,Club Zero,,,Cannes 2023,Palme d'Or
tt7160372,The Zone of Interest,,,Cannes 2023,Palme d'Or
tt21027780,Fallen Leaves,,,Cannes 2023,Palme d'Or
tt27502426,Four Daughters,,,Cannes 2023,Palme d'Or
tt14230388,Asteroid City,,,Cannes 2023,Palme d'Or
tt23736044,Monster,,,Cannes 2023,Palme d'Or
tt16731908,A Brighter Tomorrow,,,Cannes 2023,Palme d'Or
tt14550346,Last Summer,,,Cannes 2023,Palme d'Or
tt13231544,About Dry Grasses,,,Cannes 2023,Palme d'Or
tt14561712,La Chimera,,,Cannes 2023,Palme d'Or
tt19760052,The Taste of Things,,,Cannes 2023,Palme d'Or
tt14137416,Kidnapped: The Abduction of Edgardo Mortara,,,Cannes 2023,Palme d'Or
tt13651794,May December,,,Cannes 2023,Palme d'Or
tt8469104,Youth (Spring),,,Cannes 2023,Palme d'Or
tt19883634,The Old Oak,,,Cannes 2023,Palme d'Or
tt26256406,Banel & Adama,,,Cannes 2023,Palme d'Or
tt27503384,Perfect Days,,,Cannes 2023,Palme d'Or
tt15000156,Firebrand,,,Cannes 2023,Palme d'Or
tt22463404,Homecoming,,,Cannes 2023,Palme d'Or
tt9663896,Asphalt City,,,Cannes 2023,Palme d'Or
tt27658383,Intrusion,,,Cannes 2023,Palme d'Or
tt10399622,Inside the Yellow Cocoon Shell,,,Cannes 2023,Palme d'Or
tt22890246,How to Have Sex,,,Cannes 2023,Palme d'Or
tt14330672,Goodbye Julia,,,Cannes 2023,Palme d'Or
tt10370812,The Settlers,,,Cannes 2023,Palme d'Or
tt21086802,Omen,,,Cannes 2023,Palme d'Or
tt21605226,If Only I Could Hibernate,,,Cannes 2023,Palme d'Or
tt27502351,Hopeless,,,Cannes 2023,Palme d'Or
tt14748950,All to Play For,,,Cannes 2023,Palme d'Or
tt25750836,Hounds,,,Cannes 2023,Palme d'Or
tt7575046,Riddle of Fire,,,Cannes 2023,Palme d'Or
tt27470830,In Flames,,,Cannes 2023,Palme d'Or
tt27540911,A Song Sung Blue,,,Cannes 2023,Palme d'Or
tt27722061,The Feeling That the Time for Doing Something Has Passed,,,Cannes 2023,Palme d'Or
tt27732307,Grace,,,Cannes 2023,Palme d'Or
tt27502506,The King of Algiers,,,Cannes 2023,Palme d'Or
tt25406412,Inshallah a Boy,,,Cannes 2023,Palme d'Or
tt21992864,It's Raining in the House,,,Cannes 2023,Palme d'Or
tt23790924,Vincent Must Die,,,Cannes 2023,Palme d'Or
tt27531109,The Rapture,,,Cannes 2023,Palme d'Or
tt8209702,Sleep,,,Cannes 2023,Palme d'Or
tt10037498,Power Alley,,,Cannes 2023,Palme d'Or
tt27604407,Norwegian Offspring,,,Cannes 2023,Palme d'Or
tt27710613,Hole,,,Cannes 2023,Palme d'Or
tt27683614,Ayyur,,,Cannes 2023,Palme d'Or
tt27604269,Killing Boris Johnson,,,Cannes 2023,Palme d'Or
tt27664265,Uhrmenschen,,,Cannes 2023,Palme d'Or
tt27448903,A Bright Sunny Day,,,Cannes 2023,Palme d'Or
tt27624809,The Call of the Brook,,,Cannes 2023,Palme d'Or
tt27485183,Imogene,,,Cannes 2023,Palme d'Or
tt27683631,Electra,,,Cannes 2023,Palme d'Or
tt27683671,Trenc d'alba,,,Cannes 2023,Palme d'Or
tt27683871,Nehemich,,,Cannes 2023,Palme d'Or
tt27684790,The Lee Families,,,Cannes 2023,Palme d'Or
tt27698010,La voix des autres,,,Cannes 2023,Palme d'Or
tt27698046,Solos,,,Cannes 2023,Palme d'Or
tt27607430,Osmý den,,,Cannes 2023,Palme d'Or
tt27710632,Daroone poust,,,Cannes 2023,Palme d'Or
tt16606592,The Animal Kingdom,,,Cannes 2023,Palme d'Or
tt18558306,The Delinquents,,,Cannes 2023,Palme d'Or
tt15307068,The Mother of All Lies,,,Cannes 2023,Palme d'Or
tt22487338,The Nature of Love,,,Cannes 2023,Palme d'Or
tt27502245,The Buriti Flower,,,Cannes 2023,Palme d'Or
tt17052842,The Breaking Ice,,,Cannes 2023,Palme d'Or
tt26342863,Rosalie,,,Cannes 2023,Palme d'Or
tt18180926,The New Boy,,,Cannes 2023,Palme d'Or
tt27502360,Terrestrial Verses,,,Cannes 2023,Palme d'Or
tt27590147,Only the River Flows,,,Cannes 2023,Palme d'Or
tt24797140,Salem,,,Cannes 2023,Palme d'Or
tt27706804,A Prince,,,Cannes 2023,Palme d'Or
tt27728178,The Red Sea Makes Me Wanna Cry,,,Cannes 2023,Palme d'Or
tt27756953,"La maison brûle, autant se réchauffer",,,Cannes 2023,Palme d'Or
tt27664169,Il compleanno di Enrico,,,Cannes 2023,Palme d'Or
tt27547624,Talking to the River,,,Cannes 2023,Palme d'Or
tt27897697,Oyu,,,Cannes 2023,Palme d'Or
tt27770035,Mast-del,,,Cannes 2023,Palme d'Or
tt27795342,Margarethe 89,,,Cannes 2023,Palme d'Or
tt27543446,Lemon Tree,,,Cannes 2023,Palme d'Or
tt27540821,I Saw the Face of the Devil,,,Cannes 2023,Palme d'Or
tt27803887,Dans la tête un orage,,,Cannes 2023,Palme d'Or
tt27546190,The Sweet East,,,Cannes 2023,Palme d'Or
tt27819782,Mambar Pierrette,,,Cannes 2023,Palme d'Or
tt27752060,Légua,,,Cannes 2023,Palme d'Or
tt16160622,The Goldman Case,,,Cannes 2023,Palme d'Or
tt15732890,The Book of Solutions,,,Cannes 2023,Palme d'Or
tt26744610,L'autre Laurens,,,Cannes 2023,Palme d'Or
tt27541074,In Our Day,,,Cannes 2023,Palme d'Or
tt27789218,Deserts,,,Cannes 2023,Palme d'Or
tt21869176,Creatura,,,Cannes 2023,Palme d'Or
tt16090596,She Is Conann,,,Cannes 2023,Palme d'Or
tt27737950,Blackbird Blackbird Blackberry,,,Cannes 2023,Palme d'Or
tt11112532,Agra,,,Cannes 2023,Palme d'Or
tt27549515,Boléro,,,Cannes 2023,Palme d'Or
tt27549360,I Promise You Paradise,,,Cannes 2023,Palme d'Or
tt13021784,27,,,Cannes 2023,Palme d'Or
tt27611321,As It Was,,,Cannes 2023,Palme d'Or
tt27612246,Basri & Salma in a Never-Ending Comedy,,,Cannes 2023,Palme d'Or
tt25436674,Tits,,,Cannes 2023,Palme d'Or
tt20356046,Aunque es de noche,,,Cannes 2023,Palme d'Or
tt27648555,Poof,,,Cannes 2023,Palme d'Or
tt27658326,Wild Summon,,,Cannes 2023,Palme d'Or
tt27683608,Le sexe de ma mère,,,Cannes 2023,Palme d'Or
tt27689988,Nada de todo esto,,,Cannes 2023,Palme d'Or
tt27770907,La Perra,,,Cannes 2023,Palme d'Or
tt14954666,The Idol,,,Cannes 2023,Palme d'Or
tt16969006,Along Came Love,,,Cannes 2023,Palme d'Or
tt27502365,Kubi,,,Cannes 2023,Palme d'Or
tt13055264,Strange Way of Life,,,Cannes 2023,Palme d'Or
tt27767715,Stranger,,,Cannes 2023,Palme d'Or
tt9573150,Occupied City,,,Cannes 2023,Palme d'Or
tt27502250,Anselm,,,Cannes 2023,Palme d'Or
tt27502265,Man in Black,,,Cannes 2023,Palme d'Or
tt26714897,Little Girl Blue,,,Cannes 2023,Palme d'Or
tt27599265,Bread & Roses,,,Cannes 2023,Palme d'Or
tt27502227,Pictures of Ghosts,,,Cannes 2023,Palme d'Or
tt27729122,Room 999,,,Cannes 2023,Palme d'Or
tt27766499,Catching Fire: The Story of Anita Pallenberg,,,Cannes 2023,Palme d'Or
tt27766523,Viva Varda!,,,Cannes 2023,Palme d'Or
tt27766587,Nelson Pereira dos Santos - Vida de Cinema,,,Cannes 2023,Palme d'Or
tt27766616,"La saga Rassam-Berri, le cinéma dans les veines",,,Cannes 2023,Palme d'Or
tt27766646,Godard par Godard,,,Cannes 2023,Palme d'Or
tt27688036,Liv Ullmann: A Road Less Travelled,,,Cannes 2023,Palme d'Or
tt10803634,Tiger Stripes,,,Cannes 2023,Palme d'Or
tt6430442,Lost Country,,,Cannes 2023,Palme d'Or
tt27549278,Krokodyl,,,Cannes 2023,Palme d'Or
tt27549437,Via Dolorosa,,,Cannes 2023,Palme d'Or
tt15908902,The Real Truth about the Fight,,,Cannes 2023,Palme d'Or
tt27385597,La saison pourpre,,,Cannes 2023,Palme d'Or
tt27531839,Corpos Cintilantes,,,Cannes 2023,Palme d'Or
tt18160708,Contadores,,,Cannes 2023,Palme d'Or
tt27550420,Walking with Her Into the Night,,,Cannes 2023,Palme d'Or
tt27559217,Arkhé,,,Cannes 2023,Palme d'Or
tt26699529,Marguerite's Theorem,,,Cannes 2023,Palme d'Or
tt28607951,Anora,,,Cannes 2024,Palme d'Or
tt10128846,Megalopolis,,,Cannes 2024,Palme d'Or
tt8368368,The Apprentice,,,Cannes 2024,Palme d'Or
tt28608358,Motel Destino,,,Cannes 2024,Palme d'Or
tt28277817,Bird,,,Cannes 2024,Palme d'Or
tt20221436,Emilia Pérez,,,Cannes 2024,Palme d'Or
tt20212786,The Shrouds,,,Cannes 2024,Palme d'Or
tt17526714,The Substance,,,Cannes 2024,Palme d'Or
tt27180099,Grand Tour,,,Cannes 2024,Palme d'Or
tt32086069,Marcello Mio,,,Cannes 2024,Palme d'Or
tt27958252,Caught by the Tides,,,Cannes 2024,Palme d'Or
tt32086077,All We Imagine as Light,,,Cannes 2024,Palme d'Or
tt22408160,Kinds of Kindness,,,Cannes 2024,Palme d'Or
tt27490099,Beating Hearts,,,Cannes 2024,Palme d'Or
tt28319139,Wild Diamond,,,Cannes 2024,Palme d'Or
tt29994753,"Oh, Canada",,,Cannes 2024,Palme d'Or
tt2963262,Limonov: The Ballad of Eddie,,,Cannes 2024,Palme d'Or
tt23853982,Parthenope,,,Cannes 2024,Palme d'Or
tt10236164,The Girl with the Needle,,,Cannes 2024,Palme d'Or
tt10462154,The Most Precious of Cargoes,,,Cannes 2024,Palme d'Or
tt32178949,The Seed of the Sacred Fig,,,Cannes 2024,Palme d'Or
tt32186523,Three Kilometres to the End of the World,,,Cannes 2024,Palme d'Or
tt32205780,Mau por um momento,,,Cannes 2024,Palme d'Or
tt26745321,Armand,,,Cannes 2024,Palme d'Or
tt32086032,The Kingdom,,,Cannes 2024,Palme d'Or
tt27198573,Dog on Trial,,,Cannes 2024,Palme d'Or
tt32046117,The Village Next to Paradise,,,Cannes 2024,Palme d'Or
tt29315015,September Says,,,Cannes 2024,Palme d'Or
tt32119317,Block Pass,,,Cannes 2024,Palme d'Or
tt32119297,Blue Sun Palace,,,Cannes 2024,Palme d'Or
tt27804164,Julie Keeps Quiet,,,Cannes 2024,Palme d'Or
tt32058418,Locust,,,Cannes 2024,Palme d'Or
tt32119337,Simon of the Mountain,,,Cannes 2024,Palme d'Or
tt30135174,Ghost Trail,,,Cannes 2024,Palme d'Or
tt28349668,Queens of Drama,,,Cannes 2024,Palme d'Or
tt28633405,Gazer,,,Cannes 2024,Palme d'Or
tt30319516,Good One,,,Cannes 2024,Palme d'Or
tt11101808,Mongrel,,,Cannes 2024,Palme d'Or
tt28332337,Eephus,,,Cannes 2024,Palme d'Or
tt32086034,Holy Cow,,,Cannes 2024,Palme d'Or
tt9376490,Norah,,,Cannes 2024,Palme d'Or
tt26656556,Niki,,,Cannes 2024,Palme d'Or
tt32060445,Sister Midnight,,,Cannes 2024,Palme d'Or
tt28493138,Sunflowers Were the First Ones to Know...,,,Cannes 2024,Palme d'Or
tt28520484,To haos pou afise piso tis,,,Cannes 2024,Palme d'Or
tt32205836,Out the Window Through the Wall,,,Cannes 2024,Palme d'Or
tt31548153,Bunnyhood,,,Cannes 2024,Palme d'Or
tt32205793,Banished Love,,,Cannes 2024,Palme d'Or
tt32195911,Praeis,,,Cannes 2024,Palme d'Or
tt32205784,Crow Man,,,Cannes 2024,Palme d'Or
tt32205822,The Deer's Tooth,,,Cannes 2024,Palme d'Or
tt32205809,Echoes,,,Cannes 2024,Palme d'Or
tt32196842,Elevación,,,Cannes 2024,Palme d'Or
tt32205828,Forest of Echos,,,Cannes 2024,Palme d'Or
tt32205816,In spirito,,,Cannes 2024,Palme d'Or
tt32205848,It's Not Time for Pop,,,Cannes 2024,Palme d'Or
tt32205813,Terminal,,,Cannes 2024,Palme d'Or
tt32205843,Three,,,Cannes 2024,Palme d'Or
tt32205812,Mauvais coton,,,Cannes 2024,Palme d'Or
tt32205823,Plevel,,,Cannes 2024,Palme d'Or
tt32205833,Withered Blossoms,,,Cannes 2024,Palme d'Or
tt28131427,Black Dog,,,Cannes 2024,Palme d'Or
tt15437986,The Shameless,,,Cannes 2024,Palme d'Or
tt32086046,Souleymane's Story,,,Cannes 2024,Palme d'Or
tt29296048,The Damned,,,Cannes 2024,Palme d'Or
tt32083311,On Becoming a Guinea Fowl,,,Cannes 2024,Palme d'Or
tt22694908,My Sunshine,,,Cannes 2024,Palme d'Or
tt30444418,Santosh,,,Cannes 2024,Palme d'Or
tt32086052,Viet and Nam,,,Cannes 2024,Palme d'Or
tt4772188,Flow,,,Cannes 2024,Palme d'Or
tt27476906,When the Light Breaks,,,Cannes 2024,Palme d'Or
tt32146361,Absent,,,Cannes 2024,Palme d'Or
tt32128317,The Other Way Around,,,Cannes 2024,Palme d'Or
tt20519854,The Man Who Could Not Remain Silent,,,Cannes 2024,Palme d'Or
tt32205749,Across the Waters,,,Cannes 2024,Palme d'Or
tt32205725,Les belles cicatrices,,,Cannes 2024,Palme d'Or
tt32205710,Ootidé,,,Cannes 2024,Palme d'Or
tt32205738,Rrugës,,,Cannes 2024,Palme d'Or
tt32205767,Perfectly a Strangeness,,,Cannes 2024,Palme d'Or
tt32205717,Sanki Yoxsan,,,Cannes 2024,Palme d'Or
tt21070926,Tea,,,Cannes 2024,Palme d'Or
tt32205704,Volcelest,,,Cannes 2024,Palme d'Or
tt32205774,Amarela,,,Cannes 2024,Palme d'Or
tt27721737,The Balconettes,,,Cannes 2024,Palme d'Or
tt32085997,Misericordia,,,Cannes 2024,Palme d'Or
tt30426575,"To Live, to Die, to Live Again",,,Cannes 2024,Palme d'Or
tt32119268,Baby,,,Cannes 2024,Palme d'Or
tt27907969,Across the Sea,,,Cannes 2024,Palme d'Or
tt32128915,Eat the Night,,,Cannes 2024,Palme d'Or
tt25030744,Most People Die on Sundays,,,Cannes 2024,Palme d'Or
tt31551124,The Belle from Gaza,,,Cannes 2024,Palme d'Or
tt32146402,Southern Brides,,,Cannes 2024,Palme d'Or
tt32146277,My Senses Are All I Have to Offer,,,Cannes 2024,Palme d'Or
tt32144480,Sauna Day,,,Cannes 2024,Palme d'Or
tt32129489,Immaculata,,,Cannes 2024,Palme d'Or
tt27760132,Ernest Cole: Lost and Found,,,Cannes 2024,Palme d'Or
tt20517306,The Brink of Dreams,,,Cannes 2024,Palme d'Or
tt32085975,Elementary,,,Cannes 2024,Palme d'Or
tt32186444,Lula,,,Cannes 2024,Palme d'Or
tt31437303,Nasty,,,Cannes 2024,Palme d'Or
tt32128962,The Falling Sky,,,Cannes 2024,Palme d'Or
tt8510508,Elizabeth Taylor: The Lost Tapes,,,Cannes 2024,Palme d'Or
tt19308034,Jim Henson: Idea Man,,,Cannes 2024,Palme d'Or
tt32220426,"Jacques Rozier, d'une vague à l'autre",,,Cannes 2024,Palme d'Or
tt32220439,Il était une fois Michel Legrand,,,Cannes 2024,Palme d'Or
tt32220413,Walking in the Movies,,,Cannes 2024,Palme d'Or
tt32220386,Faye,,,Cannes 2024,Palme d'Or
tt32186579,An Unfinished Film,,,Cannes 2024,Palme d'Or
tt30416258,Filmlovers!,,,Cannes 2024,Palme d'Or
tt32128938,Savanna and the Mountain,,,Cannes 2024,Palme d'Or
tt32220428,"François Truffaut, le scénario de ma vie",,,Cannes 2024,Palme d'Or
tt32220367,"Jacques Demy, le rose et le noir",,,Cannes 2024,Palme d'Or
tt32357083,Olympiques! La France des Jeux,,,Cannes 2024,Palme d'Or
tt32096614,The Invasion,,,Cannes 2024,Palme d'Or
tt32408421,Hayao Miyazaki and the Heron,,,Cannes 2024,Palme d'Or
tt30797042,This Life of Mine,,,Cannes 2024,Palme d'Or
tt30431204,When the Land Runs Away,,,Cannes 2024,Palme d'Or
tt32129630,The Moving Garden,,,Cannes 2024,Palme d'Or
tt32128968,The Hyperboreans,,,Cannes 2024,Palme d'Or
tt28036831,Ghost Cat Anzu,,,Cannes 2024,Palme d'Or
tt27907999,East of Noon,,,Cannes 2024,Palme d'Or
tt32128870,Desert of Namibia,,,Cannes 2024,Palme d'Or
tt32128666,In His Own Image,,,Cannes 2024,Palme d'Or
tt22023622,To a Land Unknown,,,Cannes 2024,Palme d'Or
tt30851085,Visiting Hours,,,Cannes 2024,Palme d'Or
tt25052668,Christmas Eve in Miller's Point,,,Cannes 2024,Palme d'Or
tt30824664,Plastic Guns,,,Cannes 2024,Palme d'Or
tt31691389,Universal Language,,,Cannes 2024,Palme d'Or
tt32146350,Montsouris Park,,,Cannes 2024,Palme d'Or
tt32144500,Alazar,,,Cannes 2024,Palme d'Or
tt32146395,Dancing in the Corner,,,Cannes 2024,Palme d'Or
tt32146261,A Menina e o Pote,,,Cannes 2024,Palme d'Or
tt32146375,Radikals,,,Cannes 2024,Palme d'Or
tt32146344,She Stays,,,Cannes 2024,Palme d'Or
tt28944835,Colored,,,Cannes 2024,Palme d'Or
tt32205506,En amour,,,Cannes 2024,Palme d'Or
tt28506298,Human Violins - Prelude,,,Cannes 2024,Palme d'Or
tt21391146,Maya: Birth of a Superhero,,,Cannes 2024,Palme d'Or
tt31105714,The Roaming,,,Cannes 2024,Palme d'Or
tt32201322,Telos I,,,Cannes 2024,Palme d'Or
tt30192616,Traversing the Mist,,,Cannes 2024,Palme d'Or
tt32459280,A Girl Unknown,,,Cannes 2024,Palme d'Or
tt36491653,It Was Just an Accident,,,Cannes 2025,Palme d'Or
tt29002950,Resurrection,,,Cannes 2025,Palme d'Or
tt31176520,Eddington,,,Cannes 2025,Palme d'Or
tt27714581,Sentimental Value,,,Cannes 2025,Palme d'Or
tt30840798,The Phoenician Scheme,,,Cannes 2025,Palme d'Or
tt32909489,Young Mothers,,,Cannes 2025,Palme d'Or
tt32275943,Alpha,,,Cannes 2025,Palme d'Or
tt30220107,Renoir,,,Cannes 2025,Palme d'Or
tt15799524,The History of Sound,,,Cannes 2025,Palme d'Or
tt28326501,The Little Sister,,,Cannes 2025,Palme d'Or
tt32298285,Sirāt,,,Cannes 2025,Palme d'Or
tt31688586,Nouvelle Vague,,,Cannes 2025,Palme d'Or
tt35521200,Two Prosecutors,,,Cannes 2025,Palme d'Or
tt34768402,Fuori,,,Cannes 2025,Palme d'Or
tt27847051,The Secret Agent,,,Cannes 2025,Palme d'Or
tt34794183,Case 137,,,Cannes 2025,Palme d'Or
tt33455099,The Mastermind,,,Cannes 2025,Palme d'Or
tt30781967,Eagles of the Republic,,,Cannes 2025,Palme d'Or
tt28690468,Sound of Falling,,,Cannes 2025,Palme d'Or
tt32538648,Romería,,,Cannes 2025,Palme d'Or
tt9362736,Die My Love,,,Cannes 2025,Palme d'Or
tt36631507,Woman and Child,,,Cannes 2025,Palme d'Or
tt36724188,Ali,,,Cannes 2025,Palme d'Or
tt36580119,The President's Cake,,,Cannes 2025,Palme d'Or
tt8667404,The Chronology of Water,,,Cannes 2025,Palme d'Or
tt35453969,Leave One Day,,,Cannes 2025,Palme d'Or
tt35695538,My Father's Shadow,,,Cannes 2025,Palme d'Or
tt30268321,Eleanor the Great,,,Cannes 2025,Palme d'Or
tt35715953,Urchin,,,Cannes 2025,Palme d'Or
tt27907966,Aisha Can't Fly Away,,,Cannes 2025,Palme d'Or
tt29271671,Caravan,,,Cannes 2025,Palme d'Or
tt22237964,The Mysterious Gaze of the Flamingo,,,Cannes 2025,Palme d'Or
tt32792934,The Plague,,,Cannes 2025,Palme d'Or
tt32321317,Pillion,,,Cannes 2025,Palme d'Or
tt29313285,Little Amélie or the Character of Rain,,,Cannes 2025,Palme d'Or
tt33322174,The Wonderers,,,Cannes 2025,Palme d'Or
tt36643684,Mama,,,Cannes 2025,Palme d'Or
tt14883538,Arco,,,Cannes 2025,Palme d'Or
tt22530226,A Useful Ghost,,,Cannes 2025,Palme d'Or
tt32472708,Sleepless City,,,Cannes 2025,Palme d'Or
tt36543850,Reedland,,,Cannes 2025,Palme d'Or
tt35519445,Nino,,,Cannes 2025,Palme d'Or
tt34762801,Love Letters,,,Cannes 2025,Palme d'Or
tt31287262,The Girl in the Snow,,,Cannes 2025,Palme d'Or
tt34000545,Lucky Lu,,,Cannes 2025,Palme d'Or
tt36164712,The Girls We Want,,,Cannes 2025,Palme d'Or
tt36579933,Brand New Landscape,,,Cannes 2025,Palme d'Or
tt33368478,Girl on Edge,,,Cannes 2025,Palme d'Or
tt32284798,Dandelion's Odyssey,,,Cannes 2025,Palme d'Or
tt32843349,"Sorry, Baby",,,Cannes 2025,Palme d'Or
tt36464353,My Mom Jayne,,,Cannes 2025,Palme d'Or
tt33362861,Wild Foxes,,,Cannes 2025,Palme d'Or
tt36724208,First Summer,,,Cannes 2025,Palme d'Or
tt36671448,Sheng Qi Shou,,,Cannes 2025,Palme d'Or
tt36724215,Jinjâbôi,,,Cannes 2025,Palme d'Or
tt36724209,Winter in March,,,Cannes 2025,Palme d'Or
tt35533392,A doll made up of clay,,,Cannes 2025,Palme d'Or
tt32395618,Måske i marts,,,Cannes 2025,Palme d'Or
tt36118499,Ether,,,Cannes 2025,Palme d'Or
tt36724210,My Grandmother Is a Skydiver,,,Cannes 2025,Palme d'Or
tt32748608,Three,,,Cannes 2025,Palme d'Or
tt36671959,Talk Me,,,Cannes 2025,Palme d'Or
tt36985366,Le continent somnambule,,,Cannes 2025,Palme d'Or
tt36724212,Milk and Cookies,,,Cannes 2025,Palme d'Or
tt36724206,Bimo,,,Cannes 2025,Palme d'Or
tt36724203,The Lightning Rod,,,Cannes 2025,Palme d'Or
tt33772384,Meteors,,,Cannes 2025,Palme d'Or
tt32398150,The Great Arch,,,Cannes 2025,Palme d'Or
tt26733325,Homebound,,,Cannes 2025,Palme d'Or
tt33253688,A Pale View of Hills,,,Cannes 2025,Palme d'Or
tt34734841,Once Upon a Time in Gaza,,,Cannes 2025,Palme d'Or
tt33311007,Promised Sky,,,Cannes 2025,Palme d'Or
tt36491632,The Last One for the Road,,,Cannes 2025,Palme d'Or
tt32448429,Heads or Tails?,,,Cannes 2025,Palme d'Or
tt35354686,Love Me Tender,,,Cannes 2025,Palme d'Or
tt36544524,A Poet,,,Cannes 2025,Palme d'Or
tt36642485,I Only Rest in the Storm,,,Cannes 2025,Palme d'Or
tt36996334,Erogenesis,,,Cannes 2025,Palme d'Or
tt36582058,Bread Will Walk,,,Cannes 2025,Palme d'Or
tt36724190,I'm Glad You're Dead Now,,,Cannes 2025,Palme d'Or
tt36671467,Nü hái,,,Cannes 2025,Palme d'Or
tt36693324,Arguments in Favor of Love,,,Cannes 2025,Palme d'Or
tt36693344,The Loneliness of Lizards,,,Cannes 2025,Palme d'Or
tt36684296,The Spectacle,,,Cannes 2025,Palme d'Or
tt36678607,Vultures,,,Cannes 2025,Palme d'Or
tt36724191,Agapito,,,Cannes 2025,Palme d'Or
tt36724195,Hypersensitive,,,Cannes 2025,Palme d'Or
tt36724193,Fille de l'eau,,,Cannes 2025,Palme d'Or
tt36724196,Dammen,,,Cannes 2025,Palme d'Or
tt32759477,The Richest Woman in the World,,,Cannes 2025,Palme d'Or
tt32082522,The Wave,,,Cannes 2025,Palme d'Or
tt32646557,Enzo,,,Cannes 2025,Palme d'Or
tt36885668,Drifting Laurent,,,Cannes 2025,Palme d'Or
tt36553782,Her Will Be Done,,,Cannes 2025,Palme d'Or
tt36510056,Drunken Noodles,,,Cannes 2025,Palme d'Or
tt27722618,Left-Handed Girl,,,Cannes 2025,Palme d'Or
tt33381401,The Love That Remains,,,Cannes 2025,Palme d'Or
tt36930290,Bleat!,,,Cannes 2025,Palme d'Or
tt36581993,Before the Sea Forgets,,,Cannes 2025,Palme d'Or
tt36553675,Imago,,,Cannes 2025,Palme d'Or
tt34968474,The Six Billion Dollar Man,,,Cannes 2025,Palme d'Or
tt36599377,La vie après Siham,,,Cannes 2025,Palme d'Or
tt27052428,Orwell: 2+2=5,,,Cannes 2025,Palme d'Or
tt35931046,Bono: Stories of Surrender,,,Cannes 2025,Palme d'Or
tt36598711,Put Your Soul on Your Hand and Walk,,,Cannes 2025,Palme d'Or
tt36525145,Nuit obscure - 'Ain't I a Child?',,,Cannes 2025,Palme d'Or
tt36554869,Militantropos,,,Cannes 2025,Palme d'Or
tt36414908,Slauson Rec,,,Cannes 2025,Palme d'Or
tt35892253,Bo Being Bo Widerberg,,,Cannes 2025,Palme d'Or
tt35504696,"David Lynch, une énigme à Hollywood",,,Cannes 2025,Palme d'Or
tt36959167,Para Vigo Me Voy!,,,Cannes 2025,Palme d'Or
tt36965993,I Love Peru,,,Cannes 2025,Palme d'Or
tt33400055,Kika,,,Cannes 2025,Palme d'Or
tt28493053,L'Mina,,,Cannes 2025,Palme d'Or
tt36617489,Alisveris,,,Cannes 2025,Palme d'Or
tt36844384,Samba Infinito,,,Cannes 2025,Palme d'Or
tt36987460,Donne batterie,,,Cannes 2025,Palme d'Or
tt36995876,Critical Condition,,,Cannes 2025,Palme d'Or
tt36997447,An-Gyeong,,,Cannes 2025,Palme d'Or
tt37675860,Dieu est timide,,,Cannes 2025,Palme d'Or
tt38057919,Wonderwall,,,Cannes 2025,Palme d'Or
tt36750881,From Dust,,,Cannes 2025,Palme d'Or
tt31500100,Fillos do vento: A Rapa,,,Cannes 2025,Palme d'Or
tt36750032,Beyond the Vivid Unknown,,,Cannes 2025,Palme d'Or
tt36751688,The Exploding Girl VR,,,Cannes 2025,Palme d'Or
tt36751675,La Maison de Poupée,,,Cannes 2025,Palme d'Or
tt36751287,Lacuna,,,Cannes 2025,Palme d'Or
tt35547096,In the Current of Being,,,Cannes 2025,Palme d'Or
tt36751351,Taxi,,,Cannes 2025,Palme d'Or
tt36426513,Lili: Screen Life Thriller,,,Cannes 2025,Palme d'Or
tt32916648,The Party's Over!,,,Cannes 2025,Palme d'Or
tt32247943,Miroirs No. 3,,,Cannes 2025,Palme d'Or
tt32299316,Dangerous Animals,,,Cannes 2025,Palme d'Or
tt33335204,Peak Everything,,,Cannes 2025,Palme d'Or
tt36580117,Untamable,,,Cannes 2025,Palme d'Or
tt35231039,Kokuho,,,Cannes 2025,Palme d'Or
tt32583148,La mort n'existe pas,,,Cannes 2025,Palme d'Or
tt36667493,Yes,,,Cannes 2025,Palme d'Or
tt5437928,Colette,,2018,,
tt5929754,Wildlife,,2018,,
