film.id,unique.id,sample.year,fest,fest.sect
f16775,f16775,2012,BERLINALE,Forum
f16776,f16776,2012,BERLINALE,Panorama
f16777,f16777,2012,BERLINALE,Berlinale Special
idfnew349,f16777,2012,IDFA,IDFA & Film Fund Present
f16778,f16778,2012,BERLINALE,Perspektive Deutsches Kino
f16780,f16780,2012,BERLINALE,Generation
f16784,f16784,2012,BERLINALE,Panorama
frnew244,f16784,2012,FRAMELINE,Doc
f16785,f16785,2012,BERLINALE,Competition
tffnew29,f16788,2011,TIFF,discovery: 2011
f16788,f16788,2012,BERLINALE,Forum
f16790,f16790,2012,BERLINALE,Forum
f16791,f16791,2012,BERLINALE,Competition
f16792,f16792,2012,BERLINALE,Generation
f16793,f16793,2012,BERLINALE,Generation
f16794,f16794,2012,BERLINALE,Competition
tffnew386,f16794,2012,TIFF,contemporary world cinema: 2012
f16795,f16795,2012,BERLINALE,Generation
f16797,f16797,2012,BERLINALE,Generation
f16798,f16798,2012,BERLINALE,Competition
f16799,f16799,2012,BERLINALE,Generation
f16800,f16800,2012,BERLINALE,Forum
tffnew394,f16800,2012,TIFF,vanguard: 2012
f16801,f16801,2012,BERLINALE,Forum
f16802,f16802,2012,BERLINALE,Generation
f16803,f16803,2012,BERLINALE,Generation
f16804,f16804,2012,BERLINALE,Panorama
f16805,f16805,2012,BERLINALE,Panorama
f16807,f16807,2012,BERLINALE,Panorama
frnew257,f16807,2012,FRAMELINE,Doc
f16810,f16810,2012,BERLINALE,Generation
f16811,f16811,2012,BERLINALE,Competition
f16813,f16813,2012,BERLINALE,Competition
f16814,f16814,2012,BERLINALE,Panorama
f16815,f16815,2012,BERLINALE,Generation
f16816,f16816,2012,BERLINALE,Panorama
f16817,f16817,2012,BERLINALE,Generation
f16820,f16820,2012,BERLINALE,Generation
f16821,f16821,2012,BERLINALE,Generation
f16822,f16822,2012,BERLINALE,Competition
tffnew421,f16822,2012,TIFF,contemporary world cinema: 2012
f16823,f16823,2012,BERLINALE,Generation
tffnew64,f16825,2011,TIFF,contemporary world cinema: 2011
f16825,f16825,2012,BERLINALE,Panorama
f16826,f16826,2012,BERLINALE,Berlinale Special
f16827,f16827,2012,BERLINALE,Berlinale Special
f16828,f16828,2012,BERLINALE,Berlinale Special
f16830,f16830,2012,BERLINALE,Generation
f16831,f16831,2012,BERLINALE,Panorama
f16832,f16832,2012,BERLINALE,Panorama
f16833,f16833,2012,BERLINALE,Perspektive Deutsches Kino
f16834,f16834,2012,BERLINALE,Competition
f16835,f16835,2012,BERLINALE,Generation
f16836,f16836,2012,BERLINALE,Forum
f16838,f16838,2012,BERLINALE,Perspektive Deutsches Kino
f16840,f16840,2012,BERLINALE,Panorama
f16841,f16841,2012,BERLINALE,Panorama
f16842,f16842,2012,BERLINALE,Berlinale Special
f16843,f16843,2012,BERLINALE,Berlinale Shorts
f16844,f16844,2012,BERLINALE,Generation
tffnew86,f16845,2011,TIFF,special presentation: 2011
f16845,f16845,2012,BERLINALE,Panorama
f16846,f16846,2012,BERLINALE,Berlinale Shorts
f16847,f16847,2012,BERLINALE,Competition
tffnew445,f16847,2012,TIFF,gala presentation: 2012
f16849,f16849,2012,BERLINALE,Berlinale Shorts
f16850,f16850,2012,BERLINALE,Forum
f16852,f16852,2012,BERLINALE,Competition
f16854,f16854,2012,BERLINALE,Competition
tffnew92,f16855,2011,TIFF,vanguard: 2011
f16855,f16855,2012,BERLINALE,Panorama
f16856,f16856,2012,BERLINALE,Forum
f16857,f16857,2012,BERLINALE,Forum
f16858,f16858,2012,BERLINALE,Forum
f16859,f16859,2012,BERLINALE,Forum
f16860,f16860,2012,BERLINALE,Panorama
f16861,f16861,2012,BERLINALE,Generation
f16862,f16862,2012,BERLINALE,Perspektive Deutsches Kino
f16863,f16863,2012,BERLINALE,Panorama
f16864,f16864,2012,BERLINALE,Berlinale Special
f16865,f16865,2012,BERLINALE,Competition
f16866,f16866,2012,BERLINALE,Panorama
f16868,f16868,2012,BERLINALE,Forum
f16870,f16870,2012,BERLINALE,Competition
f16871,f16871,2012,BERLINALE,Generation
f16872,f16872,2012,BERLINALE,Forum
f16874,f16874,2012,BERLINALE,Panorama
f16875,f16875,2012,BERLINALE,Berlinale Special
tffnew478,f16875,2012,TIFF,mavericks: 2012
f16876,f16876,2012,BERLINALE,Generation
f16878,f16878,2012,BERLINALE,Forum
idfnew691,f16878,2012,IDFA,Best of Fests
f16879,f16879,2012,BERLINALE,Generation
tffnew122,f16880,2011,TIFF,discovery: 2011
f16880,f16880,2012,BERLINALE,Panorama
f16881,f16881,2012,BERLINALE,Berlinale Special
f16882,f16882,2012,BERLINALE,Berlinale Shorts
f16883,f16883,2012,BERLINALE,Forum
f16884,f16884,2012,BERLINALE,Panorama
f16885,f16885,2012,BERLINALE,Berlinale Special
f16886,f16886,2012,BERLINALE,Panorama
f16887,f16887,2012,BERLINALE,Panorama
f16888,f16888,2012,BERLINALE,Generation
f16889,f16889,2012,BERLINALE,Forum
f16890,f16890,2012,BERLINALE,Competition
tffnew502,f16890,2012,TIFF,gala presentation: 2012
f16891,f16891,2012,BERLINALE,Generation
f16892,f16892,2012,BERLINALE,Competition
f16895,f16895,2012,BERLINALE,Generation
f16896,f16896,2012,BERLINALE,Perspektive Deutsches Kino
f16897,f16897,2012,BERLINALE,Berlinale Shorts
f16898,f16898,2012,BERLINALE,Forum
f16899,f16899,2012,BERLINALE,Generation
f16901,f16901,2012,BERLINALE,Competition
f16902,f16902,2012,BERLINALE,Panorama
frnew327,f16902,2012,FRAMELINE,US
tffnew144,f16903,2011,TIFF,special presentation: 2011
f16903,f16903,2012,BERLINALE,Berlinale Special
f16905,f16905,2012,BERLINALE,Generation
f16907,f16907,2012,BERLINALE,Generation
f16908,f16908,2012,BERLINALE,Forum
f16909,f16909,2012,BERLINALE,Panorama
f16910,f16910,2012,BERLINALE,Generation
f16911,f16911,2012,BERLINALE,Panorama
f16912,f16912,2012,BERLINALE,Generation
f16913,f16913,2012,BERLINALE,Berlinale Special
f16914,f16914,2012,BERLINALE,Forum
f16915,f16915,2012,BERLINALE,Panorama
f16916,f16916,2012,BERLINALE,Generation
I1203643,f16917,2012,CLERMONT-FERRAND,International
f16917,f16917,2012,BERLINALE,Generation
f16918,f16918,2012,BERLINALE,Panorama
f16920,f16920,2012,BERLINALE,Berlinale Shorts
frnew251,f16920,2012,FRAMELINE,Short
f16922,f16922,2012,BERLINALE,Panorama
idfnew1897,f16922,2017,IDFA,Shifting Perspectives: The Arab World
f16923,f16923,2012,BERLINALE,Forum
frnew143,f16925,2011,FRAMELINE,US
tffnew165,f16925,2011,TIFF,canada first!: 2011
f16925,f16925,2012,BERLINALE,Panorama
f16926,f16926,2012,BERLINALE,Competition
f16927,f16927,2012,BERLINALE,Competition
f16928,f16928,2012,BERLINALE,Forum
f16929,f16929,2012,BERLINALE,Generation
f16930,f16930,2012,BERLINALE,Berlinale Shorts
f16931,f16931,2012,BERLINALE,Berlinale Shorts
f16934,f16934,2012,BERLINALE,Panorama
f16935,f16935,2012,BERLINALE,Berlinale Shorts
f16937,f16937,2012,BERLINALE,Generation
f16939,f16939,2012,BERLINALE,Panorama
f16940,f16940,2012,BERLINALE,Perspektive Deutsches Kino
tffnew186,f16941,2011,TIFF,contemporary world cinema: 2011
f16941,f16941,2012,BERLINALE,Panorama
f16942,f16942,2012,BERLINALE,Generation
f16943,f16943,2012,BERLINALE,Panorama
f16944,f16944,2012,BERLINALE,Berlinale Special
f16946,f16946,2012,BERLINALE,Competition
f16949,f16949,2012,BERLINALE,Panorama
frnew352,f16949,2012,FRAMELINE,World
f16952,f16952,2012,BERLINALE,Generation
f16953,f16953,2012,BERLINALE,Panorama
frnew358,f16953,2012,FRAMELINE,World
f16955,f16955,2012,BERLINALE,Generation
f16956,f16956,2012,BERLINALE,Generation
f16957,f16957,2012,BERLINALE,Generation
f16958,f16958,2012,BERLINALE,Berlinale Shorts
f16959,f16959,2012,BERLINALE,Forum
f16962,f16962,2012,BERLINALE,Panorama
frnew336,f16962,2012,FRAMELINE,Doc
f16964,f16964,2012,BERLINALE,Forum Expanded
f16965,f16965,2012,BERLINALE,Generation
f16967,f16967,2012,BERLINALE,Berlinale Shorts
f16968,f16968,2012,BERLINALE,Generation
f16969,f16969,2012,BERLINALE,Forum
f16970,f16970,2012,BERLINALE,Panorama
f16971,f16971,2012,BERLINALE,Generation
f16972,f16972,2012,BERLINALE,Forum
f16974,f16974,2012,BERLINALE,Forum
f16975,f16975,2012,BERLINALE,Berlinale Shorts
f16976,f16976,2012,BERLINALE,Berlinale Shorts
f16977,f16977,2012,BERLINALE,Competition
f16978,f16978,2012,BERLINALE,Panorama
f16979,f16979,2012,BERLINALE,Forum
f16983,f16983,2012,BERLINALE,Perspektive Deutsches Kino
f16985,f16985,2012,BERLINALE,Berlinale Shorts
f16988,f16988,2012,BERLINALE,Forum
f16989,f16989,2012,BERLINALE,Competition
f16990,f16990,2012,BERLINALE,Panorama
f16991,f16991,2012,BERLINALE,Berlinale Shorts
f16993,f16993,2012,BERLINALE,Berlinale Special
f16994,f16994,2012,BERLINALE,Forum
f16995,f16995,2012,BERLINALE,Generation
f16996,f16996,2012,BERLINALE,Generation
f16997,f16997,2012,BERLINALE,Perspektive Deutsches Kino
f16998,f16998,2012,BERLINALE,Forum
f16999,f16999,2012,BERLINALE,Perspektive Deutsches Kino
f17000,f17000,2012,BERLINALE,Berlinale Shorts
f17001,f17001,2012,BERLINALE,Generation
f17002,f17002,2012,BERLINALE,Competition
f17003,f17003,2012,BERLINALE,Perspektive Deutsches Kino
f17004,f17004,2012,BERLINALE,Forum
f17007,f17007,2012,BERLINALE,Panorama
f17008,f17008,2012,BERLINALE,Berlinale Shorts
f17009,f17009,2012,BERLINALE,Competition
f17012,f17012,2012,BERLINALE,Generation
f17013,f17013,2012,BERLINALE,Perspektive Deutsches Kino
idfnew249,f17014,2011,IDFA,Kids & Docs
f17014,f17014,2012,BERLINALE,Generation
f17016,f17016,2012,BERLINALE,Panorama
idfnew609,f17016,2012,IDFA,Masters
tffnew308,f17017,2011,TIFF,real to reel: 2011
f17017,f17017,2012,BERLINALE,Berlinale Special
f17018,f17017,2012,BERLINALE,Berlinale Special
f17019,f17019,2012,BERLINALE,Panorama
f17021,f17021,2012,BERLINALE,Generation
frnew440,f17021,2012,FRAMELINE,Short
f17022,f17022,2012,BERLINALE,Panorama
f17023,f17023,2012,BERLINALE,Perspektive Deutsches Kino
f17024,f17024,2012,BERLINALE,Forum
f17025,f17025,2012,BERLINALE,Forum
f17027,f17027,2012,BERLINALE,Forum Expanded
f17028,f17028,2012,BERLINALE,Generation
f17030,f17030,2012,BERLINALE,Panorama
f17031,f17031,2012,BERLINALE,Generation
f17032,f17032,2012,BERLINALE,Generation
f17034,f17034,2012,BERLINALE,Panorama
f17035,f17035,2012,BERLINALE,Berlinale Shorts
f17036,f17036,2012,BERLINALE,Berlinale Shorts
f17040,f17040,2012,BERLINALE,Generation
f17041,f17041,2012,BERLINALE,Berlinale Shorts
f17042,f17042,2012,BERLINALE,Panorama
frnew431,f17042,2012,FRAMELINE,Doc
f17043,f17043,2012,BERLINALE,Generation
f17044,f17044,2012,BERLINALE,Competition
f17045,f17045,2012,BERLINALE,Perspektive Deutsches Kino
f17046,f17046,2012,BERLINALE,Forum
f17047,f17047,2012,BERLINALE,Panorama
f17048,f17048,2012,BERLINALE,Panorama
f17050,f17050,2012,BERLINALE,Panorama
f17052,f17052,2012,BERLINALE,Berlinale Special
f17053,f17053,2012,BERLINALE,Generation
f17054,f17054,2012,BERLINALE,Forum
f17055,f17055,2012,BERLINALE,Berlinale Shorts
f17056,f17056,2012,BERLINALE,Panorama
frnew331,f17056,2012,FRAMELINE,Short
f17057,f17057,2014,BERLINALE,Panorama
f17058,f17058,2014,BERLINALE,Forum Expanded
f17060,f17060,2014,BERLINALE,Generation
f17061,f17061,2014,BERLINALE,Generation
frnew446,f17061,2014,FRAMELINE,NA
f17063,f17063,2014,BERLINALE,Competition
tffnew1112,f17063,2014,TIFF,disc
f17064,f17064,2014,BERLINALE,Generation
f17065,f17065,2014,BERLINALE,Berlinale Shorts
f17067,f17067,2014,BERLINALE,Berlinale Special
f17068,f17068,2014,BERLINALE,Generation
f17069,f17069,2014,BERLINALE,Competition
f17070,f17070,2014,BERLINALE,Forum
f17071,f17071,2014,BERLINALE,Competition
f17072,f17072,2014,BERLINALE,Berlinale Special
f17073,f17073,2014,BERLINALE,Berlinale Special
f17074,f17074,2014,BERLINALE,Perspektive Deutsches Kino
f17075,f17075,2014,BERLINALE,Panorama
f17076,f17076,2014,BERLINALE,Perspektive Deutsches Kino
f17077,f17077,2014,BERLINALE,Panorama
f17079,f17079,2014,BERLINALE,Forum
f17080,f17080,2014,BERLINALE,Panorama
f17081,f17081,2014,BERLINALE,Generation
f17082,f17082,2014,BERLINALE,Panorama
f17083,f17083,2014,BERLINALE,Berlinale Shorts
f17084,f17084,2014,BERLINALE,Generation
f17086,f17086,2014,BERLINALE,Forum Expanded
f17087,f17087,2014,BERLINALE,Panorama
f17088,f17088,2014,BERLINALE,Competition
f17091,f17091,2014,BERLINALE,Generation
f17092,f17092,2014,BERLINALE,Forum Expanded
f17094,f17094,2014,BERLINALE,Panorama
f17095,f17095,2014,BERLINALE,Berlinale Shorts
f17096,f17096,2014,BERLINALE,Panorama
f17099,f17099,2014,BERLINALE,Perspektive Deutsches Kino
f17100,f17100,2014,BERLINALE,Competition
f17103,f17103,2014,BERLINALE,Forum
f17104,f17104,2014,BERLINALE,Panorama
f17105,f17105,2014,BERLINALE,Forum
f17106,f17106,2014,BERLINALE,Forum
f17107,f17107,2014,BERLINALE,Berlinale Special
f17108,f17108,2014,BERLINALE,Berlinale Special
f17109,f17109,2014,BERLINALE,Forum
tffnew1117,f17109,2014,TIFF,ctc
f17110,f17110,2014,BERLINALE,Competition
f17111,f17111,2014,BERLINALE,Forum
f17113,f17113,2014,BERLINALE,Generation
f17114,f17114,2014,BERLINALE,Panorama
idfnew741,f17114,2014,IDFA,Best of Fests
f17115,f17115,2014,BERLINALE,Generation
f17116,f17116,2014,BERLINALE,Berlinale Special
f17117,f17117,2014,BERLINALE,Berlinale Shorts
f17118,f17118,2014,BERLINALE,Berlinale Special
f17119,f17119,2014,BERLINALE,Forum
idfnew792,f17119,2014,IDFA,Best of Fests
f17121,f17121,2014,BERLINALE,Panorama
f17122,f17122,2014,BERLINALE,Panorama
frnew490,f17122,2014,FRAMELINE,NA
f17123,f17123,2014,BERLINALE,Perspektive Deutsches Kino
f17124,f17124,2014,BERLINALE,Competition
f17125,f17125,2014,BERLINALE,Perspektive Deutsches Kino
f17126,f17126,2014,BERLINALE,Panorama
f17127,f17127,2014,BERLINALE,Berlinale Special
f17128,f17128,2014,BERLINALE,Forum
f17129,f17129,2014,BERLINALE,Berlinale Shorts
f17130,f17130,2014,BERLINALE,Generation
I1406602,f17132,2014,CLERMONT-FERRAND,International
f17132,f17132,2014,BERLINALE,Perspektive Deutsches Kino
f17133,f17133,2014,BERLINALE,Generation
f17135,f17135,2014,BERLINALE,Generation
f17136,f17136,2014,BERLINALE,Generation
f17137,f17137,2014,BERLINALE,Berlinale Special
f17138,f17138,2014,BERLINALE,Generation
f17139,f17139,2014,BERLINALE,Forum Expanded
f17142,f17142,2014,BERLINALE,Panorama
f17143,f17143,2014,BERLINALE,Generation
frnew546,f17143,2014,FRAMELINE,NA
f17145,f17145,2014,BERLINALE,Panorama
f17148,f17148,2014,BERLINALE,Generation
f17149,f17149,2014,BERLINALE,Perspektive Deutsches Kino
f17150,f17150,2014,BERLINALE,Forum Expanded
f17152,f17152,2014,BERLINALE,Forum
f17153,f17153,2014,BERLINALE,Forum
f17155,f17155,2014,BERLINALE,Panorama
f17156,f17156,2014,BERLINALE,Generation
f17158,f17158,2014,BERLINALE,Forum
f17159,f17159,2014,BERLINALE,Generation
f17160,f17160,2014,BERLINALE,Panorama
f17162,f17162,2014,BERLINALE,Forum
f17165,f17165,2014,BERLINALE,Panorama
f17166,f17166,2014,BERLINALE,Generation
f17167,f17167,2014,BERLINALE,Competition
f17168,f17168,2014,BERLINALE,Generation
f17169,f17169,2014,BERLINALE,Panorama
frnew640,f17169,2014,FRAMELINE,NA
f17171,f17171,2014,BERLINALE,Forum
f17172,f17172,2014,BERLINALE,Berlinale Special
f17173,f17173,2014,BERLINALE,Perspektive Deutsches Kino
f17174,f17174,2014,BERLINALE,Generation
tffnew1434,f17174,2014,TIFF,sci
f17176,f17176,2014,BERLINALE,Forum
f17177,f17177,2014,BERLINALE,Panorama
f17181,f17181,2014,BERLINALE,Berlinale Shorts
I1503956,f17181,2015,CLERMONT-FERRAND,International
f17184,f17184,2014,BERLINALE,Panorama
f17186,f17186,2014,BERLINALE,Forum
f17187,f17187,2014,BERLINALE,Panorama
f17188,f17188,2014,BERLINALE,Competition
f17189,f17189,2014,BERLINALE,Generation
f17190,f17190,2014,BERLINALE,Generation
f17191,f17191,2014,BERLINALE,Berlinale Shorts
f17192,f17192,2014,BERLINALE,Generation
f17194,f17194,2014,BERLINALE,Competition
f17195,f17195,2014,BERLINALE,Competition
f17196,f17196,2014,BERLINALE,Forum
f17197,f17197,2014,BERLINALE,Forum
f17198,f17198,2014,BERLINALE,Panorama
f17199,f17199,2014,BERLINALE,Competition
f17200,f17200,2014,BERLINALE,Berlinale Shorts
f17201,f17201,2014,BERLINALE,Berlinale Shorts
f17202,f17202,2014,BERLINALE,Forum
f17203,f17203,2014,BERLINALE,Forum
f17204,f17204,2014,BERLINALE,Perspektive Deutsches Kino
f17205,f17205,2014,BERLINALE,Panorama
f17206,f17206,2014,BERLINALE,Competition
f17208,f17208,2014,BERLINALE,Competition
f17210,f17210,2014,BERLINALE,Forum
tffnew1276,f17210,2014,TIFF,wl: feat
f17211,f17211,2014,BERLINALE,Forum
f17214,f17214,2014,BERLINALE,Forum
f17216,f17216,2014,BERLINALE,Generation
f17217,f17217,2014,BERLINALE,Panorama
f17220,f17220,2014,BERLINALE,Competition
f17223,f17223,2014,BERLINALE,Berlinale Shorts
f17224,f17224,2014,BERLINALE,Panorama
f17225,f17225,2014,BERLINALE,Generation
f17227,f17227,2014,BERLINALE,Generation
f17228,f17228,2014,BERLINALE,Generation
f17229,f17229,2014,BERLINALE,Generation
f17231,f17231,2014,BERLINALE,Generation
f17233,f17233,2014,BERLINALE,Panorama
f17236,f17236,2014,BERLINALE,Generation
f17237,f17237,2014,BERLINALE,Forum
f17238,f17238,2014,BERLINALE,Generation
f17240,f17240,2014,BERLINALE,Panorama
tffnew1331,f17240,2014,TIFF,doc
f17241,f17241,2014,BERLINALE,Perspektive Deutsches Kino
f17243,f17243,2014,BERLINALE,Perspektive Deutsches Kino
f17244,f17244,2014,BERLINALE,Berlinale Special
idfnew865,f17244,2014,IDFA,Panorama
f17245,f17245,2014,BERLINALE,Forum
f17246,f17246,2014,BERLINALE,Forum
f17248,f17248,2014,BERLINALE,Competition
f17249,f17249,2014,BERLINALE,Generation
f17250,f17250,2014,BERLINALE,Panorama
f17251,f17251,2014,BERLINALE,Berlinale Shorts
f17252,f17252,2014,BERLINALE,Generation
f17253,f17253,2014,BERLINALE,Berlinale Shorts
f17255,f17255,2014,BERLINALE,Generation
f17257,f17257,2014,BERLINALE,Forum
f17258,f17258,2014,BERLINALE,Panorama
f17259,f17259,2014,BERLINALE,Panorama
f17260,f17260,2014,BERLINALE,Berlinale Shorts
f17261,f17261,2014,BERLINALE,Forum Expanded
f17262,f17262,2014,BERLINALE,Generation
f17263,f17263,2014,BERLINALE,Forum Expanded
tffnew1358,f17263,2014,TIFF,wl: short
f17265,f17265,2014,BERLINALE,Forum
f17266,f17266,2014,BERLINALE,Competition
frnew532,f17266,2014,FRAMELINE,NA
f17267,f17267,2014,BERLINALE,Generation
f17269,f17269,2014,BERLINALE,Forum
f17270,f17270,2014,BERLINALE,Panorama
frnew602,f17270,2014,FRAMELINE,NA
f17271,f17271,2014,BERLINALE,Berlinale Shorts
f17273,f17273,2014,BERLINALE,Generation
f17274,f17274,2014,BERLINALE,Perspektive Deutsches Kino
f17275,f17275,2014,BERLINALE,Generation
f17276,f17276,2014,BERLINALE,Panorama
f17278,f17278,2014,BERLINALE,Generation
f17279,f17279,2014,BERLINALE,Forum Expanded
f17280,f17280,2014,BERLINALE,Generation
f17281,f17281,2014,BERLINALE,Generation
f17283,f17283,2014,BERLINALE,Forum
f17284,f17284,2014,BERLINALE,Forum
f17285,f17285,2014,BERLINALE,Forum Expanded
f17286,f17286,2014,BERLINALE,Berlinale Shorts
f17287,f17287,2014,BERLINALE,Generation
f17288,f17288,2014,BERLINALE,Generation
f17289,f17289,2014,BERLINALE,Berlinale Shorts
f17290,f17290,2014,BERLINALE,Generation
f17291,f17291,2014,BERLINALE,Generation
f17292,f17292,2014,BERLINALE,Forum
f17294,f17294,2014,BERLINALE,Generation
f17296,f17296,2014,BERLINALE,Panorama
f17297,f17297,2014,BERLINALE,Forum Expanded
f17298,f17298,2014,BERLINALE,Forum
f17299,f17299,2014,BERLINALE,Generation
f17300,f17300,2014,BERLINALE,Berlinale Shorts
I1501350,f17300,2015,CLERMONT-FERRAND,Labo
f17301,f17301,2014,BERLINALE,Perspektive Deutsches Kino
f17303,f17303,2014,BERLINALE,Generation
f17304,f17304,2014,BERLINALE,Berlinale Shorts
N1500321,f17304,2015,CLERMONT-FERRAND,National
f17305,f17305,2014,BERLINALE,Perspektive Deutsches Kino
f17306,f17306,2014,BERLINALE,Berlinale Shorts
tffnew1412,f17306,2014,TIFF,wl: feat
f17309,f17309,2014,BERLINALE,Forum
f17310,f17310,2014,BERLINALE,Panorama
f17311,f17311,2014,BERLINALE,Generation
f17312,f17312,2014,BERLINALE,Forum
f17315,f17315,2014,BERLINALE,Berlinale Special
f17317,f17317,2014,BERLINALE,Forum
f17318,f17318,2014,BERLINALE,Panorama
f17320,f17320,2014,BERLINALE,Forum Expanded
f17321,f17321,2014,BERLINALE,Berlinale Special
f17322,f17322,2014,BERLINALE,Berlinale Special
f17324,f17324,2014,BERLINALE,Panorama
f17325,f17325,2014,BERLINALE,Forum
f17327,f17327,2014,BERLINALE,Panorama
frnew625,f17327,2014,FRAMELINE,NA
f17328,f17328,2014,BERLINALE,Generation
f17329,f17329,2014,BERLINALE,Forum
f17330,f17330,2014,BERLINALE,Competition
f17331,f17331,2014,BERLINALE,Forum
f17332,f17332,2014,BERLINALE,Forum
f17334,f17334,2014,BERLINALE,Competition
f17335,f17335,2014,BERLINALE,Panorama
f17337,f17337,2014,BERLINALE,Forum
f17338,f17338,2014,BERLINALE,Panorama
f17339,f17339,2014,BERLINALE,Berlinale Shorts
f17340,f17340,2014,BERLINALE,Berlinale Shorts
f17342,f17342,2014,BERLINALE,Generation
f17343,f17343,2014,BERLINALE,Generation
f17344,f17344,2014,BERLINALE,Panorama
f17345,f17345,2014,BERLINALE,Generation
f17346,f17346,2014,BERLINALE,Panorama
f17347,f17347,2014,BERLINALE,Forum Expanded
f17348,f17348,2014,BERLINALE,Berlinale Shorts
f17350,f17350,2014,BERLINALE,Berlinale Special
idfnew981,f17350,2014,IDFA,Masters
f17351,f17351,2014,BERLINALE,Generation
f17352,f17352,2014,BERLINALE,Generation
tffnew1515,f17352,2014,TIFF,mm
f17354,f17354,2014,BERLINALE,Berlinale Shorts
f17355,f17355,2014,BERLINALE,Competition
f17356,f17356,2014,BERLINALE,Berlinale Shorts
f17357,f17357,2014,BERLINALE,Panorama
tffnew1263,f17357,2014,TIFF,wl: feat
f17358,f17358,2014,BERLINALE,Panorama
f17359,f17359,2014,BERLINALE,Panorama
f17360,f17360,2014,BERLINALE,Panorama
frnew653,f17360,2014,FRAMELINE,NA
f17361,f17361,2014,BERLINALE,Forum
f17362,f17362,2014,BERLINALE,Perspektive Deutsches Kino
f17364,f17364,2014,BERLINALE,Competition
f17365,f17365,2015,BERLINALE,Generation
f17367,f17367,2015,BERLINALE,Forum Expanded
f17368,f17368,2015,BERLINALE,Competition
tffnew1532,f17368,2015,TIFF,special presentations
f17370,f17370,2015,BERLINALE,Panorama
f17371,f17371,2015,BERLINALE,Forum
f17372,f17372,2015,BERLINALE,Forum Expanded
f17373,f17373,2015,BERLINALE,Generation
f17374,f17374,2015,BERLINALE,Competition
f17376,f17376,2015,BERLINALE,Generation
f17377,f17377,2015,BERLINALE,Panorama
f17378,f17378,2015,BERLINALE,Panorama
f17379,f17379,2015,BERLINALE,Competition
f17380,f17380,2015,BERLINALE,Forum
f17382,f17382,2015,BERLINALE,Panorama
f17383,f17383,2015,BERLINALE,Generation
f17384,f17384,2015,BERLINALE,Berlinale Shorts
f17385,f17385,2015,BERLINALE,Berlinale Special
f17388,f17388,2015,BERLINALE,Panorama
f17391,f17391,2015,BERLINALE,Generation
f17392,f17392,2015,BERLINALE,Berlinale Shorts
f17393,f17393,2015,BERLINALE,Forum
f17395,f17395,2015,BERLINALE,Forum Expanded
f17396,f17396,2015,BERLINALE,Forum
frnew778,f17396,2015,FRAMELINE,World Cinema
f17397,f17397,2015,BERLINALE,Forum
f17400,f17400,2015,BERLINALE,Panorama
f17401,f17401,2015,BERLINALE,Forum Expanded
f17405,f17405,2015,BERLINALE,Berlinale Shorts
f17408,f17408,2015,BERLINALE,Panorama
idfnew1035,f17408,2015,IDFA,Music Documentary
f17409,f17409,2015,BERLINALE,Competition
tffnew1584,f17409,2015,TIFF,special presentations
tffnew1159,f17410,2014,TIFF,sci
f17410,f17410,2015,BERLINALE,Generation
f17411,f17411,2015,BERLINALE,Forum
f17412,f17412,2015,BERLINALE,Berlinale Special
f17413,f17413,2015,BERLINALE,Perspektive Deutsches Kino
f17416,f17416,2015,BERLINALE,Generation
f17417,f17417,2015,BERLINALE,Forum Expanded
f17418,f17418,2015,BERLINALE,Generation
f17420,f17420,2015,BERLINALE,Panorama
idfnew1047,f17420,2015,IDFA,Best of Fests
f17421,f17421,2015,BERLINALE,Forum
f17422,f17422,2015,BERLINALE,Competition
f17424,f17424,2015,BERLINALE,Forum
f17426,f17426,2015,BERLINALE,Panorama
f17428,f17428,2015,BERLINALE,Forum
f17429,f17429,2015,BERLINALE,Generation
f17430,f17430,2015,BERLINALE,Generation
f17431,f17431,2015,BERLINALE,Generation
f17433,f17433,2015,BERLINALE,Generation
idfnew1057,f17433,2015,IDFA,IDFA Competition for Student Documentary
tffnew1178,f17436,2014,TIFF,disc
f17436,f17436,2015,BERLINALE,Generation
f17437,f17437,2015,BERLINALE,Forum
f17438,f17438,2015,BERLINALE,Forum Expanded
f17440,f17440,2015,BERLINALE,Panorama
f17441,f17441,2015,BERLINALE,Forum
f17442,f17442,2015,BERLINALE,Berlinale Shorts
f17443,f17443,2015,BERLINALE,Forum Expanded
f17444,f17444,2015,BERLINALE,Panorama
f17445,f17445,2015,BERLINALE,Perspektive Deutsches Kino
f17446,f17446,2015,BERLINALE,Forum
f17447,f17447,2015,BERLINALE,Generation
f17448,f17448,2015,BERLINALE,Panorama
f17450,f17450,2015,BERLINALE,Generation
f17451,f17451,2015,BERLINALE,Berlinale Special
f17453,f17453,2015,BERLINALE,Perspektive Deutsches Kino
f17455,f17455,2015,BERLINALE,Berlinale Shorts
f17456,f17456,2015,BERLINALE,Panorama
f17457,f17457,2015,BERLINALE,Generation
f17458,f17458,2015,BERLINALE,Generation
f17459,f17459,2015,BERLINALE,Panorama
f17462,f17462,2015,BERLINALE,Competition
frnew693,f17462,2015,FRAMELINE,World Cinema
f17463,f17463,2015,BERLINALE,Competition
tffnew1877,f17463,2015,TIFF,masters
f17464,f17464,2015,BERLINALE,Competition
tffnew1841,f17464,2015,TIFF,special presentations
f17465,f17465,2015,BERLINALE,Generation
