film.id,unique.id,sample.year,fest,fest.sect
idfnew1276,idfnew1276,2015,IDFA,IDFA Competition for First Appearance
idfnew1277,idfnew1277,2015,IDFA,IDFA Competition for Dutch Documentary
idfnew1278,idfnew1278,2015,IDFA,Dutch Docs '65-'90 and Their Shadows
idfnew128,idfnew128,2011,IDFA,Cinema do Brasil
idfnew1280,idfnew1280,2015,IDFA,IDFA Competition for Mid-Length Documentary
idfnew1281,idfnew1281,2015,IDFA,Sounds Real
idfnew1283,idfnew1283,2015,IDFA,IDFA Competition for Feature-Length Documentary
idfnew1284,idfnew1284,2015,IDFA,Best of Fests
idfnew1285,idfnew1285,2015,IDFA,Best of Fests
idfnew1286,idfnew1286,2015,IDFA,Sounds Real
idfnew1287,idfnew1287,2015,IDFA,Paradocs: Amsterdam Art Weekend at IDFA
idfnew1288,idfnew1288,2015,IDFA,IDFA Competition for Feature-Length Documentary
idfnew1289,idfnew1289,2015,IDFA,Masters
idfnew129,idfnew129,2011,IDFA,IDFA DocLab Competition for Digital Storytelling
idfnew1290,idfnew1290,2015,IDFA,Sounds Real
idfnew1291,idfnew1291,2015,IDFA,IDFA Competition for Kids & Docs
idfnew1292,idfnew1292,2015,IDFA,Panorama
idfnew1294,idfnew1294,2015,IDFA,Panorama
idfnew1295,idfnew1295,2015,IDFA,Panorama
idfnew1298,idfnew1298,2015,IDFA,Panorama
idfnew1299,idfnew1299,2015,IDFA,Masters
idfnew13,idfnew13,2011,IDFA,Paradocs
idfnew130,idfnew130,2011,IDFA,IDFA Competition for Dutch Documentary
idfnew1300,idfnew1300,2015,IDFA,Best of Fests
idfnew1301,idfnew1301,2015,IDFA,Top 10
idfnew1302,idfnew1302,2015,IDFA,Music Documentary
idfnew1304,idfnew1304,2015,IDFA,IDFA Competition for First Appearance
idfnew1305,idfnew1305,2015,IDFA,IDFA DocLab Competition for Digital Storytelling
idfnew1306,idfnew1306,2015,IDFA,Best of Fests
idfnew1307,idfnew1307,2015,IDFA,Dutch Docs '65-'90 and Their Shadows
idfnew1308,idfnew1308,2015,IDFA,IDFA Competition for Dutch Documentary
idfnew1309,idfnew1309,2015,IDFA,Paradocs: Amsterdam Art Weekend at IDFA
idfnew131,idfnew131,2011,IDFA,Panorama
idfnew1311,idfnew1311,2016,IDFA,Top 10
idfnew1312,idfnew1312,2016,IDFA,IDFA Competition for Kids & Docs
idfnew1313,idfnew1313,2016,IDFA,
idfnew1314,idfnew1314,2016,IDFA,Panorama
idfnew1315,idfnew1315,2016,IDFA,IDFA Competition for Mid-Length Documentary
idfnew1316,idfnew1316,2016,IDFA,IDFA Competition for Dutch Documentary
idfnew1317,idfnew1317,2016,IDFA,Shifting Perspectives
idfnew1318,idfnew1318,2016,IDFA,Top 10
idfnew1319,idfnew1319,2016,IDFA,IDFA Competition for First Appearance
idfnew132,idfnew132,2011,IDFA,Panorama
idfnew1320,idfnew1320,2016,IDFA,The Quiet Eye
idfnew1321,idfnew1321,2016,IDFA,IDFA Competition for Dutch Documentary
idfnew1322,idfnew1322,2016,IDFA,Shifting Perspectives
idfnew1323,idfnew1323,2016,IDFA,
idfnew1324,idfnew1324,2016,IDFA,Best of Fests
idfnew1326,idfnew1326,2016,IDFA,Panorama
idfnew1327,idfnew1327,2016,IDFA,Panorama
idfnew1328,idfnew1328,2016,IDFA,The Quiet Eye
idfnew133,idfnew133,2011,IDFA,Panorama
idfnew1330,idfnew1330,2016,IDFA,Paradocs
idfnew1331,idfnew1331,2016,IDFA,IDFA Competition for First Appearance
idfnew1332,idfnew1332,2016,IDFA,Paradocs: Amsterdam Art Weekend at IDFA
idfnew1333,idfnew1333,2016,IDFA,IDFA Competition for Feature-Length Documentary
idfnew1334,idfnew1334,2016,IDFA,IDFA Competition for First Appearance
idfnew1335,idfnew1335,2016,IDFA,Best of Fests
idfnew1337,idfnew1337,2016,IDFA,IDFA Competition for First Appearance
idfnew1338,idfnew1338,2016,IDFA,IDFA Competition for First Appearance
idfnew134,idfnew134,2011,IDFA,Retrospective: Steve James
idfnew1342,idfnew1342,2016,IDFA,Best of Fests
idfnew1343,idfnew1343,2016,IDFA,IDFA Competition for Kids & Docs
idfnew1344,idfnew1344,2016,IDFA,IDFA Competition for Mid-Length Documentary
idfnew1345,idfnew1345,2016,IDFA,Paradocs: Amsterdam Art Weekend at IDFA
idfnew1346,idfnew1346,2016,IDFA,IDFA Competition for Feature-Length Documentary
idfnew1347,idfnew1347,2016,IDFA,Best of Fests
idfnew1348,idfnew1348,2016,IDFA,DocLab: Elastic Reality
idfnew135,idfnew135,2011,IDFA,IDFA DocLab Competition for Digital Storytelling
idfnew1350,idfnew1350,2016,IDFA,IDFA Competition for Kids & Docs
frnew851,idfnew1351,2016,FRAMELINE,Documentary
idfnew1351,idfnew1351,2016,IDFA,Panorama
idfnew1352,idfnew1352,2016,IDFA,Panorama
idfnew1355,idfnew1355,2016,IDFA,IDFA Competition for Student Documentary
idfnew1356,idfnew1356,2016,IDFA,IDFA Competition for Student Documentary
idfnew1357,idfnew1357,2016,IDFA,IDFA Competition for Mid-Length Documentary
idfnew1358,idfnew1358,2016,IDFA,IDFA Competition for Mid-Length Documentary
idfnew1359,idfnew1359,2016,IDFA,Best of Fests
idfnew136,idfnew136,2011,IDFA,IDFA Competition for Green Screen Documentary
idfnew1360,idfnew1360,2016,IDFA,Panorama
idfnew1361,idfnew1361,2016,IDFA,Top 10
idfnew1362,idfnew1362,2016,IDFA,Music Documentary
idfnew1363,idfnew1363,2016,IDFA,Paradocs
idfnew1364,idfnew1364,2016,IDFA,IDFA Competition for Kids & Docs
idfnew1365,idfnew1365,2016,IDFA,Panorama
idfnew1366,idfnew1366,2016,IDFA,Panorama
idfnew1367,idfnew1367,2016,IDFA,IDFA Competition for Dutch Documentary
idfnew1368,idfnew1368,2016,IDFA,IDFA Competition for Student Documentary
idfnew1369,idfnew1369,2016,IDFA,Shifting Perspectives
idfnew137,idfnew137,2011,IDFA,Paradocs
idfnew1370,idfnew1370,2016,IDFA,The Quiet Eye
idfnew1372,idfnew1372,2016,IDFA,Panorama
idfnew1374,idfnew1374,2016,IDFA,IDFA Competition for Student Documentary
idfnew1376,idfnew1376,2016,IDFA,IDFA Competition for First Appearance
idfnew1378,idfnew1378,2016,IDFA,Best of Fests
idfnew1379,idfnew1379,2016,IDFA,Music Documentary
idfnew138,idfnew138,2011,IDFA,IDFA Competition for Dutch Documentary
frnew312,idfnew138,2012,FRAMELINE,Doc
idfnew1380,idfnew1380,2016,IDFA,Panorama
idfnew1381,idfnew1381,2016,IDFA,Paradocs: Amsterdam Art Weekend at IDFA
idfnew1382,idfnew1382,2016,IDFA,Paradocs
idfnew1385,idfnew1385,2016,IDFA,Top 10
idfnew1386,idfnew1386,2016,IDFA,IDFA Competition for Dutch Documentary
idfnew1387,idfnew1387,2016,IDFA,Music Documentary
idfnew139,idfnew139,2011,IDFA,Cinema do Brasil
idfnew1391,idfnew1391,2016,IDFA,Masters
idfnew1392,idfnew1392,2016,IDFA,Top 10
idfnew1393,idfnew1393,2016,IDFA,Panorama
idfnew1395,idfnew1395,2016,IDFA,Best of Fests
idfnew1396,idfnew1396,2016,IDFA,IDFA Competition for Feature-Length Documentary
idfnew1397,idfnew1397,2016,IDFA,Panorama
idfnew1399,idfnew1399,2016,IDFA,Shifting Perspectives
idfnew14,idfnew14,2011,IDFA,Retrospective: Steve James
idfnew140,idfnew140,2011,IDFA,IDFA Competition for First Appearance
idfnew1400,idfnew1400,2016,IDFA,Panorama
idfnew1401,idfnew1401,2016,IDFA,Masters
idfnew1403,idfnew1403,2016,IDFA,IDFA DocLab Competition for Digital Storytelling
idfnew1405,idfnew1405,2016,IDFA,Music Documentary
idfnew1407,idfnew1407,2016,IDFA,IDFA Competition for Mid-Length Documentary
idfnew1408,idfnew1408,2016,IDFA,IDFA Competition for Mid-Length Documentary
idfnew1409,idfnew1409,2016,IDFA,Panorama
idfnew1410,idfnew1410,2016,IDFA,Best of Fests
idfnew1411,idfnew1411,2016,IDFA,IDFA Competition for Feature-Length Documentary
idfnew1414,idfnew1414,2016,IDFA,Top 10
idfnew1415,idfnew1415,2016,IDFA,Top 10
idfnew1416,idfnew1416,2016,IDFA,IDFA Competition for Student Documentary
N1700441,idfnew1416,2017,CLERMONT-FERRAND,National
idfnew1417,idfnew1417,2016,IDFA,IDFA Competition for Mid-Length Documentary
idfnew1418,idfnew1418,2016,IDFA,IDFA Competition for Feature-Length Documentary
idfnew142,idfnew142,2011,IDFA,IDFA Competition for Music Documentary
idfnew1420,idfnew1420,2016,IDFA,Panorama
idfnew1421,idfnew1421,2016,IDFA,IDFA Competition for Mid-Length Documentary
idfnew1422,idfnew1422,2016,IDFA,Music Documentary
idfnew1423,idfnew1423,2016,IDFA,Paradocs: Amsterdam Art Week at IDFA
idfnew1424,idfnew1424,2016,IDFA,Paradocs: Amsterdam Art Week at IDFA
idfnew1426,idfnew1426,2016,IDFA,Top 10
idfnew1427,idfnew1427,2016,IDFA,Panorama
idfnew1428,idfnew1428,2016,IDFA,Retrospective: Sergei Loznitsa
idfnew1429,idfnew1429,2016,IDFA,Panorama
idfnew143,idfnew143,2011,IDFA,IDFA Competition for Student Documentary
idfnew1430,idfnew1430,2016,IDFA,Music Documentary
idfnew1431,idfnew1431,2016,IDFA,Panorama
idfnew1432,idfnew1432,2016,IDFA,Best of Fests
idfnew1433,idfnew1433,2016,IDFA,The Quiet Eye
idfnew1434,idfnew1434,2016,IDFA,IDFA Competition for Feature-Length Documentary
idfnew1435,idfnew1435,2016,IDFA,Best of Fests
idfnew1436,idfnew1436,2016,IDFA,IDFA Competition for Mid-Length Documentary
idfnew1437,idfnew1437,2016,IDFA,Best of Fests
idfnew1438,idfnew1438,2016,IDFA,Top 10
idfnew1439,idfnew1439,2016,IDFA,Shifting Perspectives
idfnew144,idfnew144,2011,IDFA,Kids & Docs
idfnew1440,idfnew1440,2016,IDFA,IDFA Competition for Kids & Docs
idfnew1441,idfnew1441,2016,IDFA,IDFA Competition for Feature-Length Documentary
idfnew1443,idfnew1443,2016,IDFA,Best of Fests
idfnew1445,idfnew1445,2016,IDFA,Shifting Perspectives
idfnew1446,idfnew1446,2016,IDFA,Paradocs
idfnew1447,idfnew1447,2016,IDFA,IDFA Competition for Feature-Length Documentary
idfnew1448,idfnew1448,2016,IDFA,IDFA Competition for Feature-Length Documentary
idfnew1449,idfnew1449,2016,IDFA,Best of Fests
idfnew1450,idfnew1450,2016,IDFA,Paradocs: Amsterdam Art Week at IDFA
idfnew1451,idfnew1451,2016,IDFA,IDFA Competition for Student Documentary
idfnew1452,idfnew1452,2016,IDFA,Panorama
idfnew1453,idfnew1453,2016,IDFA,Panorama
idfnew1454,idfnew1454,2016,IDFA,IDFA Competition for Student Documentary
idfnew1457,idfnew1457,2016,IDFA,IDFA Junior
idfnew1458,idfnew1458,2016,IDFA,Masters
I1402668,idfnew1459,2014,CLERMONT-FERRAND,Labo
idfnew1459,idfnew1459,2016,IDFA,DocLab: Elastic Reality
idfnew146,idfnew146,2011,IDFA,Kids & Docs
idfnew1460,idfnew1460,2016,IDFA,Paradocs
idfnew1461,idfnew1461,2016,IDFA,IDFA Competition for Feature-Length Documentary
idfnew1462,idfnew1462,2016,IDFA,Shifting Perspectives
idfnew1463,idfnew1463,2016,IDFA,Best of Fests
idfnew1464,idfnew1464,2016,IDFA,Panorama
idfnew1465,idfnew1465,2016,IDFA,IDFA Competition for Student Documentary
idfnew1466,idfnew1466,2016,IDFA,IDFA Competition for Dutch Documentary
idfnew1467,idfnew1467,2016,IDFA,IDFA Competition for Student Documentary
idfnew1469,idfnew1469,2016,IDFA,IDFA Competition for First Appearance
idfnew147,idfnew147,2011,IDFA,IDFA DocLab Competition for Digital Storytelling
idfnew1470,idfnew1470,2016,IDFA,IDFA Competition for First Appearance
idfnew1471,idfnew1471,2016,IDFA,Panorama
idfnew1472,idfnew1472,2016,IDFA,Masters
idfnew1473,idfnew1473,2016,IDFA,Paradocs
idfnew1474,idfnew1474,2016,IDFA,Paradocs: Amsterdam Art Week at IDFA
idfnew1476,idfnew1476,2016,IDFA,IDFA Competition for Dutch Documentary
idfnew1479,idfnew1479,2016,IDFA,Retrospective: Sergei Loznitsa
idfnew148,idfnew148,2011,IDFA,Cinema do Brasil
idfnew1480,idfnew1480,2016,IDFA,Best of Fests
idfnew1481,idfnew1481,2016,IDFA,IDFA Competition for Student Documentary
idfnew1482,idfnew1482,2016,IDFA,Best of Fests
idfnew1483,idfnew1483,2016,IDFA,IDFA Competition for First Appearance
idfnew1484,idfnew1484,2016,IDFA,Retrospective: Sergei Loznitsa
idfnew1485,idfnew1485,2016,IDFA,Music Documentary
idfnew1486,idfnew1486,2016,IDFA,Best of Fests
idfnew1488,idfnew1488,2016,IDFA,Panorama
idfnew1489,idfnew1489,2016,IDFA,Panorama
idfnew149,idfnew149,2011,IDFA,Masters
idfnew1490,idfnew1490,2016,IDFA,Best of Fests
idfnew1492,idfnew1492,2016,IDFA,IDFA Competition for First Appearance
idfnew1493,idfnew1493,2016,IDFA,Best of Fests
idfnew1494,idfnew1494,2016,IDFA,Paradocs: Amsterdam Art Week at IDFA
idfnew1495,idfnew1495,2016,IDFA,Best of Fests
idfnew1496,idfnew1496,2016,IDFA,The Quiet Eye
idfnew1497,idfnew1497,2016,IDFA,Panorama
idfnew1498,idfnew1498,2016,IDFA,Music Documentary
idfnew1499,idfnew1499,2016,IDFA,Panorama
idfnew15,idfnew15,2011,IDFA,IDFA Competition for Feature-Length Documentary
idfnew150,idfnew150,2011,IDFA,Panorama
idfnew1500,idfnew1500,2016,IDFA,Panorama
idfnew1501,idfnew1501,2016,IDFA,Panorama
idfnew1502,idfnew1502,2016,IDFA,IDFA Competition for Mid-Length Documentary
idfnew1503,idfnew1503,2016,IDFA,Panorama
idfnew1505,idfnew1505,2016,IDFA,Paradocs
idfnew1506,idfnew1506,2016,IDFA,IDFA DocLab Competition for Digital Storytelling
idfnew1507,idfnew1507,2016,IDFA,Panorama
idfnew1508,idfnew1508,2016,IDFA,The Quiet Eye
frnew932,idfnew1509,2016,FRAMELINE,Documentary
idfnew1509,idfnew1509,2016,IDFA,Best of Fests
idfnew1510,idfnew1510,2016,IDFA,IDFA Competition for Kids & Docs
idfnew1511,idfnew1511,2016,IDFA,IDFA Competition for Feature-Length Documentary
idfnew1512,idfnew1512,2016,IDFA,IDFA Competition for First Appearance
idfnew1513,idfnew1513,2016,IDFA,IDFA Junior
idfnew1514,idfnew1514,2016,IDFA,IDFA Competition for Student Documentary
idfnew1515,idfnew1515,2016,IDFA,The Quiet Eye
idfnew1517,idfnew1517,2016,IDFA,Panorama
idfnew1518,idfnew1518,2016,IDFA,Masters
idfnew152,idfnew152,2011,IDFA,Panorama
idfnew1520,idfnew1520,2016,IDFA,Paradocs
idfnew1522,idfnew1522,2016,IDFA,IDFA Competition for Dutch Documentary
idfnew1523,idfnew1523,2016,IDFA,Shifting Perspectives
idfnew1526,idfnew1526,2016,IDFA,IDFA Competition for Dutch Documentary
idfnew1528,idfnew1528,2016,IDFA,Panorama
idfnew1529,idfnew1529,2016,IDFA,Best of Fests
idfnew153,idfnew153,2011,IDFA,Panorama
idfnew1530,idfnew1530,2016,IDFA,Panorama
idfnew1531,idfnew1531,2016,IDFA,IDFA Competition for First Appearance
idfnew1532,idfnew1532,2016,IDFA,IDFA Competition for Feature-Length Documentary
idfnew1533,idfnew1533,2016,IDFA,Masters
idfnew1535,idfnew1535,2016,IDFA,IDFA Competition for Feature-Length Documentary
idfnew1536,idfnew1536,2016,IDFA,Panorama
idfnew1537,idfnew1537,2016,IDFA,Paradocs: Amsterdam Art Week at IDFA
idfnew1539,idfnew1539,2016,IDFA,IDFA Competition for Mid-Length Documentary
idfnew1540,idfnew1540,2016,IDFA,Best of Fests
idfnew1541,idfnew1541,2016,IDFA,Music Documentary
idfnew1542,idfnew1542,2016,IDFA,IDFA Junior
idfnew1543,idfnew1543,2016,IDFA,Panorama
idfnew1545,idfnew1545,2016,IDFA,Paradocs: Amsterdam Art Week at IDFA
idfnew1546,idfnew1546,2016,IDFA,Panorama
idfnew1547,idfnew1547,2016,IDFA,Retrospective: Sergei Loznitsa
idfnew1548,idfnew1548,2016,IDFA,Panorama
idfnew1549,idfnew1549,2016,IDFA,Panorama
idfnew1550,idfnew1550,2016,IDFA,Panorama
idfnew1551,idfnew1551,2016,IDFA,Music Documentary
idfnew1552,idfnew1552,2016,IDFA,Masters
idfnew1553,idfnew1553,2016,IDFA,IDFA DocLab Competition for Digital Storytelling
idfnew1554,idfnew1554,2016,IDFA,IDFA Competition for Mid-Length Documentary
idfnew1555,idfnew1555,2016,IDFA,Masters
idfnew1556,idfnew1556,2016,IDFA,IDFA Competition for First Appearance
idfnew1557,idfnew1557,2016,IDFA,Panorama
idfnew1559,idfnew1559,2016,IDFA,Best of Fests
idfnew156,idfnew156,2011,IDFA,IDFA Competition for Dutch Documentary
idfnew1560,idfnew1560,2016,IDFA,Top 10
idfnew1562,idfnew1562,2016,IDFA,IDFA Competition for Kids & Docs
idfnew1565,idfnew1565,2016,IDFA,Paradocs
idfnew1566,idfnew1566,2016,IDFA,Panorama
idfnew1567,idfnew1567,2016,IDFA,IDFA Competition for Mid-Length Documentary
idfnew1568,idfnew1568,2016,IDFA,Shifting Perspectives
idfnew1569,idfnew1569,2016,IDFA,Best of Fests
idfnew157,idfnew157,2011,IDFA,Masters
idfnew1570,idfnew1570,2016,IDFA,Panorama
idfnew1571,idfnew1571,2016,IDFA,IDFA Competition for Student Documentary
idfnew1572,idfnew1572,2016,IDFA,The Quiet Eye
idfnew1574,idfnew1574,2016,IDFA,IDFA DocLab Competition for Digital Storytelling
idfnew1575,idfnew1575,2016,IDFA,IDFA Competition for Dutch Documentary
idfnew1576,idfnew1576,2016,IDFA,Panorama
idfnew1577,idfnew1577,2016,IDFA,IDFA Competition for First Appearance
idfnew1578,idfnew1578,2016,IDFA,Shifting Perspectives
idfnew1579,idfnew1579,2016,IDFA,IDFA Competition for Dutch Documentary
idfnew158,idfnew158,2011,IDFA,IDFA Competition for Dutch Documentary
idfnew1580,idfnew1580,2016,IDFA,Music Documentary
idfnew1581,idfnew1581,2016,IDFA,Music Documentary
idfnew1582,idfnew1582,2016,IDFA,Best of Fests
idfnew1583,idfnew1583,2016,IDFA,Paradocs
idfnew1584,idfnew1584,2016,IDFA,Panorama
idfnew1585,idfnew1585,2016,IDFA,Panorama
idfnew1586,idfnew1586,2016,IDFA,Paradocs: Amsterdam Art Week at IDFA
idfnew1587,idfnew1587,2016,IDFA,IDFA Competition for Feature-Length Documentary
idfnew1589,idfnew1589,2016,IDFA,IDFA Competition for Kids & Docs
idfnew159,idfnew159,2011,IDFA,Panorama
idfnew1590,idfnew1590,2016,IDFA,IDFA Competition for Student Documentary
idfnew1591,idfnew1591,2016,IDFA,Music Documentary
idfnew1593,idfnew1593,2016,IDFA,IDFA Competition for First Appearance
idfnew1595,idfnew1595,2016,IDFA,Best of Fests
idfnew1597,idfnew1597,2016,IDFA,IDFA Competition for Kids & Docs
idfnew1598,idfnew1598,2016,IDFA,Masters
idfnew1599,idfnew1599,2016,IDFA,IDFA Competition for Mid-Length Documentary
idfnew16,idfnew16,2011,IDFA,IDFA Competition for Music Documentary
idfnew160,idfnew160,2011,IDFA,Panorama
idfnew1600,idfnew1600,2016,IDFA,Paradocs: Amsterdam Art Week at IDFA
idfnew1601,idfnew1601,2016,IDFA,Panorama
idfnew1602,idfnew1602,2016,IDFA,Paradocs: Amsterdam Art Week at IDFA
idfnew1603,idfnew1603,2016,IDFA,Panorama
idfnew1604,idfnew1604,2016,IDFA,IDFA Competiton for Feature-Length Documentary
idfnew1605,idfnew1605,2016,IDFA,Panorama
idfnew1606,idfnew1606,2016,IDFA,IDFA Competition for Dutch Documentary
idfnew1607,idfnew1607,2016,IDFA,Panorama
idfnew161,idfnew161,2011,IDFA,IDFA Competition for Student Documentary
idfnew1611,idfnew1611,2017,IDFA,DocLab: Uncharted Rituals
idfnew1612,idfnew1612,2017,IDFA,Masters
idfnew1614,idfnew1614,2017,IDFA,IDFA Competition for Feature-Length Documentary
idfnew1615,idfnew1615,2017,IDFA,Best of Fests
idfnew1616,idfnew1616,2017,IDFA,Paradocs
idfnew1617,idfnew1617,2017,IDFA,Shifting Perspectives: The Arab World
idfnew1618,idfnew1618,2017,IDFA,IDFA Junior
idfnew1619,idfnew1619,2017,IDFA,Masters
idfnew162,idfnew162,2011,IDFA,Panorama
idfnew1621,idfnew1621,2017,IDFA,IDFA Competition for Dutch Documentary
idfnew1622,idfnew1622,2017,IDFA,IDFA DocLab Competition for Digital Storytelling
idfnew1623,idfnew1623,2017,IDFA,IDFA Competition for Feature-Length Documentary
idfnew1625,idfnew1625,2017,IDFA,Masters
idfnew1626,idfnew1626,2017,IDFA,IDFA School Program
idfnew1627,idfnew1627,2017,IDFA,The Visual Voice
idfnew1628,idfnew1628,2017,IDFA,Panorama
idfnew1629,idfnew1629,2017,IDFA,IDFA Competition for Feature-Length Documentary
idfnew163,idfnew163,2011,IDFA,Kids & Docs
idfnew1630,idfnew1630,2017,IDFA,IDFA Competition for Dutch Documentary
idfnew1631,idfnew1631,2017,IDFA,IDFA Competition for Feature-Length Documentary
idfnew1632,idfnew1632,2017,IDFA,Music Documentary
idfnew1634,idfnew1634,2017,IDFA,IDFA Competition for Kids & Docs
idfnew1635,idfnew1635,2017,IDFA,Best of Fests
idfnew1636,idfnew1636,2017,IDFA,Panorama
idfnew1637,idfnew1637,2017,IDFA,IDFA Competition for Student Documentary
idfnew1638,idfnew1638,2017,IDFA,IDFA Competition for Short Documentary
idfnew1639,idfnew1639,2017,IDFA,Best of Fests
idfnew164,idfnew164,2011,IDFA,IDFA Competition for First Appearance
idfnew1641,idfnew1641,2017,IDFA,Camera in Focus
idfnew1642,idfnew1642,2017,IDFA,IDFA Competition for Mid-Length Documentary
idfnew1643,idfnew1643,2017,IDFA,Paradocs: Amsterdam Art Weekend at IDFA
idfnew1644,idfnew1644,2017,IDFA,IDFA Competition for Mid-Length Documentary
idfnew1645,idfnew1645,2017,IDFA,Panorama
idfnew1646,idfnew1646,2017,IDFA,Best of Fests
idfnew1647,idfnew1647,2017,IDFA,Music Documentary
idfnew1649,idfnew1649,2017,IDFA,Panorama
idfnew165,idfnew165,2011,IDFA,Best of Fests
idfnew1650,idfnew1650,2017,IDFA,IDFA Competition for Mid-Length Documentary
idfnew1651,idfnew1651,2017,IDFA,IDFA DocLab Competition for Digital Storytelling
idfnew1652,idfnew1652,2017,IDFA,Paradocs
idfnew1656,idfnew1656,2017,IDFA,Panorama
idfnew1657,idfnew1657,2017,IDFA,Panorama
idfnew1658,idfnew1658,2017,IDFA,Music Documentary
idfnew1659,idfnew1659,2017,IDFA,The Visual Voice
idfnew166,idfnew166,2011,IDFA,Best of Fests
idfnew1661,idfnew1661,2017,IDFA,IDFA Competition for Student Documentary
idfnew1663,idfnew1663,2017,IDFA,IDFA Junior
idfnew1665,idfnew1665,2017,IDFA,Masters
idfnew1666,idfnew1666,2017,IDFA,Shifting Perspectives: The Arab World
idfnew1667,idfnew1667,2017,IDFA,Best of Fests
idfnew1668,idfnew1668,2017,IDFA,Shifting Perspectives: The Arab World
idfnew1669,idfnew1669,2017,IDFA,Music Documentary
idfnew167,idfnew167,2011,IDFA,Best of Fests
idfnew1671,idfnew1671,2017,IDFA,Masters
idfnew1674,idfnew1674,2017,IDFA,The Visual Voice
idfnew1675,idfnew1675,2017,IDFA,IDFA DocLab Competition for Immersive Non-Fiction
idfnew1676,idfnew1676,2017,IDFA,IDFA Competition for Student Documentary
idfnew1678,idfnew1678,2017,IDFA,Best of Fests
idfnew1679,idfnew1679,2017,IDFA,IDFA Competition for Dutch Documentary
idfnew168,idfnew168,2011,IDFA,IDFA Competition for Music Documentary
idfnew1680,idfnew1680,2017,IDFA,IDFA School Program
idfnew1681,idfnew1681,2017,IDFA,IDFA Competition for First Appearance
idfnew1682,idfnew1682,2017,IDFA,IDFA DocLab Competition for Digital Storytelling
idfnew1684,idfnew1684,2017,IDFA,Camera in Focus
idfnew1686,idfnew1686,2017,IDFA,Best of Fests
idfnew1687,idfnew1687,2017,IDFA,Panorama
idfnew1688,idfnew1688,2017,IDFA,Best of Fests
idfnew1689,idfnew1689,2017,IDFA,Paradocs: Amsterdam Art Weekend at IDFA
idfnew169,idfnew169,2011,IDFA,IDFA Competition for First Appearance
idfnew1690,idfnew1690,2017,IDFA,Best of Fests
idfnew1691,idfnew1691,2017,IDFA,Paradocs
idfnew1693,idfnew1693,2017,IDFA,Music Documentary
idfnew1696,idfnew1696,2017,IDFA,DocLab: Uncharted Rituals
idfnew1697,idfnew1697,2017,IDFA,Paradocs: Amsterdam Art Weekend at IDFA
idfnew1699,idfnew1699,2017,IDFA,IDFA Competition for Dutch Documentary
idfnew17,idfnew17,2011,IDFA,Panorama
idfnew170,idfnew170,2011,IDFA,IDFA Competition for Music Documentary
idfnew1700,idfnew1700,2017,IDFA,Best of Fests
idfnew1701,idfnew1701,2017,IDFA,IDFA Competition for Student Documentary
idfnew1702,idfnew1702,2017,IDFA,IDFA Competition for Short Documentary
idfnew1703,idfnew1703,2017,IDFA,IDFA Competition for Short Documentary
idfnew1704,idfnew1704,2017,IDFA,IDFA School Program
idfnew1705,idfnew1705,2017,IDFA,Best of Fests
idfnew1706,idfnew1706,2017,IDFA,IDFA Competition for Dutch Documentary
idfnew1708,idfnew1708,2017,IDFA,IDFA Competition for Feature-Length Documentary
idfnew1709,idfnew1709,2017,IDFA,IDFA DocLab Competition for Immersive Non-Fiction
idfnew171,idfnew171,2011,IDFA,Panorama
idfnew1710,idfnew1710,2017,IDFA,Panorama
idfnew1711,idfnew1711,2017,IDFA,Masters
idfnew1712,idfnew1712,2017,IDFA,IDFA Competition for Short Documentary
idfnew1713,idfnew1713,2017,IDFA,IDFA Competition for First Appearance
idfnew1714,idfnew1714,2017,IDFA,Panorama
idfnew1715,idfnew1715,2017,IDFA,Music Documentary
idfnew1716,idfnew1716,2017,IDFA,Shifting Perspectives: The Arab World
idfnew1717,idfnew1717,2017,IDFA,IDFA DocLab Competition for Immersive Non-Fiction
idfnew1718,idfnew1718,2017,IDFA,The Visual Voice
idfnew1720,idfnew1720,2017,IDFA,IDFA Competition for Short Documentary
idfnew1721,idfnew1721,2017,IDFA,Masters
idfnew1722,idfnew1722,2017,IDFA,IDFA Competition for Student Documentary
idfnew1723,idfnew1723,2017,IDFA,Best of Fests
idfnew1726,idfnew1726,2017,IDFA,IDFA DocLab Competition for Immersive Non-Fiction
idfnew1727,idfnew1727,2017,IDFA,Paradocs
idfnew1728,idfnew1728,2017,IDFA,Music Documentary
idfnew1729,idfnew1729,2017,IDFA,IDFA Competition for Student Documentary
idfnew173,idfnew173,2011,IDFA,IDFA Competition for Student Documentary
idfnew1730,idfnew1730,2017,IDFA,IDFA Competition for First Appearance
idfnew1733,idfnew1733,2017,IDFA,Masters
idfnew1735,idfnew1735,2017,IDFA,IDFA Competition for Feature-Length Documentary
idfnew1736,idfnew1736,2017,IDFA,IDFA Competition for Dutch Documentary
idfnew1737,idfnew1737,2017,IDFA,Best of Fests
idfnew1738,idfnew1738,2017,IDFA,IDFA Competition for First Appearance
idfnew1739,idfnew1739,2017,IDFA,Masters
idfnew174,idfnew174,2011,IDFA,IDFA Competition for Feature-Length Documentary
idfnew1740,idfnew1740,2017,IDFA,Top 10
idfnew1741,idfnew1741,2017,IDFA,IDFA DocLab for Digital Storytellin
idfnew1743,idfnew1743,2017,IDFA,IDFA School Program
idfnew1744,idfnew1744,2017,IDFA,IDFA Competition for Short Documentary
