film.id,unique.id,sample.year,fest,fest.sect,imdb.id,title.mixed,prod.year,length.min,length,prod.country.1.en,prod.country.2.en,prod.country.3.en,prod.country.4.en,prod.country.5.en,prod.country.6.en,prod.country.7.en,regions.mena,regions.africa,regions.asia,regions.na,regions.eu,regions.la,regions.ocean,director.1,director.2,director.3,director.4,director.5,director.6,director.7,director.8,director.9,director.10,director.11,director.12,director.13,director.14,director.15,director.16,director.17,director.18,director.19,director.20,director.21,director.22,director.23,director.24,director.25,director.26,animt,doc,exp,fict,lgbtq,imdb.fest,retro.fest.sect,competition,genre,fest.first,fest.sect.first,sample.year.first,fest.show.delay.3year.and.more
idfnew1312,idfnew1312,2016,IDFA,IDFA Competition for Kids & Docs,,1minute nature,2016.0,4.0,40 min. or shorter,Netherlands,,,,,,,0,0,0,0,1,0,0,Stefanie Visjager,Katinka Baehr,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,0,0,1,other documentary,IDFA,IDFA Competition for Kids & Docs,2016,0.0
idfnew1313,idfnew1313,2016,IDFA,,tt7956450,2brothers,2010.0,15.0,40 min. or shorter,Netherlands,,,,,,,0,0,0,0,1,0,0,Hilt Lochten,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,,2016,1.0
idfnew1314,idfnew1314,2016,IDFA,Panorama,tt6279726,4.1 miles,2016.0,22.0,40 min. or shorter,United States,,,,,,,0,0,0,1,0,0,0,Daphne Matziaraki,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Panorama,2016,0.0
idfnew1315,idfnew1315,2016,IDFA,IDFA Competition for Mid-Length Documentary,tt6039720,a bastard child,2016.0,57.0,41 min. or longer,Sweden,Norway,,,,,,0,0,0,0,1,0,0,Knutte Wester,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,other films,1,0,1,animation documentary,IDFA,IDFA Competition for Mid-Length Documentary,2016,0.0
idfnew1316,idfnew1316,2016,IDFA,IDFA Competition for Dutch Documentary,tt6883800,a greek winter,2016.0,70.0,41 min. or longer,Netherlands,,,,,,,0,0,0,0,1,0,0,Ingeborg Jansen,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,1,other documentary,IDFA,IDFA Competition for Dutch Documentary,2016,0.0
idfnew1317,idfnew1317,2016,IDFA,Shifting Perspectives,,a letter to nelson mandela,2013.0,85.0,41 min. or longer,South Africa,Germany,,,,,,0,1,0,0,1,0,0,Khalo Matabane,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,0,0,0,other documentary,IDFA,Shifting Perspectives,2016,1.0
idfnew1318,idfnew1318,2016,IDFA,Top 10,tt0171863,a little monastery in tuscany,1988.0,54.0,41 min. or longer,France,,,,,,,0,0,0,0,1,0,0,Otar Iosseliani,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Top 10,2016,1.0
idfnew1319,idfnew1319,2016,IDFA,IDFA Competition for First Appearance,tt7713306,a memory in three acts,2016.0,64.0,41 min. or longer,Mozambique,,,,,,,0,1,0,0,0,0,0,Inadelso Cossa,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,1,other documentary,IDFA,IDFA Competition for First Appearance,2016,0.0
idfnew132,idfnew132,2011,IDFA,Panorama,,hold on tight - de dijk,2011.0,83.0,41 min. or longer,Netherlands,,,,,,,0,0,0,0,1,0,0,Suzanne Raes,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,0,0,0,other documentary,IDFA,Panorama,2011,0.0
idfnew1320,idfnew1320,2016,IDFA,The Quiet Eye,tt5259560,a place called lloyd,2015.0,80.0,41 min. or longer,Denmark,,,,,,,0,0,0,0,1,0,0,Sebastian Cordes,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,The Quiet Eye,2016,0.0
idfnew1321,idfnew1321,2016,IDFA,IDFA Competition for Dutch Documentary,tt6347308,a quiet place,2016.0,81.0,41 min. or longer,Netherlands,,,,,,,0,0,0,0,1,0,0,Sjoerd Oostrik,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,1,other documentary,IDFA,IDFA Competition for Dutch Documentary,2016,0.0
idfnew1322,idfnew1322,2016,IDFA,Shifting Perspectives,tt0254844,a trip to the country,2000.0,75.0,41 min. or longer,Cameroon,France,Germany,,,,,0,1,0,0,1,0,0,Jean-Marie Teno,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Shifting Perspectives,2016,1.0
idfnew1323,idfnew1323,2016,IDFA,,,a year without my parents,2015.0,20.0,40 min. or shorter,Netherlands,,,,,,,0,0,0,0,1,0,0,Els van Driel,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,0,0,0,other documentary,IDFA,,2016,0.0
idfnew1324,idfnew1324,2016,IDFA,Best of Fests,tt5938418,a young girl in her nineties,2016.0,85.0,41 min. or longer,France,,,,,,,0,0,0,0,1,0,0,Valeria Bruni Tedeschi,Yann Coridian,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Best of Fests,2016,0.0
idfnew1326,idfnew1326,2016,IDFA,Panorama,tt6634904,abandoned land,2016.0,73.0,41 min. or longer,Belgium,,,,,,,0,0,0,0,1,0,0,Gilles Laurent,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Panorama,2016,0.0
idfnew1327,idfnew1327,2016,IDFA,Panorama,tt6155442,ah,2016.0,104.0,41 min. or longer,Turkey,,,,,,,0,0,1,0,0,0,0,Mustafa Ünlü,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Panorama,2016,0.0
idfnew1328,idfnew1328,2016,IDFA,The Quiet Eye,tt0310612,alexei and the spring,2002.0,104.0,41 min. or longer,Japan,,,,,,,0,0,1,0,0,0,0,Seiichi Motohashi,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,The Quiet Eye,2016,1.0
idfnew133,idfnew133,2011,IDFA,Panorama,tt2556630,hollandse meesters in de 21ste eeuw,2012.0,15.0,40 min. or shorter,Netherlands,,,,,,,0,0,0,0,1,0,0,Frans Weisz,Robert Oey,Rudolf van den Berg,Barbara Makkinga,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,0,0,0,other documentary,IDFA,Panorama,2011,0.0
idfnew1330,idfnew1330,2016,IDFA,Paradocs,tt5146068,all these sleepless nights,2016.0,100.0,41 min. or longer,Poland,,,,,,,0,0,0,0,1,0,0,Michal Marczak,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Paradocs,2016,0.0
idfnew1331,idfnew1331,2016,IDFA,IDFA Competition for First Appearance,tt6132528,almost there,2016.0,83.0,41 min. or longer,Switzerland,,,,,,,0,0,0,0,1,0,0,Jacqueline Zünd,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,1,other documentary,IDFA,IDFA Competition for First Appearance,2016,0.0
idfnew1332,idfnew1332,2016,IDFA,Paradocs: Amsterdam Art Weekend at IDFA,,alter senator,2015.0,13.0,40 min. or shorter,Germany,Netherlands,,,,,,0,0,0,0,1,0,0,Willehad Eilers,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,0,0,0,other documentary,IDFA,Paradocs: Amsterdam Art Weekend at IDFA,2016,0.0
idfnew1333,idfnew1333,2016,IDFA,IDFA Competition for Feature-Length Documentary,tt6253346,amateurs in space,2016.0,90.0,41 min. or longer,Denmark,,,,,,,0,0,0,0,1,0,0,Max Kestner,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,1,other documentary,IDFA,IDFA Competition for Feature-Length Documentary,2016,0.0
idfnew1334,idfnew1334,2016,IDFA,IDFA Competition for First Appearance,tt5116402,amazona,2016.0,82.0,41 min. or longer,Colombia,,,,,,,0,0,0,0,0,1,0,Clare Weiskopf,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,1,other documentary,IDFA,IDFA Competition for First Appearance,2016,0.0
idfnew1335,idfnew1335,2016,IDFA,Best of Fests,tt6141880,ambulance,2016.0,78.0,41 min. or longer,Norway,,,,,,,0,0,0,0,1,0,0,Mohamed Jabaly,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Best of Fests,2016,0.0
idfnew1337,idfnew1337,2016,IDFA,IDFA Competition for First Appearance,tt6203844,anuktatop: the metamorphosis,2016.0,112.0,41 min. or longer,France,French Guiana,,,,,,0,0,0,0,1,0,0,Nicolas Pradal,Pierre Selvini,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,1,other documentary,IDFA,IDFA Competition for First Appearance,2016,0.0
idfnew1338,idfnew1338,2016,IDFA,IDFA Competition for First Appearance,tt7629756,areum,2016.0,93.0,41 min. or longer,South Korea,,,,,,,0,0,1,0,0,0,0,Areum Parkkang,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,1,other documentary,IDFA,IDFA Competition for First Appearance,2016,0.0
idfnew134,idfnew134,2011,IDFA,Retrospective: Steve James,tt0110057,hoop dreams,1994.0,175.0,41 min. or longer,United States,,,,,,,0,0,0,1,0,0,0,Steve James,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,1,0,other documentary,IDFA,Retrospective: Steve James,2011,1.0
idfnew1342,idfnew1342,2016,IDFA,Best of Fests,tt5329376,beware the slenderman,2016.0,114.0,41 min. or longer,United States,,,,,,,0,0,0,1,0,0,0,Irene Taylor Brodsky,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Best of Fests,2016,0.0
idfnew1343,idfnew1343,2016,IDFA,IDFA Competition for Kids & Docs,tt4586974,black sheep,2015.0,16.0,40 min. or shorter,United Kingdom,,,,,,,0,0,0,0,1,0,0,Christian Cerami,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,1,other documentary,IDFA,IDFA Competition for Kids & Docs,2016,0.0
idfnew1344,idfnew1344,2016,IDFA,IDFA Competition for Mid-Length Documentary,tt7535498,bolingo. the forest of love,2016.0,55.0,41 min. or longer,Spain,,,,,,,0,0,0,0,1,0,0,Alejandro Salgado,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,0,0,1,other documentary,IDFA,IDFA Competition for Mid-Length Documentary,2016,0.0
idfnew1345,idfnew1345,2016,IDFA,Paradocs: Amsterdam Art Weekend at IDFA,,borrowed time,2014.0,10.0,40 min. or shorter,Netherlands,,,,,,,0,0,0,0,1,0,0,Semâ Bekirovic,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,0,0,0,other documentary,IDFA,Paradocs: Amsterdam Art Weekend at IDFA,2016,0.0
idfnew1346,idfnew1346,2016,IDFA,IDFA Competition for Feature-Length Documentary,tt6273326,burning out,2016.0,85.0,41 min. or longer,Belgium,France,Switzerland,,,,,0,0,0,0,1,0,0,Jérôme le Maire,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,1,other documentary,IDFA,IDFA Competition for Feature-Length Documentary,2016,0.0
idfnew1347,idfnew1347,2016,IDFA,Best of Fests,tt5375040,cameraperson,2016.0,102.0,41 min. or longer,United States,,,,,,,0,0,0,1,0,0,0,Kirsten Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Best of Fests,2016,0.0
idfnew1348,idfnew1348,2016,IDFA,DocLab: Elastic Reality,,chameleon,2016.0,5.0,40 min. or shorter,Mexico,United Kingdom,,,,,,0,0,0,0,1,1,0,Robin McNicholas,Barney Steel,Ersin Han Ersin,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,0,0,0,other documentary,IDFA,DocLab: Elastic Reality,2016,0.0
idfnew135,idfnew135,2011,IDFA,IDFA DocLab Competition for Digital Storytelling,,hospitality,2011.0,42.0,41 min. or longer,Netherlands,,,,,,,0,0,0,0,1,0,0,Bogomir Doringer,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,0,0,1,other documentary,IDFA,IDFA DocLab Competition for Digital Storytelling,2011,0.0
idfnew1350,idfnew1350,2016,IDFA,IDFA Competition for Kids & Docs,tt6105100,che!,2016.0,14.0,40 min. or shorter,Netherlands,,,,,,,0,0,0,0,1,0,0,Elsbeth Fraanje,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,1,other documentary,IDFA,IDFA Competition for Kids & Docs,2016,0.0
frnew851,idfnew1351,2016,FRAMELINE,Documentary,tt5299014,check it,2016.0,90.0,41 min. or longer,United States,,,,,,,0,0,0,1,0,0,0,Dana Flor, Toby Oppenheimer,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,LGBT*Q films,1,0,0,other documentary,FRAMELINE,Documentary,2016,0.0
idfnew1351,idfnew1351,2016,IDFA,Panorama,tt5299014,check it,2016.0,90.0,41 min. or longer,United States,,,,,,,0,0,0,1,0,0,0,Dana Flor, Toby Oppenheimer,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,LGBT*Q films,1,0,0,other documentary,FRAMELINE,Documentary,2016,0.0
idfnew1352,idfnew1352,2016,IDFA,Panorama,tt6013920,china's van goghs,2016.0,81.0,41 min. or longer,China,Netherlands,,,,,,0,0,1,0,1,0,0,Haibo Yu,Kiki Tianqi Yu,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Panorama,2016,0.0
idfnew1355,idfnew1355,2016,IDFA,IDFA Competition for Student Documentary,tt6430180,close ties,2016.0,19.0,40 min. or shorter,Poland,,,,,,,0,0,0,0,1,0,0,Zofia Kowalewska,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,1,other documentary,IDFA,IDFA Competition for Student Documentary,2016,0.0
idfnew1356,idfnew1356,2016,IDFA,IDFA Competition for Student Documentary,tt6906114,coco cabasa,2016.0,53.0,41 min. or longer,Netherlands,,,,,,,0,0,0,0,1,0,0,Klaartje Til,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,1,other documentary,IDFA,IDFA Competition for Student Documentary,2016,0.0
idfnew1357,idfnew1357,2016,IDFA,IDFA Competition for Mid-Length Documentary,tt6609806,coeurope,2016.0,61.0,41 min. or longer,Italy,,,,,,,0,0,0,0,1,0,0,Giovanni Troilo,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,1,other documentary,IDFA,IDFA Competition for Mid-Length Documentary,2016,0.0
idfnew1358,idfnew1358,2016,IDFA,IDFA Competition for Mid-Length Documentary,tt6471638,come back free,2016.0,51.0,41 min. or longer,Estonia,,,,,,,0,0,0,0,1,0,0,Ksenia Okhapkina,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,1,other documentary,IDFA,IDFA Competition for Mid-Length Documentary,2016,0.0
idfnew1359,idfnew1359,2016,IDFA,Best of Fests,tt5966340,communion,2016.0,72.0,41 min. or longer,Poland,,,,,,,0,0,0,0,1,0,0,Anna Zamecka,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Best of Fests,2016,0.0
idfnew136,idfnew136,2011,IDFA,IDFA Competition for Green Screen Documentary,tt2011296,the hungry tide,2011.0,89.0,41 min. or longer,Australia,,,,,,,0,0,0,0,0,0,1,Tom Zubrycki,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,1,other documentary,IDFA,IDFA Competition for Green Screen Documentary,2011,0.0
idfnew1360,idfnew1360,2016,IDFA,Panorama,,connection,2016.0,18.0,40 min. or shorter,Cuba,,,,,,,0,0,0,0,0,1,0,Horizoe Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,0,0,0,other documentary,IDFA,Panorama,2016,0.0
idfnew1361,idfnew1361,2016,IDFA,Top 10,,conscience,1989.0,78.0,41 min. or longer,Ukraine,,,,,,,0,0,0,0,1,0,0,Vladimir Denisenko,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,0,0,0,other documentary,IDFA,Top 10,2016,1.0
idfnew1362,idfnew1362,2016,IDFA,Music Documentary,tt5258306,contemporary color,2016.0,96.0,41 min. or longer,United States,,,,,,,0,0,0,1,0,0,0,Turner Ross,Bill Ross,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Music Documentary,2016,0.0
idfnew1363,idfnew1363,2016,IDFA,Paradocs,tt10957128,craigslist allstars,2016.0,65.0,41 min. or longer,Finland,Netherlands,,,,,,0,0,0,0,1,0,0,Samira Elagoz,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Paradocs,2016,0.0
idfnew1364,idfnew1364,2016,IDFA,IDFA Competition for Kids & Docs,tt5144500,crowley - every cowboy needs his horse,2015.0,16.0,40 min. or shorter,Germany,,,,,,,0,0,0,0,1,0,0,Andre Hörmann,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,1,other documentary,IDFA,IDFA Competition for Kids & Docs,2016,0.0
idfnew1365,idfnew1365,2016,IDFA,Panorama,tt6337912,cucli,2016.0,17.0,40 min. or shorter,Spain,,,,,,,0,0,0,0,1,0,0,Xavier Marrades,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Panorama,2016,0.0
idfnew1366,idfnew1366,2016,IDFA,Panorama,,cuts,2016.0,70.0,41 min. or longer,Indonesia,,,,,,,0,0,1,0,0,0,0,Chairun Nissa,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,0,0,0,other documentary,IDFA,Panorama,2016,0.0
idfnew1367,idfnew1367,2016,IDFA,IDFA Competition for Dutch Documentary,tt6207394,daan's inheritance,2016.0,85.0,41 min. or longer,Netherlands,,,,,,,0,0,0,0,1,0,0,Joris Postema,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,1,other documentary,IDFA,IDFA Competition for Dutch Documentary,2016,0.0
idfnew1368,idfnew1368,2016,IDFA,IDFA Competition for Student Documentary,,daniel,2016.0,24.0,40 min. or shorter,Poland,,,,,,,0,0,0,0,1,0,0,Anastazja Dabrowska,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,0,0,1,other documentary,IDFA,IDFA Competition for Student Documentary,2016,0.0
idfnew1369,idfnew1369,2016,IDFA,Shifting Perspectives,,danton's death,2010.0,60.0,41 min. or longer,France,,,,,,,0,0,0,0,1,0,0,Alice Diop,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,0,0,0,other documentary,IDFA,Shifting Perspectives,2016,1.0
idfnew137,idfnew137,2011,IDFA,Paradocs,,hypnosis,2001.0,7.0,40 min. or shorter,Brazil,,,,,,,0,0,0,0,0,1,0,Cao Guimarães,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,0,0,0,other documentary,IDFA,Paradocs,2011,1.0
idfnew1370,idfnew1370,2016,IDFA,The Quiet Eye,tt4881208,dead slow ahead,2015.0,74.0,41 min. or longer,Spain,France,,,,,,0,0,0,0,1,0,0,Mauro Herce,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,The Quiet Eye,2016,0.0
idfnew1372,idfnew1372,2016,IDFA,Panorama,,delicate balance,2016.0,81.0,41 min. or longer,Spain,,,,,,,0,0,0,0,1,0,0,Guillermo García López,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,0,0,0,other documentary,IDFA,Panorama,2016,0.0
idfnew1374,idfnew1374,2016,IDFA,IDFA Competition for Student Documentary,tt6516212,dil leyla,2016.0,72.0,41 min. or longer,Germany,,,,,,,0,0,0,0,1,0,0,Asli Özarslan,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,1,other documentary,IDFA,IDFA Competition for Student Documentary,2016,0.0
idfnew1376,idfnew1376,2016,IDFA,IDFA Competition for First Appearance,tt6387988,dream empire,2016.0,73.0,41 min. or longer,Denmark,,,,,,,0,0,0,0,1,0,0,David Borenstein,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,1,other documentary,IDFA,IDFA Competition for First Appearance,2016,0.0
idfnew1378,idfnew1378,2016,IDFA,Best of Fests,tt5945222,dugma: the button,2016.0,58.0,41 min. or longer,Norway,,,,,,,0,0,0,0,1,0,0,Paul Salahadin Refsdal,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Best of Fests,2016,0.0
idfnew1379,idfnew1379,2016,IDFA,Music Documentary,tt5275830,eat that question - frank zappa in his own words,2016.0,90.0,41 min. or longer,Germany,France,,,,,,0,0,0,0,1,0,0,Thorsten Schütte,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Music Documentary,2016,0.0
idfnew138,idfnew138,2011,IDFA,IDFA Competition for Dutch Documentary,tt2190287,i am a woman now,2011.0,80.0,41 min. or longer,Netherlands,,,,,,,0,0,0,0,1,0,0,Michiel van Erp,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,1,other documentary,IDFA,IDFA Competition for Dutch Documentary,2011,0.0
frnew312,idfnew138,2012,FRAMELINE,Doc,tt2190287,i am a woman now,2011.0,80.0,41 min. or longer,Netherlands,,,,,,,0,0,0,0,1,0,0,Michiel van Erp,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,1,other documentary,IDFA,IDFA Competition for Dutch Documentary,2011,0.0
idfnew1380,idfnew1380,2016,IDFA,Panorama,tt6394534,el patio,2016.0,82.0,41 min. or longer,France,Chile,,,,,,0,0,0,0,1,1,0,Elvira Diaz,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Panorama,2016,0.0
idfnew1381,idfnew1381,2016,IDFA,Paradocs: Amsterdam Art Weekend at IDFA,tt5466134,establishing eden,2016.0,11.0,40 min. or shorter,Netherlands,,,,,,,0,0,0,0,1,0,0,Margit Lukacs,Persijn Broersen,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Paradocs: Amsterdam Art Weekend at IDFA,2016,0.0
idfnew1382,idfnew1382,2016,IDFA,Paradocs,tt11379478,events in a cloud chamber,2016.0,20.0,40 min. or shorter,India,,,,,,,0,0,1,0,0,0,0,Ashim Ashluwalia,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,0,0,0,other documentary,IDFA,Paradocs,2016,0.0
idfnew1385,idfnew1385,2016,IDFA,Top 10,,facing the judgement of history,1965.0,93.0,41 min. or longer,Russia,,,,,,,0,0,0,0,1,0,0,Fridrikh Ermler,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,0,0,0,other documentary,IDFA,Top 10,2016,1.0
idfnew1386,idfnew1386,2016,IDFA,IDFA Competition for Dutch Documentary,tt5927570,fallen flowers thick leaves,2016.0,85.0,41 min. or longer,Netherlands,Germany,,,,,,0,0,0,0,1,0,0,Laetitia Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,1,other documentary,IDFA,IDFA Competition for Dutch Documentary,2016,0.0
idfnew1387,idfnew1387,2016,IDFA,Music Documentary,tt4210852,far western,2016.0,82.0,41 min. or longer,United States,Japan,,,,,,0,0,1,1,0,0,0,James Payne,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Music Documentary,2016,0.0
idfnew139,idfnew139,2011,IDFA,Cinema do Brasil,tt0436784,"i am cuba, the siberian mammoth",2004.0,90.0,41 min. or longer,Brazil,,,,,,,0,0,0,0,0,1,0,Vicente Ferraz,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Cinema do Brasil,2011,1.0
idfnew1391,idfnew1391,2016,IDFA,Masters,tt4857622,france,2016.0,83.0,41 min. or longer,France,,,,,,,0,0,0,0,1,0,0,Raymond Depardon,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Masters,2016,0.0
idfnew1392,idfnew1392,2016,IDFA,Top 10,tt0106642,from the east,1993.0,115.0,41 min. or longer,Belgium,France,Portugal,,,,,0,0,0,0,1,0,0,Chantal Akerman,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Top 10,2016,1.0
idfnew1393,idfnew1393,2016,IDFA,Panorama,tt5567492,gatekeeper,2016.0,39.0,40 min. or shorter,Canada,United States,,,,,,0,0,0,1,0,0,0,Yung Chang,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,0,0,0,other documentary,IDFA,Panorama,2016,0.0
idfnew1395,idfnew1395,2016,IDFA,Best of Fests,tt5073020,god knows where i am,2016.0,99.0,41 min. or longer,United States,,,,,,,0,0,0,1,0,0,0,Todd Wider,Jedd Wider,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Best of Fests,2016,0.0
idfnew1396,idfnew1396,2016,IDFA,IDFA Competition for Feature-Length Documentary,tt6722950,gogita's new life,2016.0,72.0,41 min. or longer,Georgia,Croatia,,,,,,0,0,1,0,1,0,0,Levan Koguashvili,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,1,other documentary,IDFA,IDFA Competition for Feature-Length Documentary,2016,0.0
idfnew1397,idfnew1397,2016,IDFA,Panorama,,great muy bien,2016.0,16.0,40 min. or shorter,Cuba,,,,,,,0,0,0,0,0,1,0,Sheyla Pool Pástor,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,0,0,0,other documentary,IDFA,Panorama,2016,0.0
