unique.id,imdb.id,title.mixed,prod.year,length.min,length,prod.country.1.en,prod.country.2.en,prod.country.3.en,prod.country.4.en,prod.country.5.en,prod.country.6.en,prod.country.7.en,regions.mena,regions.africa,regions.asia,regions.na,regions.eu,regions.la,regions.ocean,director.1,director.2,director.3,director.4,director.5,director.6,director.7,director.8,director.9,director.10,director.11,director.12,director.13,director.14,director.15,director.16,director.17,director.18,director.19,director.20,director.21,director.22,director.23,director.24,director.25,director.26,animt,doc,exp,fict,lgbtq,imdb.fest,retro.fest.sect,competition,genre,fest.first,fest.sect.first,sample.year.first,fest.show.delay.3year.and.more
f9015,tt1588398,sleeping beauty,2010,104,41 min. or longer,Australia,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,julia leigh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,1,other fiction,CANNES,in competition,2011,0
f9016,tt1655442,the artist,2011,100,41 min. or longer,France,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,michel hazanavicius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,1,other fiction,CANNES,in competition,2011,0
f9017,tt0478304,the tree of life,2011,138,41 min. or longer,United States,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,terrence malick,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,1,other fiction,CANNES,in competition,2011,0
f9018,tt1440345,this must be the place,2011,118,41 min. or longer,Italy,France,Ireland,NA,NA,NA,NA,0,0,0,0,1,0,0,paolo sorrentino,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,1,other fiction,CANNES,in competition,2011,0
f9019,tt1242460,we need to talk about kevin,2011,110,41 min. or longer,United Kingdom,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,lynne ramsay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,1,other fiction,CANNES,in competition,2011,0
f9020,tt1922551,arirang,2011,100,41 min. or longer,South Korea,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,kim ki-duk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,other films,1,0,0,other documentary,CANNES,un certain regard,2011,0
f9021,tt1913002,bonsai,2011,92,41 min. or longer,Chile,France,Argentina,Portugal,NA,NA,NA,0,0,0,0,1,1,0,cristian jimenez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,CANNES,un certain regard,2011,0
f9022,tt1925421,elena,2011,109,41 min. or longer,Russia,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,andrey zvyagintsev,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,CANNES,un certain regard,2011,0
f9023,tt1772424,et maintenant on va ou ? (where do we go now?),2011,100,41 min. or longer,Lebanon,France,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,nadine labaki,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,CANNES,un certain regard,2011,0
f9024,tt1780856,halt auf freier strecke (stopped on track),2011,110,41 min. or longer,Germany,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,andreas dresen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,CANNES,un certain regard,2011,0
f9025,tt1666168,hors satan,2011,110,41 min. or longer,France,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,bruno dumont,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,CANNES,un certain regard,2011,0
f9026,tt1781843,l'exercice de l'etat (the minister),2011,112,41 min. or longer,France,Belgium,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,pierre schoeller,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,CANNES,un certain regard,2011,0
f9027,tt1852006,les neiges du kilimandjaro (the snows of kilimanjaro),2011,107,41 min. or longer,France,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,robert  guediguian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,CANNES,un certain regard,2011,0
f9028,tt1895466,loverboy,2011,95,41 min. or longer,Romania,Sweden,Serbia,NA,NA,NA,NA,0,0,0,0,1,0,0,catalin mitulescu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,CANNES,un certain regard,2011,0
f9029,tt1441326,martha marcy may marlene,2010,101,41 min. or longer,United States,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,sean durkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,CANNES,un certain regard,2011,0
f9030,tt1911600,miss bala,2010,113,41 min. or longer,Mexico,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,gerardo naranjo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,CANNES,un certain regard,2011,0
f9031,tt1922675,okhotnik (the hunter),2011,124,41 min. or longer,Russia,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,bakur bakuradze,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,CANNES,un certain regard,2011,0
f9032,tt1736633,"oslo, 31. august (oslo, august 31st )",2011,96,41 min. or longer,Norway,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,joachim trier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,CANNES,un certain regard,2011,0
f9033,tt1498569,restless,2010,91,41 min. or longer,United States,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,gus van sant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,CANNES,un certain regard,2011,0
f9034,tt1922721,skoonheid (beauty),2010,99,41 min. or longer,South Africa,France,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,oliver hermanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,LGBT*Q films,1,0,0,other fiction,CANNES,un certain regard,2011,0
f9035,tt1922736,tatsumi,2011,98,41 min. or longer,Singapore,Indonesia,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,eric khoo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,other films,1,0,0,animation fiction,CANNES,un certain regard,2011,0
f9036,tt1922561,the day he arrives,2011,79,41 min. or longer,South Korea,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,hong sangsoo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,CANNES,un certain regard,2011,0
f9037,NA,the murderer (the yellow sea) (the yellow sea),2010,140,41 min. or longer,South Korea,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,na hong-jin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,0,0,0,other fiction,CANNES,un certain regard,2011,0
f9038,tt1905071,toomelah,2010,106,41 min. or longer,Australia,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,ivan sen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,CANNES,un certain regard,2011,0
f9039,tt1686328,trabalhar cansa (hard labor),2011,99,41 min. or longer,Brazil,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,marco dutra,juliana rojas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,CANNES,un certain regard,2011,0
f9040,tt1857740,bollywood-the greatest love story ever told,2011,81,41 min. or longer,India,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,rakeysh omprakash mehra,jeff zimbalist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,other films,1,0,0,other documentary,CANNES,out of competition,2011,0
f9041,tt1711484,la conquete (the conquest),2010,105,41 min. or longer,France,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,xavier durringer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,CANNES,out of competition,2011,0
f9042,tt1815799,les bien-aimes (beloved),2011,145,41 min. or longer,France,United Kingdom,Czechia,NA,NA,NA,NA,0,0,0,0,1,0,0,christophe honore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,CANNES,out of competition,2011,0
f9043,tt1605783,midnight in paris,2010,94,41 min. or longer,Spain,United States,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,woody allen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,CANNES,out of competition,2011,0
f9044,tt1321860,the beaver,2010,91,41 min. or longer,United States,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,jodie foster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,CANNES,out of competition,2011,0
f9045,NA,wu xia,2010,116,41 min. or longer,China,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,peter ho-sun chan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,0,0,0,other fiction,CANNES,out of competition,2011,0
f9046,tt1890445,labrador (out of bounds),2011,72,41 min. or longer,Denmark,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,frederikke aspock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,CANNES,"special screenings
 - 1er film",2011,0
f9047,tt1417086,michel petrucciani,2011,102,41 min. or longer,France,Germany,Italy,NA,NA,NA,NA,0,0,0,0,1,0,0,michael radford,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,other films,1,0,0,other documentary,CANNES,special screenings,2011,0
f9048,tt1982848,tamantashar yom (18 days),2011,120,41 min. or longer,Egypt,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,ahmad abdallah,mariam abou ouf,kamla abu zikri,ahmed alaa,mohamed ali,sherif arafa,sherif el bendary,marwan hamed,khaled marei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,CANNES,special screenings,2011,0
f9049,tt1922767,tous au larzac (leader-sheep),2011,120,41 min. or longer,France,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,christian rouaud,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,other films,1,0,0,other documentary,CANNES,special screenings,2011,0
f9050,tt1926977,al martha lauf (martha must fly),2011,26,40 min. or shorter,Israel,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,ma'ayan rypp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,CANNES,cinefondation,2011,0
f9051,tt1943662,befetach beity (on my doorstep),2010,6,40 min. or shorter,Israel,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,anat costi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,other films,1,0,0,animation fiction,CANNES,cinefondation,2011,0
f9052,tt1786416,bento monogatari (lunchbox story),2010,27,40 min. or shorter,Belgium,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,pieter dirkx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,CANNES,cinefondation,2011,0
f9053,tt1848801,big muddy,2010,15,40 min. or shorter,United States,Canada,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,jefferson moneo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,CANNES,cinefondation,2011,0
f9054,tt1895577,cagey tigers,2011,22,40 min. or shorter,Czechia,Slovakia,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,aramisova,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,CANNES,cinefondation,2011,0
f9055,tt1941504,der brief (the letter),2011,30,40 min. or shorter,Germany,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,doroteya droumeva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,CANNES,cinefondation,2011,0
f9056,tt1941510,drari,2010,39,40 min. or shorter,France,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,kamal lazraq,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,CANNES,cinefondation,2011,0
f9057,tt2002652,duelo antes da noite (duel before nightfall),2010,20,40 min. or shorter,Brazil,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,alice furtado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,CANNES,cinefondation,2011,0
f9058,tt2002705,l'estate che non viene (till summer comes),2010,17,40 min. or shorter,Italy,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,pasquale marino,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,CANNES,cinefondation,2011,0
f9059,tt1878970,la fiesta de casamiento (the wedding party),2011,19,40 min. or shorter,Argentina,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,gaston margolin,martin morgenfeld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,CANNES,cinefondation,2011,0
f9060,tt2002779,salsipuedes,2011,44,41 min. or longer,Argentina,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,mariano luque,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,CANNES,cinefondation,2011,0
f9061,tt1937347,suu et uchikawa (suu and uchikawa),2010,10,40 min. or shorter,Singapore,Japan,France,NA,NA,NA,NA,0,0,1,0,1,0,0,nathanael carton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,CANNES,cinefondation,2011,0
f9062,tt1849121,the agony and sweat of the human spirit,2011,14,40 min. or shorter,United States,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,joe bookman,d. jesse damazo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,CANNES,cinefondation,2011,0
f9063,tt1841599,ya-gan-bi-hang (fly by night),2010,21,40 min. or shorter,South Korea,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,son tae-gyum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,CANNES,cinefondation,2011,0
f9064,tt1782395,badpakje 46 (swimsuit 46),2010,15,40 min. or shorter,Belgium,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,wannes destoop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,1,other fiction,CANNES,in competition - short films,2011,0
f9065,tt1914309,meathead,2011,11,40 min. or shorter,New Zealand,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,sam holst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,1,other fiction,CANNES,in competition - short films,2011,0
f9066,tt1602620,amour (love),2012,127,41 min. or longer,France,Germany,Austria,NA,NA,NA,NA,0,0,0,0,1,0,0,michael haneke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,1,other fiction,CANNES,in competition - feature films,2012,0
f9067,tt2368599,baad el mawkeaa (after the battle),2012,122,41 min. or longer,Egypt,France,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,yousry nasrallah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,1,other fiction,CANNES,in competition - feature films,2012,0
f9068,tt1480656,cosmopolis,2012,108,41 min. or longer,France,Canada,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,david cronenberg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,1,other fiction,CANNES,in competition - feature films,2012,0
f9069,tt1989712,da-reun na-ra-e-suh (in another country),2012,89,41 min. or longer,South Korea,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,hong sangsoo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,1,other fiction,CANNES,in competition - feature films,2012,0
f9070,tt2053425,de rouille et d'os (rust and bone),2012,120,41 min. or longer,France,Belgium,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,jacques audiard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,1,other fiction,CANNES,in competition - feature films,2012,0
f9071,tt2106670,do-nui mat (the taste of money),2012,114,41 min. or longer,South Korea,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,im sang-soo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,1,other fiction,CANNES,in competition - feature films,2012,0
f9072,tt2258281,dupa dealuri (beyond the hills),2012,150,41 min. or longer,Romania,France,Belgium,NA,NA,NA,NA,0,0,0,0,1,0,0,cristian mungiu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,1,other fiction,CANNES,in competition - feature films,2012,0
f9073,tt2076220,holy motors,2012,115,41 min. or longer,France,Germany,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,leos carax,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,1,other fiction,CANNES,in competition - feature films,2012,0
f9074,tt2106476,jagten (the hunt),2012,111,41 min. or longer,Denmark,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,thomas vinterberg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,1,other fiction,CANNES,in competition - feature films,2012,0
f9075,tt1764234,killing them softly,2012,104,41 min. or longer,United States,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,andrew dominik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,1,other fiction,CANNES,in competition - feature films,2012,0
f9076,tt1212450,lawless,2012,115,41 min. or longer,United States,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,john hillcoat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,1,other fiction,CANNES,in competition - feature films,2012,0
f9077,tt1843287,like someone in love,2012,109,41 min. or longer,France,Japan,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,abbas kiarostami,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,1,other fiction,CANNES,in competition - feature films,2012,0
f9078,tt1748122,moonrise kingdom,2012,93,41 min. or longer,United States,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,wes anderson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,1,other fiction,CANNES,in competition - feature films,2012,0
f9079,tt1935179,mud,2012,130,41 min. or longer,United States,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,jeff nichols,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,1,other fiction,CANNES,in competition - feature films,2012,0
f9080,tt0337692,on the road,2012,137,41 min. or longer,France,Brazil,NA,NA,NA,NA,NA,0,0,0,0,1,1,0,walter salles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,1,other fiction,CANNES,in competition - feature films,2012,0
f9081,tt1403214,paradies: liebe (paradise: love),2012,120,41 min. or longer,Austria,Germany,France,NA,NA,NA,NA,0,0,0,0,1,0,0,ulrich seidl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,1,other fiction,CANNES,in competition - feature films,2012,0
f9082,tt1754367,post tenebras lux,2012,120,41 min. or longer,Mexico,France,Germany,Netherlands,NA,NA,NA,0,0,0,0,1,1,0,carlos reygadas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,1,other fiction,CANNES,in competition - feature films,2012,0
f9083,tt1846487,reality,2012,115,41 min. or longer,Italy,France,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,matteo garrone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,1,other fiction,CANNES,in competition - feature films,2012,0
f9084,tt1924394,the angels' share,2012,106,41 min. or longer,United Kingdom,France,Belgium,Italy,NA,NA,NA,0,0,0,0,1,0,0,ken loach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,CANNES,un certain regard,2012,0
f9085,tt1496422,the paperboy,2012,107,41 min. or longer,United States,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,lee daniels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,CANNES,un certain regard,2012,0
