unique.id,imdb.id,title.mixed,prod.year,length.min,length,prod.country.1.en,prod.country.2.en,prod.country.3.en,prod.country.4.en,prod.country.5.en,prod.country.6.en,prod.country.7.en,regions.mena,regions.africa,regions.asia,regions.na,regions.eu,regions.la,regions.ocean,director.1,director.2,director.3,director.4,director.5,director.6,director.7,director.8,director.9,director.10,director.11,director.12,director.13,director.14,director.15,director.16,director.17,director.18,director.19,director.20,director.21,director.22,director.23,director.24,director.25,director.26,animt,doc,exp,fict,lgbtq,imdb.fest,retro.fest.sect,competition,genre,fest.first,fest.sect.first,sample.year.first,fest.show.delay.3year.and.more
f16801,tt2136772,negotiating love,2012,85,41 min. or longer,Germany,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,calle overweg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,BERLINALE,Forum,2012,0
f16802,NA,b i n o,2011,10,40 min. or shorter,Australia,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,billie pleffer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,0,0,0,other fiction,BERLINALE,Generation,2012,0
f16803,tt2248703,brother,2011,10,40 min. or shorter,Netherlands,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,sacha polak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,BERLINALE,Generation,2012,0
f16804,tt2193047,brotzmann - that's when the world is mine,2012,75,41 min. or longer,Germany,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,uli m schueppel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,other films,1,0,0,other documentary,BERLINALE,Panorama,2012,0
f16805,tt0111788,bugis street redux,1995,103,41 min. or longer,China,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,yonfan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,LGBT*Q films,1,0,0,other fiction,BERLINALE,Panorama,2012,1
f16807,tt2088714,call me kuchu,2012,87,41 min. or longer,United States,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,malika zouhali-worrall, katherine fairfax wright,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,LGBT*Q films,1,0,0,other documentary,BERLINALE,Panorama,2012,0
f16810,tt1919013,schoolyard,2011,17,40 min. or shorter,China,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,qi wang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,BERLINALE,Generation,2012,0
f16811,tt1699745,captive,2011,120,41 min. or longer,France,Philippines,Germany,United Kingdom,NA,NA,NA,0,0,1,0,1,0,0,brillante mendoza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,1,other fiction,BERLINALE,Competition,2012,0
f16813,tt2177511,caesar must die,2011,76,41 min. or longer,Italy,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,paolo & vittorio taviani,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,1,other fiction,BERLINALE,Competition,2012,0
f16814,tt1945062,cherry,2011,102,41 min. or longer,United States,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,stephen elliott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,LGBT*Q films,1,0,0,other fiction,BERLINALE,Panorama,2012,0
f16815,tt2241083,chinti,2012,8,40 min. or shorter,Russia,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,natalia mirzoyan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,other films,1,0,0,animation fiction,BERLINALE,Generation,2012,0
f16816,tt2251251,choco,2011,80,41 min. or longer,Colombia,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,jhonny hendrix hinestroza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,BERLINALE,Panorama,2012,0
f16817,tt1900854,comes a bright day,2011,91,41 min. or longer,United Kingdom,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,simon aboud,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,BERLINALE,Generation,2012,0
f16820,tt2251267,corrida,2011,7,40 min. or shorter,Latvia,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,janis cimermanis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,other films,1,0,0,animation fiction,BERLINALE,Generation,2012,0
f16821,tt2210547,crazy dennis tiger,2012,27,40 min. or shorter,Germany,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,jan soldat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,BERLINALE,Generation,2012,0
f16822,tt2180335,just the wind,2012,98,41 min. or longer,Hungary,Germany,France,NA,NA,NA,NA,0,0,0,0,1,0,0,bence fliegauf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,1,other fiction,BERLINALE,Competition,2012,0
f16823,tt11941418,the monkey king - uproar in heaven 3d,2012,90,41 min. or longer,China,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,da su, zhihong chen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,other films,0,0,0,animation fiction,BERLINALE,Generation,2012,0
f16825,tt2043822,death for sale,2011,117,41 min. or longer,Belgium,France,Morocco,NA,NA,NA,NA,1,0,0,0,1,0,0,"Bensaïdi, Faouzi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,contemporary world cinema: 2011,2011,0
f16826,NA,death row,2012,188,41 min. or longer,United States,United Kingdom,Austria,NA,NA,NA,NA,0,0,0,1,1,0,0,werner herzog,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,0,0,0,other fiction,BERLINALE,Berlinale Special,2012,0
f16827,NA,"death row. portraits: james barnes, hank skinner",2012,94,41 min. or longer,United States,United Kingdom,Austria,NA,NA,NA,NA,0,0,0,1,1,0,0,werner herzog,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,0,0,0,other fiction,BERLINALE,Berlinale Special,2012,0
f16828,NA,"death row. portraits: linda carty, george rivas and joseph garcia",2012,94,41 min. or longer,United States,United Kingdom,Austria,NA,NA,NA,NA,0,0,0,1,1,0,0,werner herzog,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,0,0,0,other fiction,BERLINALE,Berlinale Special,2012,0
f16830,tt2248741,the little bird and the leaf,2012,4,40 min. or shorter,Switzerland,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,lena von dohren,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,other films,1,0,0,animation fiction,BERLINALE,Generation,2012,0
f16831,tt2201025,detlef,2012,90,41 min. or longer,Germany,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,stefan westerwelle, jan rothstein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,LGBT*Q films,1,0,0,other documentary,BERLINALE,Panorama,2012,0
f16832,tt1934234,diaz - don't clean up this blood,2012,127,41 min. or longer,Italy,Romania,France,NA,NA,NA,NA,0,0,0,0,1,0,0,daniele vicari,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,BERLINALE,Panorama,2012,0
f16833,tt2181893,rhymers and rivals,2010,90,41 min. or longer,Germany,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,marion hutter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,other films,1,0,0,other documentary,BERLINALE,Perspektive Deutsches Kino,2012,0
f16834,tt1734428,childish games,2011,95,41 min. or longer,Spain,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,antonio chavarrias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,1,other fiction,BERLINALE,Competition,2012,0
f16835,tt2207467,the children from the napf,2011,91,41 min. or longer,Switzerland,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,alice schmid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,other films,1,0,0,other documentary,BERLINALE,Generation,2012,0
f16836,tt2253955,condition,2012,74,41 min. or longer,Germany,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,thomas heise,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,other films,1,0,0,other documentary,BERLINALE,Forum,2012,0
f16838,tt2088748,reported missing,2012,86,41 min. or longer,Germany,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,jan speckenbach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,BERLINALE,Perspektive Deutsches Kino,2012,0
f16840,tt1745686,the wall,2011,108,41 min. or longer,Austria,Germany,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,julian roman polsler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,BERLINALE,Panorama,2012,0
f16841,tt1930327,dollhouse,2011,95,41 min. or longer,Ireland,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,kirsten sheridan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,BERLINALE,Panorama,2012,0
f16842,tt1285241,don - the king is back,2011,140,41 min. or longer,India,Germany,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,farhan akhtar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,BERLINALE,Berlinale Special,2012,0
f16843,tt2199337,a woman called yssabeau,2011,18,40 min. or shorter,Germany,Mexico,NA,NA,NA,NA,NA,0,0,0,0,1,1,0,rosana cuellar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,BERLINALE,Berlinale Shorts,2012,0
f16844,tt2139843,electrick children,2012,96,41 min. or longer,United States,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,rebecca thomas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,BERLINALE,Generation,2012,0
f16845,tt1549589,elles,2011,99,41 min. or longer,France,Poland,Germany,NA,NA,NA,NA,0,0,0,0,1,0,0,"Szumowska, Malgoska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,special presentation: 2011,2011,0
f16846,tt2199341,i too have a name,2011,12,40 min. or shorter,United States,Sri Lanka,NA,NA,NA,NA,NA,0,0,1,1,0,0,0,suba sivakumaran,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,BERLINALE,Berlinale Shorts,2012,0
f16847,tt1276419,a royal affair,2012,137,41 min. or longer,Denmark,Czechia,Sweden,Germany,NA,NA,NA,0,0,0,0,1,0,0,nikolaj arcel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,1,other fiction,BERLINALE,Competition,2012,0
f16849,tt2199345,"erotic fragments no. 1,2,3",2011,6,40 min. or shorter,Thailand,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,anucha boonyawatana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,LGBT*Q films,1,0,0,other fiction,BERLINALE,Berlinale Shorts,2012,0
f16850,tt2224175,normal school,2012,88,41 min. or longer,Argentina,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,celina murga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,other films,1,0,0,other documentary,BERLINALE,Forum,2012,0
f16852,tt0477302,extremely loud and incredibly close,2011,129,41 min. or longer,United States,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,stephen daldry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,1,other fiction,BERLINALE,Competition,2012,0
f16854,NA,flying swords of dragon gate,2011,122,41 min. or longer,China,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,tsui hark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,0,0,1,other fiction,BERLINALE,Competition,2012,0
f16855,tt1682186,fon tok kuen fah,2011,105,41 min. or longer,Thailand,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,"Ratanaruang, Pen-ek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,vanguard: 2011,2011,0
f16856,tt1570583,for ellen,2012,94,41 min. or longer,United States,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,so yong kim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,BERLINALE,Forum,2012,0
f16857,tt1990232,formentera,2012,93,41 min. or longer,Germany,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,ann-kristin reyels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,BERLINALE,Forum,2012,0
f16858,tt1735433,francine,2012,74,41 min. or longer,United States,Canada,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,brian m. cassidy, melanie shatzky,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,LGBT*Q films,1,0,0,other fiction,BERLINALE,Forum,2012,0
f16859,tt2073156,friends after 3.11,2011,120,41 min. or longer,Japan,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,iwai shunji,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,other films,1,0,0,other documentary,BERLINALE,Forum,2012,0
f16860,tt2086805,from seoul to varanasi,2011,98,41 min. or longer,South Korea,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,jeon kyu-hwan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,BERLINALE,Panorama,2012,0
f16861,tt2156785,gattu,2011,80,41 min. or longer,India,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,rajan khosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,BERLINALE,Generation,2012,0
f16862,tt1924462,before tomorrow,2011,83,41 min. or longer,Germany,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,joachim schoenfeld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,BERLINALE,Perspektive Deutsches Kino,2012,0
f16863,tt2238793,"belief, love, death",2011,64,41 min. or longer,Austria,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,peter kern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,BERLINALE,Panorama,2012,0
f16864,tt1835980,bliss,2011,112,41 min. or longer,Germany,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,doris dorrie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,BERLINALE,Berlinale Special,2012,0
f16865,tt2179055,mercy,2012,132,41 min. or longer,Germany,Norway,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,matthias glasner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,1,other fiction,BERLINALE,Competition,2012,0
f16866,tt2251331,green laser,2011,15,40 min. or shorter,Canada,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,john greyson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,LGBT*Q films,1,0,0,other fiction,BERLINALE,Panorama,2012,0
f16868,tt2224217,living / building,2012,117,41 min. or longer,France,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,clemence ancelin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,other films,1,0,0,other documentary,BERLINALE,Forum,2012,0
f16870,tt1506999,haywire,2011,93,41 min. or longer,United States,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,steven soderbergh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,1,other fiction,BERLINALE,Competition,2012,0
f16871,tt2251343,the path of a hare,2011,6,40 min. or shorter,Netherlands,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,lotte van elsacker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,other films,1,0,0,animation fiction,BERLINALE,Generation,2012,0
f16872,tt1753899,hemel,2012,80,41 min. or longer,Netherlands,Spain,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,sacha polak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,BERLINALE,Forum,2012,0
f16874,tt2210657,highway,2011,80,41 min. or longer,Nepal,United States,NA,NA,NA,NA,NA,0,0,1,1,0,0,0,deepak rauniyar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,BERLINALE,Panorama,2012,0
f16875,tt1661263,"sons of the clouds, the last colony",2012,78,41 min. or longer,Spain,United States,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,alvaro longoria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,other films,1,0,0,other documentary,BERLINALE,Berlinale Special,2012,0
f16876,tt2238797,all hallow's week,2011,15,40 min. or shorter,Finland,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,jussi hiltunen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,BERLINALE,Generation,2012,0
f16878,tt2215113,winter nomads,2012,90,41 min. or longer,Switzerland,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,manuel von sturler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,other films,1,0,0,other documentary,BERLINALE,Forum,2012,0
f16879,tt1998238,heroes,2012,15,40 min. or shorter,Sweden,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,carolina hellsgard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,BERLINALE,Generation,2012,0
f16880,tt2043880,"hot boy noi loan - cau chuyen ve thang cuoi, co gai diem va con vit",2011,103,41 min. or longer,Vietnam,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,Ngoc Dang Vu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,LGBT*Q films,1,0,0,other fiction,TIFF,discovery: 2011,2011,0
f16881,tt1587411,"i, anna",2012,93,41 min. or longer,United Kingdom,Germany,France,NA,NA,NA,NA,0,0,0,0,1,0,0,barnaby southcombe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,BERLINALE,Berlinale Special,2012,0
f16882,tt2199397,impossible exchange,2011,10,40 min. or shorter,Lebanon,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,mahmoud hojeij,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,BERLINALE,Berlinale Shorts,2012,0
f16883,tt2262483,in the works,2012,148,41 min. or longer,Germany,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,minze tummescheit, arne hector,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,other films,1,0,0,other documentary,BERLINALE,Forum,2012,0
f16884,tt2077788,indignados,2011,88,41 min. or longer,France,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,tony gatlif,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,other films,1,0,0,other documentary,BERLINALE,Panorama,2012,0
f16885,tt1714209,in the land of blood and honey,2011,126,41 min. or longer,United States,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,angelina jolie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,BERLINALE,Berlinale Special,2012,0
f16886,tt2235561,in the shadow of a man,2011,65,41 min. or longer,Egypt,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,hanan abdalla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,other films,1,0,0,other documentary,BERLINALE,Panorama,2012,0
f16887,tt1034314,iron sky,2011,93,41 min. or longer,Finland,Australia,Germany,NA,NA,NA,NA,0,0,0,0,1,0,1,timo vuorensola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,BERLINALE,Panorama,2012,0
f16888,tt2184211,the ice dragon,2011,77,41 min. or longer,Sweden,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,martin hogdahl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,BERLINALE,Generation,2012,0
